,Hour,Weekday,Is Working Day,Previous Hour price,SDSH DAP,SDSH load,load-1,load-2,load-3,load-4,load-5,price-1,price-2,price-3,price-4,price-5,target,Forward Curve
2021-03-02 23:00:00,24.0,3.0,1.0,14931.840000000002,19284.036,8314.9,8519.0,8842.9,9066.8,9105.0,9294.0,14931.840000000002,13464.513333333334,4119.256666666666,4051.306666666667,6461.206666666666,6203.313333333333,
2021-03-03 00:00:00,1.0,4.0,1.0,6203.313333333333,2557.9539999999997,7980.8,8314.9,8519.0,8842.9,9066.8,9105.0,6203.313333333333,14931.840000000002,13464.513333333334,4119.256666666666,4051.306666666667,2484.9633333333336,
2021-03-03 01:00:00,2.0,4.0,1.0,2484.9633333333336,2442.192,7709.6,7980.8,8314.9,8519.0,8842.9,9066.8,2484.9633333333336,6203.313333333333,14931.840000000002,13464.513333333334,4119.256666666666,2471.653333333333,
2021-03-03 02:00:00,3.0,4.0,1.0,2471.653333333333,2507.0160000000005,7674.3,7709.6,7980.8,8314.9,8519.0,8842.9,2471.653333333333,2484.9633333333336,6203.313333333333,14931.840000000002,13464.513333333334,2454.04,
2021-03-03 03:00:00,4.0,4.0,1.0,2454.04,2440.722,7519.6,7674.3,7709.6,7980.8,8314.9,8519.0,2454.04,2471.653333333333,2484.9633333333336,6203.313333333333,14931.840000000002,2409.403333333333,
2021-03-03 04:00:00,5.0,4.0,1.0,2409.403333333333,2519.696,7456.7,7519.6,7674.3,7709.6,7980.8,8314.9,2409.403333333333,2454.04,2471.653333333333,2484.9633333333336,6203.313333333333,2532.396666666667,
2021-03-03 05:00:00,6.0,4.0,1.0,2532.396666666667,2518.9559999999997,7666.4,7456.7,7519.6,7674.3,7709.6,7980.8,2532.396666666667,2409.403333333333,2454.04,2471.653333333333,2484.9633333333336,2468.44,
2021-03-03 06:00:00,7.0,4.0,1.0,2468.44,2517.964,7788.8,7666.4,7456.7,7519.6,7674.3,7709.6,2468.44,2532.396666666667,2409.403333333333,2454.04,2471.653333333333,2448.51,
2021-03-03 07:00:00,8.0,4.0,1.0,2448.51,10882.145999999999,8367.7,7788.8,7666.4,7456.7,7519.6,7674.3,2448.51,2468.44,2532.396666666667,2409.403333333333,2454.04,2603.0166666666664,
2021-03-03 08:00:00,9.0,4.0,1.0,2603.0166666666664,6593.424000000001,8950.8,8367.7,7788.8,7666.4,7456.7,7519.6,2603.0166666666664,2448.51,2468.44,2532.396666666667,2409.403333333333,5493.743333333333,
2021-03-03 09:00:00,10.0,4.0,1.0,5493.743333333333,15575.072,9497.6,8950.8,8367.7,7788.8,7666.4,7456.7,5493.743333333333,2603.0166666666664,2448.51,2468.44,2532.396666666667,14455.673333333332,
2021-03-03 10:00:00,11.0,4.0,1.0,14455.673333333332,15425.244,9840.3,9497.6,8950.8,8367.7,7788.8,7666.4,14455.673333333332,5493.743333333333,2603.0166666666664,2448.51,2468.44,11997.653333333334,
2021-03-03 11:00:00,12.0,4.0,1.0,11997.653333333334,12276.575999999997,9668.8,9840.3,9497.6,8950.8,8367.7,7788.8,11997.653333333334,14455.673333333332,5493.743333333333,2603.0166666666664,2448.51,11644.496666666668,
2021-03-03 12:00:00,13.0,4.0,1.0,11644.496666666668,11668.216,9676.3,9668.8,9840.3,9497.6,8950.8,8367.7,11644.496666666668,11997.653333333334,14455.673333333332,5493.743333333333,2603.0166666666664,11537.706666666665,
2021-03-03 13:00:00,14.0,4.0,1.0,11537.706666666665,19179.664,10002.3,9676.3,9668.8,9840.3,9497.6,8950.8,11537.706666666665,11644.496666666668,11997.653333333334,14455.673333333332,5493.743333333333,12013.223333333333,
2021-03-03 14:00:00,15.0,4.0,1.0,12013.223333333333,14710.888,9887.1,10002.3,9676.3,9668.8,9840.3,9497.6,12013.223333333333,11537.706666666665,11644.496666666668,11997.653333333334,14455.673333333332,11947.493333333334,
2021-03-03 15:00:00,16.0,4.0,1.0,11947.493333333334,11883.903999999999,9678.1,9887.1,10002.3,9676.3,9668.8,9840.3,11947.493333333334,12013.223333333333,11537.706666666665,11644.496666666668,11997.653333333334,11594.089999999998,
2021-03-03 16:00:00,17.0,4.0,1.0,11594.089999999998,7197.814,9173.7,9678.1,9887.1,10002.3,9676.3,9668.8,11594.089999999998,11947.493333333334,12013.223333333333,11537.706666666665,11644.496666666668,4946.903333333334,
