,dap,target,error,class
664,75072,74533.973,-538.0270000000019,1
665,76745,75940.792,-804.2079999999987,1
666,77563,76585.904,-977.096000000005,1
667,77871,77520.4,-350.6000000000058,1
668,79432,78647.367,-784.6330000000016,1
669,76979,76363.286,-615.7140000000072,1
670,73477,72157.142,-1319.857999999993,1
671,68686,68054.804,-631.1959999999963,1
672,65904,64947.738,-956.2620000000024,1
673,64253,63119.147,-1133.8530000000028,1
674,62792,62144.868,-647.1319999999978,1
675,62431,61915.673,-515.3269999999975,1
676,63901,63404.836,-496.16399999999703,1
677,67484,67246.245,-237.75500000000466,1
678,74244,73835.843,-408.1570000000065,1
679,79072,78601.575,-470.4250000000029,1
680,81668,80943.242,-724.7580000000016,1
681,82496,82023.905,-472.09500000000116,1
682,83172,82923.28,-248.72000000000116,1
683,83356,82758.519,-597.4809999999998,1
684,83481,83041.448,-439.55199999999604,1
685,83156,82682.49,-473.50999999999476,1
686,82223,81798.371,-424.6290000000008,1
687,81214,80778.655,-435.34500000000116,1
688,81109,80655.556,-453.44400000000314,1
689,81712,81265.985,-446.0149999999994,1
690,82617,81571.585,-1045.4149999999936,1
691,83107,82055.209,-1051.7909999999974,1
692,83354,82857.236,-496.7639999999956,1
693,80595,80488.263,-106.73699999999371,1
694,76803,76021.377,-781.6230000000069,1
695,72346,71581.063,-764.9370000000054,1
696,68858,68260.348,-597.6520000000019,1
697,67114,66336.885,-777.1150000000052,1
698,65794,65376.302,-417.6979999999967,1
699,65642,65238.071,-403.92899999999645,1
700,66997,66752.841,-244.15899999999965,1
701,70920,70631.198,-288.80199999999604,1
702,77327,76888.574,-438.42600000000675,1
703,81484,80861.461,-622.5390000000043,1
704,82953,82013.268,-939.7320000000036,1
705,82027,81898.217,-128.7829999999958,1
706,81291,80871.719,-419.2810000000027,1
707,80866,80211.386,-654.6140000000014,1
708,79574,79189.097,-384.9030000000057,1
709,79041,78466.933,-574.0669999999955,1
710,78307,77755.882,-551.1180000000022,1
711,77802,77088.912,-713.0880000000034,1
712,77774,77268.754,-505.2459999999992,1
713,78807,78001.241,-805.7590000000055,1
714,79649,78909.545,-739.4550000000017,1
715,81123,79808.107,-1314.8929999999964,1
716,82334,81751.26,-582.7400000000052,1
717,80173,79517.323,-655.676999999996,1
718,75978,74884.232,-1093.7679999999964,1
719,70844,70241.372,-602.627999999997,1
720,67528,66919.749,-608.2510000000038,1
721,65452,64895.116,-556.8839999999982,1
722,64569,64094.397,-474.6030000000028,1
723,64643,63984.601,-658.3989999999976,1
724,65768,65514.045,-253.95500000000175,1
725,69767,69324.105,-442.8950000000041,1
726,75779,75387.143,-391.8570000000036,1
727,80539,79292.256,-1246.744000000006,1
728,80809,80319.463,-489.5369999999966,1
729,80622,79876.01,-745.9900000000052,1
730,80317,79756.79,-560.2100000000064,1
731,80364,79799.744,-564.255999999994,1
732,80883,80306.372,-576.627999999997,1
733,81077,80580.927,-496.07300000000396,1
734,80589,80079.566,-509.43399999999383,1
735,80018,79630.649,-387.3509999999951,1
736,80055,79780.379,-274.6209999999992,1
737,80713,80175.85,-537.1499999999942,1
738,81330,80574.217,-755.7829999999958,1
739,81732,81339.013,-392.9869999999937,1
740,82411,82344.464,-66.53599999999278,1
741,80888,79972.352,-915.648000000001,1
742,76319,75498.776,-820.224000000002,1
743,71641,71213.108,-427.8920000000071,1
744,68547,67805.028,-741.9719999999943,1
745,66486,66061.844,-424.1560000000027,1
746,65413,65007.454,-405.5460000000021,1
747,65618,64941.261,-676.7390000000014,1
748,66666,66363.005,-302.99499999999534,1
749,70475,70111.951,-363.04899999999907,1
750,76767,76375.44,-391.5599999999977,1
751,81490,80737.526,-752.474000000002,1
752,83337,82785.869,-551.130999999994,1
753,84104,83404.221,-699.778999999995,1
754,83716,83381.665,-334.3350000000064,1
755,83695,83134.167,-560.8329999999987,1
756,83067,82607.449,-459.55100000000675,1
757,82647,82050.896,-596.1040000000066,1
758,81563,81205.648,-357.35199999999895,1
759,80387,80157.307,-229.6929999999993,1
760,80636,80234.754,-401.2459999999992,1
761,81259,80864.019,-394.98099999999977,1
762,81533,81106.861,-426.1389999999956,1
763,82402,82229.751,-172.24899999999616,1
764,84113,84075.492,-37.50800000000163,1
765,82493,82107.956,-385.0439999999944,1
766,78136,77703.54,-432.4600000000064,1
767,73708,73578.53,-129.47000000000116,1
768,71241,70670.63,-570.3699999999953,1
769,69492,69114.234,-377.76600000000326,1
770,68740,68587.404,-152.596000000005,1
771,68865,68718.704,-146.2960000000021,1
772,70486,70377.157,-108.84299999999348,1
773,74675,74630.795,-44.205000000001746,1
774,81302,81115.272,-186.7280000000028,1
775,85837,84924.86,-912.1399999999994,1
776,86783,85241.02,-1541.979999999996,1
777,85953,84683.719,-1269.2810000000027,1
778,84795,84249.405,-545.5950000000012,1
779,83414,83750.798,336.7979999999952,1
780,82885,82972.383,87.38300000000163,1
781,81516,81622.498,106.49800000000687,1
782,80801,79843.885,-957.1150000000052,1
783,79475,78614.648,-860.351999999999,1
784,78906,78027.006,-878.994000000006,1
785,79346,78284.765,-1061.2350000000006,1
786,79363,78733.146,-629.8540000000066,1
787,80116,79720.984,-395.01600000000326,1
788,81451,81211.696,-239.30400000000373,1
789,80067,79932.002,-134.99800000000687,1
790,76900,76419.312,-480.68799999999464,1
791,73278,72615.326,-662.6739999999991,1
792,70033,69502.628,-530.372000000003,1
793,68163,67705.313,-457.68700000000536,1
794,67305,66953.151,-351.849000000002,1
795,67080,66854.335,-225.6649999999936,1
796,67966,67465.555,-500.445000000007,1
797,69588,69352.496,-235.50400000000081,1
798,71942,72059.668,117.66800000000512,1
799,74872,74018.373,-853.6269999999931,1
800,76868,75131.293,-1736.7069999999949,0
801,76943,75301.554,-1641.4459999999963,1
802,75616,74978.746,-637.2540000000008,1
803,74540,74118.32,-421.679999999993,1
804,73287,72923.117,-363.88300000000163,1
805,72090,71927.743,-162.2569999999978,1
806,70858,70870.008,12.00800000000163,1
807,70786,70721.674,-64.32600000000093,1
808,71478,71181.467,-296.5329999999958,1
809,72688,72232.208,-455.7920000000013,1
810,74045,73099.621,-945.3790000000008,1
811,75678,74199.184,-1478.8160000000062,1
812,77342,75935.539,-1406.4609999999957,1
813,75337,75113.667,-223.33299999999872,1
814,72868,72526.659,-341.34100000000035,1
815,70432,69274.319,-1157.6809999999969,1
816,67190,66636.429,-553.5709999999963,1
817,65222,65042.838,-179.16199999999662,1
818,64767,64230.763,-536.237000000001,1
819,64475,63999.97,-475.02999999999884,1
820,64968,64537.443,-430.5570000000007,1
821,66159,65948.341,-210.65899999999965,1
822,67981,67782.167,-198.83299999999872,1
823,69547,69326.822,-220.17799999999988,1
824,71260,70031.043,-1228.9569999999949,1
825,72412,69603.863,-2808.1370000000024,0
826,71559,68888.919,-2670.0810000000056,0
827,69569,68617.072,-951.9279999999999,1
828,68678,68461.722,-216.2780000000057,1
829,68412,68243.706,-168.2939999999944,1
830,67904,68065.546,161.5460000000021,1
831,68281,68535.641,254.64100000000326,1
832,69519,69528.363,9.362999999997555,1
833,71714,71103.249,-610.7510000000038,1
834,73187,72219.29,-967.7100000000064,1
835,75182,73627.088,-1554.9119999999966,1
836,76901,76139.736,-761.2639999999956,1
837,75368,74807.882,-560.1180000000022,1
838,72189,71338.565,-850.4349999999977,1
839,68878,67765.447,-1112.5529999999999,1
840,65928,65322.894,-605.1059999999998,1
841,64516,63967.036,-548.9639999999999,1
842,63850,63496.468,-353.53199999999924,1
843,64201,63975.434,-225.5659999999989,1
844,66078,65845.481,-232.51900000000023,1
845,70462,70290.158,-171.8420000000042,1
846,77085,76727.797,-357.20299999999406,1
847,81928,80946.089,-981.9109999999928,1
848,82937,82191.747,-745.252999999997,1
849,82414,81729.933,-684.0669999999955,1
850,81811,81508.634,-302.36599999999453,1
851,81086,81740.302,654.301999999996,1
852,80247,81865.237,1618.2369999999937,2
853,80996,81257.328,261.32799999999406,1
854,81288,80294.49,-993.5099999999948,1
855,80277,79020.515,-1256.4850000000006,1
856,79900,78634.021,-1265.9790000000066,1
857,80618,78812.902,-1805.0979999999981,0
858,80736,79081.444,-1654.5559999999969,1
859,81643,79999.593,-1643.4070000000065,1
860,81839,82070.225,231.22500000000582,1
861,79571,79986.238,415.23799999999756,1
862,76124,75635.028,-488.9719999999943,1
863,71893,71335.841,-557.1589999999997,1
864,68318,68235.216,-82.78399999999965,1
865,66595,66530.722,-64.2780000000057,1
866,66302,66106.435,-195.56500000000233,1
867,66336,66425.156,89.15600000000268,1
868,68017,68340.077,323.0770000000048,1
869,71841,72543.029,702.028999999995,2
870,78372,79050.243,678.2430000000022,2
871,82307,82918.821,611.8209999999963,1
872,83748,83087.028,-660.9719999999943,1
873,83160,82116.087,-1043.9130000000005,1
874,82075,81372.951,-702.0489999999991,1
875,81506,80980.188,-525.8120000000054,1
876,80594,80530.236,-63.763999999995576,1
877,79872,79881.728,9.728000000002794,1
878,79080,79453.005,373.00500000000466,1
879,78975,79358.213,383.2130000000034,1
880,79442,79980.39,538.3899999999994,1
881,80083,80656.925,573.9250000000029,1
882,81925,81311.362,-613.6380000000063,1
883,83188,81942.325,-1245.675000000003,1
884,84008,83677.544,-330.4560000000056,1
885,81980,81390.733,-589.2670000000071,1
886,76989,76997.793,8.793000000005122,1
887,72782,72607.261,-174.7390000000014,1
888,69820,69326.255,-493.74499999999534,1
889,67832,67493.529,-338.471000000005,1
890,67258,66534.325,-723.6750000000029,1
891,67342,66622.946,-719.0540000000037,1
892,68890,67899.344,-990.6560000000027,1
893,72903,71787.355,-1115.645000000004,1
894,78901,77788.896,-1112.1040000000066,1
895,83709,82099.795,-1609.2050000000017,1
896,84894,83894.057,-999.9429999999993,1
897,84452,84187.465,-264.5350000000035,1
898,84616,84253.441,-362.55899999999383,1
899,84410,84145.364,-264.6359999999986,1
900,84399,84234.848,-164.15200000000186,1
901,83600,84114.048,514.0479999999952,1
902,82982,83594.866,612.8659999999945,1
903,82444,82007.071,-436.9290000000037,1
904,83783,81922.313,-1860.6870000000054,0
905,83431,82964.176,-466.82399999999325,1
906,84433,84029.69,-403.3099999999977,1
907,86388,85314.959,-1073.0409999999974,1
908,88321,87726.789,-594.2109999999957,1
909,86208,86468.988,260.98799999999756,1
910,83050,82780.648,-269.35199999999895,1
911,79218,78891.043,-326.9569999999949,1
912,76936,76201.715,-734.2850000000035,1
913,75334,74922.009,-411.99099999999453,1
914,75166,74616.026,-549.974000000002,1
915,75805,75248.343,-556.6570000000065,1
916,77862,77137.112,-724.8880000000063,1
917,82299,82036.326,-262.67399999999907,1
918,88920,88572.343,-347.6570000000065,1
919,93001,92122.805,-878.195000000007,1
920,92703,91631.659,-1071.3410000000003,1
921,90613,90105.785,-507.2149999999965,1
922,88499,88775.136,276.1359999999986,1
923,86496,87548.597,1052.5969999999943,2
924,86073,86653.443,580.4429999999993,1
925,85411,85680.069,269.06900000000314,1
926,83568,84370.046,802.0460000000021,2
927,83646,83190.901,-455.099000000002,1
928,83811,83013.587,-797.4130000000005,1
929,84355,83491.731,-863.2690000000002,1
930,84961,84110.311,-850.6889999999985,1
931,86744,85638.234,-1105.7660000000033,1
932,89239,88035.028,-1203.9719999999943,1
933,87436,86936.008,-499.99199999999837,1
934,83414,83124.552,-289.44800000000396,1
935,79545,79207.417,-337.5829999999987,1
936,77015,76548.414,-466.5859999999957,1
937,75558,75198.208,-359.7920000000013,1
938,74905,74743.375,-161.625,1
939,75413,75005.24,-407.75999999999476,1
940,77129,77143.607,14.607000000003609,1
941,80643,81400.866,757.8659999999945,2
942,86575,87479.719,904.7189999999973,2
943,90916,90386.424,-529.5760000000009,1
944,91036,89123.92,-1912.0800000000017,0
945,88794,86438.245,-2355.7550000000047,0
946,85718,84223.429,-1494.5709999999963,1
947,82903,82253.045,-649.9550000000017,1
948,81384,80669.571,-714.4290000000037,1
949,80140,79283.278,-856.7219999999943,1
950,78624,77906.385,-717.6150000000052,1
951,77009,76709.645,-299.3549999999959,1
952,76761,76632.148,-128.85199999999895,1
953,76999,77013.115,14.115000000005239,1
954,77980,76911.044,-1068.9560000000056,1
955,79147,77650.942,-1496.0580000000045,1
956,81054,,,
957,79564,,,
958,76057,,,
959,72799,,,
960,69089,68905.439,-183.5610000000015,1
961,68153,67400.9,-752.1000000000058,1
962,67032,66565.51,-466.49000000000524,1
963,67048,66653.248,-394.75199999999313,1
964,67696,67381.026,-314.974000000002,1
965,69461,69333.516,-127.48399999999674,1
966,71926,71819.508,-106.49199999999837,1
967,74213,73754.673,-458.3270000000048,1
968,75634,74635.933,-998.0669999999955,1
969,75426,74684.091,-741.9089999999997,1
970,74330,74069.235,-260.7649999999994,1
971,73751,73260.581,-490.4189999999944,1
972,72979,72567.591,-411.40899999999965,1
973,71800,72117.757,317.7569999999978,1
974,71484,71654.678,170.67799999999988,1
975,71574,72117.409,543.4089999999997,1
976,72446,72975.563,529.5629999999946,1
977,73343,73875.868,532.8680000000022,1
978,75221,74461.322,-759.6779999999999,1
979,76277,75363.116,-913.8840000000055,1
980,77661,76476.409,-1184.5910000000003,1
981,76178,74965.132,-1212.8680000000022,1
982,73176,72022.038,-1153.9619999999995,1
983,69686,68614.685,-1071.3150000000023,1
984,66213,65793.459,-419.54099999999744,1
985,64515,63770.186,-744.8139999999985,1
986,63326,62682.35,-643.6500000000015,1
987,62800,62126.033,-673.9669999999969,1
988,63041,62369.301,-671.6990000000005,1
989,64101,63324.498,-776.5020000000004,1
990,65945,64897.282,-1047.7180000000008,1
991,67888,66762.836,-1125.1640000000043,1
992,69571,69218.186,-352.8139999999985,1
993,71147,70864.339,-282.6609999999928,1
994,71703,71545.658,-157.3420000000042,1
995,72174,71780.449,-393.55100000000675,1
996,71977,71269.458,-707.5420000000013,1
997,71518,70206.814,-1311.1860000000015,1
998,70585,69546.7,-1038.300000000003,1
999,70256,69166.41,-1089.5899999999965,1
1000,71238,69785.339,-1452.6609999999928,1
1001,72437,70976.663,-1460.3369999999995,1
1002,73617,72178.19,-1438.8099999999977,1
1003,75392,73951.291,-1440.7090000000026,1
1004,77594,76695.32,-898.679999999993,1
1005,76110,75968.523,-141.47699999999895,1
1006,72696,72527.408,-168.5920000000042,1
1007,69485,69140.859,-344.14100000000326,1
1008,66411,66684.888,273.8880000000063,1
1009,65048,65563.067,515.0669999999955,1
1010,65486,65355.177,-130.82299999999668,1
1011,65963,65972.634,9.634000000005472,1
1012,68422,68213.28,-208.72000000000116,1
1013,73198,73071.255,-126.74499999999534,1
1014,80346,79800.813,-545.1870000000054,1
1015,84884,83594.295,-1289.7050000000017,1
1016,85302,83776.973,-1525.0270000000019,1
1017,84103,82161.274,-1941.725999999995,0
1018,82885,80840.447,-2044.5529999999999,0
1019,81234,79786.887,-1447.1129999999976,1
1020,80270,79087.139,-1182.8610000000044,1
1021,79192,78275.098,-916.9020000000019,1
1022,78405,77530.295,-874.7050000000017,1
1023,77728,77066.947,-661.0529999999999,1
1024,78349,77465.026,-883.974000000002,1
1025,79382,78407.311,-974.6889999999985,1
1026,79483,79233.609,-249.39100000000326,1
1027,81408,80059.356,-1348.6440000000002,1
1028,83198,81789.182,-1408.8179999999993,1
1029,80454,80181.723,-272.27700000000186,1
1030,75966,75513.272,-452.7280000000028,1
1031,71331,70783.658,-547.3420000000042,1
1032,68501,67205.313,-1295.6870000000054,1
1033,66217,65419.145,-797.8550000000032,1
1034,64802,64440.65,-361.34999999999854,1
1035,64627,64363.664,-263.33600000000297,1
1036,65911,65786.119,-124.88099999999395,1
1037,69934,69762.982,-171.0179999999964,1
1038,76304,75432.375,-871.625,1
1039,80390,79055.578,-1334.422000000006,1
1040,81500,79842.765,-1657.2350000000006,1
1041,81619,79719.704,-1899.296000000002,0
1042,81194,79809.138,-1384.8619999999937,1
1043,81649,80288.728,-1360.2719999999972,1
1044,81252,81101.783,-150.2170000000042,1
1045,82352,82155.606,-196.39400000000023,1
1046,82869,83150.2,281.1999999999971,1
1047,83928,84650.306,722.3059999999969,2
1048,85248,86430.926,1182.9260000000068,2
1049,86260,88040.291,1780.2909999999974,2
1050,88192,88729.632,537.6319999999978,1
1051,90077,88152.48,-1924.520000000004,0
1052,89962,88594.219,-1367.7810000000027,1
1053,86623,86055.427,-567.573000000004,1
1054,80754,80265.569,-488.43099999999686,1
1055,74812,74459.098,-352.90200000000186,1
1056,71098,69811.814,-1286.1860000000015,1
1057,67990,66648.435,-1341.5650000000023,1
1058,65706,64661.676,-1044.3240000000005,1
1059,64710,63653.633,-1056.3669999999984,1
1060,65454,64295.935,-1158.0650000000023,1
1061,69200,67408.901,-1791.099000000002,0
1062,73889,72514.535,-1374.4649999999965,1
1063,79103,76605.411,-2497.589000000007,0
1064,81554,79422.827,-2131.172999999995,0
1065,83627,81288.213,-2338.7869999999966,0
1066,85911,83167.957,-2743.043000000005,0
1067,86897,85238.501,-1658.4989999999962,1
1068,89120,87124.344,-1995.6560000000027,0
1069,90915,89211.01,-1703.9900000000052,1
1070,92663,91248.374,-1414.6260000000038,1
1071,93978,92342.52,-1635.479999999996,1
1072,95313,93633.294,-1679.7060000000056,1
1073,95825,94349.364,-1475.6359999999986,1
1074,95430,93778.534,-1651.4660000000003,1
1075,94616,92973.791,-1642.2090000000026,1
1076,93857,93593.278,-263.7219999999943,1
1077,90957,90158.667,-798.3329999999987,1
1078,84794,84099.003,-694.997000000003,1
1079,78819,77927.332,-891.6680000000051,1
1080,73786,73039.956,-746.0439999999944,1
1081,70711,69714.593,-996.4070000000065,1
1082,68680,67535.776,-1144.224000000002,1
1083,67161,66404.27,-756.7299999999959,1
1084,67942,66898.931,-1043.0690000000031,1
1085,71203,69992.969,-1210.0310000000027,1
1086,77310,75519.909,-1790.0910000000003,0
1087,82487,80222.294,-2264.7060000000056,0
1088,84477,83401.459,-1075.5409999999974,1
1089,86378,85630.198,-747.801999999996,1
1090,88349,87375.584,-973.4159999999974,1
1091,90034,88964.617,-1069.3830000000016,1
1092,91592,90250.326,-1341.673999999999,1
1093,92556,91335.238,-1220.7620000000024,1
1094,93126,91549.107,-1576.8929999999964,1
1095,93752,91030.806,-2721.194000000003,0
1096,93863,90647.469,-3215.5310000000027,0
1097,92096,91104.173,-991.8270000000048,1
1098,90674,90242.238,-431.76200000000244,1
1099,92117,89557.374,-2559.626000000004,0
1100,90854,89250.936,-1603.0639999999985,1
1101,88211,86649.809,-1561.1910000000062,1
1102,83424,81613.995,-1810.0050000000047,0
1103,77979,75826.02,-2152.979999999996,0
1104,70518,71149.968,631.9679999999935,1
1105,68640,68207.055,-432.945000000007,1
1106,66698,65966.135,-731.8650000000052,1
1107,66072,64886.264,-1185.7359999999971,1
1108,66174,65388.109,-785.8910000000033,1
1109,69156,68189.27,-966.7299999999959,1
1110,74849,72941.692,-1907.3080000000045,0
1111,79002,77031.149,-1970.850999999995,0
1112,80978,78875.913,-2102.0869999999995,0
1113,80708,79569.726,-1138.274000000005,1
1114,81218,80224.281,-993.7189999999973,1
1115,80825,80689.357,-135.6429999999964,1
1116,80972,80609.718,-362.2820000000065,1
1117,81469,80342.731,-1126.2690000000002,1
1118,81133,79765.561,-1367.4389999999985,1
1119,80210,79107.968,-1102.0320000000065,1
1120,80091,78976.189,-1114.8110000000015,1
1121,79850,78316.973,-1533.0270000000019,1
1122,79577,77808.187,-1768.8129999999946,0
1123,79126,77427.687,-1698.3129999999946,1
1124,79777,78360.747,-1416.252999999997,1
1125,77991,77576.97,-414.02999999999884,1
1126,74274,74053.041,-220.95900000000256,1
1127,70204,70006.354,-197.64599999999336,1
1128,66880,66774.197,-105.80299999999988,1
1129,64998,64642.276,-355.724000000002,1
1130,64187,63515.062,-671.9380000000019,1
1131,63890,63338.665,-551.3349999999991,1
1132,64244,63831.794,-412.2059999999983,1
1133,65927,65386.584,-540.4159999999974,1
1134,68288,67623.294,-664.7060000000056,1
1135,70328,69856.096,-471.903999999995,1
1136,72258,71197.902,-1060.0979999999981,1
1137,72840,71209.163,-1630.8369999999995,1
1138,72210,70913.749,-1296.2510000000038,1
1139,70986,69948.905,-1037.0950000000012,1
1140,70215,68915.614,-1299.3859999999986,1
1141,69075,68128.547,-946.4529999999941,1
1142,67927,67777.993,-149.0069999999978,1
1143,67926,67969.926,43.92600000000675,1
1144,68762,69293.02,531.0200000000041,1
1145,70852,71121.03,269.02999999999884,1
1146,72204,72517.363,313.36299999999756,1
1147,74446,73124.579,-1321.421000000002,1
1148,75884,74632.494,-1251.505999999994,1
1149,74225,74039.13,-185.86999999999534,1
1150,71078,71134.63,56.63000000000466,1
1151,67749,67271.609,-477.39100000000326,1
1152,64243,64014.208,-228.79200000000128,1
1153,62234,61711.485,-522.5149999999994,1
1154,60781,60168.167,-612.8329999999987,1
1155,60011,59449.528,-561.4720000000016,1
1156,59802,59395.649,-406.3510000000024,1
1157,60758,60127.765,-630.2350000000006,1
1158,61917,60847.358,-1069.6419999999998,1
1159,63551,62213.857,-1337.1429999999964,1
1160,65257,64903.366,-353.6339999999982,1
1161,67986,66851.545,-1134.4550000000017,1
1162,70127,68449.472,-1677.5280000000057,1
1163,71125,69761.884,-1363.1159999999945,1
1164,72309,71158.799,-1150.201000000001,1
1165,73575,72631.057,-943.9429999999993,1
1166,74226,74578.751,352.75100000000384,1
1167,75868,77127.515,1259.5149999999994,2
1168,79091,80090.773,999.773000000001,2
1169,81593,82657.037,1064.0369999999966,2
1170,83685,83505.141,-179.85899999999674,1
1171,85112,83284.633,-1827.3669999999984,0
1172,84795,84088.584,-706.4159999999974,1
1173,82344,82199.322,-144.67799999999988,1
1174,77228,77356.975,128.97500000000582,1
1175,72326,72005.137,-320.86299999999756,1
1176,68432,67809.978,-622.0219999999972,1
1177,65819,64883.631,-935.3689999999988,1
1178,64451,63097.816,-1353.184000000001,1
1179,63469,62666.363,-802.6370000000024,1
1180,64368,63440.875,-927.125,1
1181,67803,66567.064,-1235.9360000000015,1
1182,73564,71750.423,-1813.5770000000048,0
1183,78285,76601.472,-1683.5280000000057,1
1184,80555,79865.028,-689.9719999999943,1
1185,81666,81901.838,235.83800000000338,1
1186,83838,83550.699,-287.30100000000675,1
1187,85339,84554.028,-784.9719999999943,1
1188,86106,85319.917,-786.0829999999987,1
1189,86824,86415.647,-408.3530000000028,1
1190,87076,86974.597,-101.4030000000057,1
1191,88401,86685.771,-1715.2290000000066,1
1192,89095,87013.579,-2081.421000000002,0
1193,88639,87677.241,-961.7590000000055,1
1194,88506,87524.12,-981.8800000000047,1
1195,88042,87023.436,-1018.5639999999985,1
1196,87886,86976.074,-909.9260000000068,1
1197,84525,84376.04,-148.9600000000064,1
1198,78876,79469.277,593.2770000000019,1
1199,73348,74076.69,728.6900000000023,2
1200,70236,69794.224,-441.775999999998,1
1201,67243,66924.936,-318.0639999999985,1
1202,65593,65135.057,-457.9429999999993,1
1203,65016,64339.433,-676.5670000000027,1
1204,65949,65185.595,-763.4049999999988,1
1205,69512,68381.423,-1130.5770000000048,1
1206,76073,73478.625,-2594.375,0
1207,80513,78229.473,-2283.527000000002,0
1208,83151,81646.28,-1504.7200000000012,1
1209,83979,84240.883,261.88300000000163,1
1210,85852,86385.243,533.2430000000022,1
1211,88069,87885.387,-183.61299999999756,1
1212,90269,89572.913,-696.0869999999995,1
1213,91681,91180.366,-500.63400000000547,1
1214,92958,92173.327,-784.6729999999952,1
1215,94173,92647.762,-1525.2379999999976,1
1216,94561,93034.841,-1526.1589999999997,1
1217,94470,92869.293,-1600.7069999999949,1
1218,93692,91407.016,-2284.9839999999967,0
1219,93073,89608.03,-3464.970000000001,0
1220,90618,89059.978,-1558.0219999999972,1
1221,87990,86184.025,-1805.9750000000058,0
1222,82948,80480.184,-2467.816000000006,0
1223,76083,74739.479,-1343.5209999999934,1
1224,71615,70410.359,-1204.6410000000033,1
1225,68658,67396.936,-1261.0639999999985,1
1226,66255,65762.97,-492.02999999999884,1
1227,65759,64924.003,-834.997000000003,1
1228,66674,65582.87,-1091.1300000000047,1
1229,70262,68507.174,-1754.826000000001,0
1230,76011,73642.484,-2368.5160000000033,0
1231,80559,78537.655,-2021.3450000000012,0
1232,82304,81423.955,-880.0449999999983,1
1233,83044,83009.29,-34.7100000000064,1
1234,83959,84252.627,293.62699999999313,1
1235,85157,84985.241,-171.75900000000547,1
1236,85985,86017.586,32.58599999999569,1
1237,86516,86511.424,-4.576000000000931,1
1238,86569,86439.558,-129.44199999999546,1
1239,86682,85673.242,-1008.7580000000016,1
1240,86698,85935.716,-762.2839999999997,1
1241,86329,86052.255,-276.74499999999534,1
1242,86954,84903.616,-2050.3840000000055,0
1243,86187,83535.829,-2651.171000000002,0
1244,86068,83503.995,-2564.0050000000047,0
1245,83430,81576.305,-1853.695000000007,0
1246,78113,76834.191,-1278.8089999999938,1
1247,72625,71879.762,-745.2379999999976,1
1248,68117,68141.094,24.093999999997322,1
1249,65971,65928.303,-42.697000000000116,1
1250,65198,64571.369,-626.6310000000012,1
1251,65073,64287.421,-785.5789999999979,1
1252,66301,65621.988,-679.0120000000024,1
1253,70044,69144.976,-899.0240000000049,1
1254,76468,74616.334,-1851.6659999999974,0
1255,80681,78492.569,-2188.430999999997,0
1256,81496,79729.923,-1766.0770000000048,0
1257,81383,79528.005,-1854.9949999999953,0
1258,80512,79332.318,-1179.6820000000007,1
1259,79941,78702.283,-1238.7170000000042,1
1260,79633,78354.448,-1278.551999999996,1
1261,78838,78278.785,-559.2149999999965,1
1262,78411,78158.595,-252.40499999999884,1
1263,78472,78086.073,-385.92699999999604,1
1264,78943,78475.688,-467.31200000000536,1
1265,79645,78947.361,-697.6389999999956,1
1266,80164,79270.969,-893.0310000000027,1
1267,80703,79561.86,-1141.1399999999994,1
1268,81923,80859.986,-1063.0139999999956,1
1269,80158,79499.101,-658.8990000000049,1
1270,75961,75217.426,-743.5739999999932,1
1271,71607,70469.257,-1137.7430000000022,1
1272,67965,67189.082,-775.9180000000051,1
1273,66006,65153.728,-852.2719999999972,1
1274,64923,64255.138,-667.862000000001,1
1275,64829,64202.62,-626.3799999999974,1
1276,65904,65226.217,-677.7830000000031,1
1277,69512,68904.952,-607.0479999999952,1
1278,75520,74200.39,-1319.6100000000006,1
1279,79645,78266.45,-1378.550000000003,1
1280,81315,79838.771,-1476.2290000000066,1
1281,81118,79994.411,-1123.5890000000072,1
1282,81000,79688.157,-1311.8429999999935,1
1283,80532,79480.136,-1051.8640000000014,1
1284,79732,79641.003,-90.99700000000303,1
1285,79248,79333.134,85.13400000000547,1
1286,78702,78840.21,138.2100000000064,1
1287,77982,78272.531,290.5310000000027,1
1288,78503,77902.559,-600.4410000000062,1
1289,78906,77880.357,-1025.6429999999964,1
1290,79036,77648.951,-1387.048999999999,1
1291,78967,77586.196,-1380.8040000000037,1
1292,80336,78636.756,-1699.244000000006,1
1293,78169,77837.363,-331.63700000000244,1
1294,74631,74669.74,38.74000000000524,1
1295,70983,70805.739,-177.2609999999986,1
1296,68223,67590.076,-632.9239999999991,1
1297,66271,65467.018,-803.9820000000036,1
1298,65369,64379.685,-989.3150000000023,1
1299,65054,63949.447,-1104.5529999999999,1
1300,65642,64398.154,-1243.8459999999977,1
1301,67059,66155.012,-903.9879999999976,1
1302,69386,68162.293,-1223.7069999999949,1
1303,71728,70533.047,-1194.952999999994,1
1304,73886,72985.362,-900.6380000000063,1
1305,74888,74211.374,-676.6260000000038,1
1306,75127,73975.796,-1151.203999999998,1
1307,74552,73373.51,-1178.4900000000052,1
1308,73583,72588.51,-994.4900000000052,1
1309,72514,71418.05,-1095.949999999997,1
1310,71635,70137.798,-1497.2020000000048,1
1311,71219,69558.726,-1660.274000000005,1
1312,71748,69930.679,-1817.3209999999963,0
1313,72578,70555.357,-2022.6429999999964,0
1314,73390,71367.428,-2022.5720000000001,0
