dap,target
32.571275,26.65639
31.72522,29.803035
32.261563,30.030352
32.10317,43.064116
31.190404,38.557768
29.672315,31.381916
29.342464,28.087242
27.557505,29.117332
26.652235,28.318038
26.279601,41.108174
26.610075,28.654155
27.844747,30.720123
28.287905,24.560371
30.536863,28.418107
38.585715,28.697547
31.480728,27.46898
25.262907,22.275794
21.931069,21.031534
21.834487,19.95337
20.165469,20.275793
19.830994,19.819019
19.671658,19.764745
20.743653,20.811656
24.323217,42.882251
33.368914,35.377178
30.689971,23.853766
30.492973,22.844917
30.515246,23.958207
30.23266,24.149034
29.308572,23.355255
28.407588,26.133608
27.527121,26.947947
27.359504,27.843777
26.967774,26.109686
27.561886,24.11837
28.504218,25.946838
28.858087,23.92145
30.044862,25.140297
34.788754,27.04097
30.396448,23.867136
25.959701,22.147222
21.413991,19.835226
20.551482,20.311496
19.248938,18.646017
19.006796,18.56532
19.860039,17.98138
20.595288,18.753412
23.379234,20.286553
28.229998,24.242332
28.084453,21.238805
27.884455,22.724711
28.415238,26.054381
28.380897,26.336273
27.936855,27.32061
27.631587,28.784654
27.591892,26.463611
26.936945,26.398123
26.549104,24.314441
26.628097,26.704626
27.473537,24.334826
26.786936,22.76954
27.441327,22.705025
29.50644,24.718678
26.483827,31.249803
23.635223,20.114542
20.352315,18.823515
22.034997,20.481882
21.523252,19.307581
20.675883,19.005764
19.98292,18.686551
20.005421,19.613589
20.235813,19.883208
20.602655,20.018751
20.191425,19.010246
21.655741,19.075132
22.399515,20.539765
22.542319,24.605422
23.816379,21.982748
23.757284,23.985395
23.685817,24.766342
23.594995,21.890627
24.389485,23.428745
25.316354,26.268192
26.874593,47.382236
26.749362,22.931281
27.0155,21.534133
29.411251,22.348719
27.937807,40.305166
24.577939,23.422983
20.335868,18.920246
21.311509,19.091804
20.415411,18.891082
19.776182,18.482501
19.199503,17.624705
18.723466,17.628653
18.816376,18.558266
18.75132,18.502643
18.9388,17.075916
19.823111,19.103231
21.181012,21.685447
21.795279,20.805974
22.038735,22.950283
22.620611,20.583275
22.70134,21.913838
22.974571,21.671218
23.858436,24.018134
25.740494,29.494477
27.739539,28.698996
27.784829,24.495387
27.706187,23.996536
28.955229,26.590455
26.899282,25.642135
22.488518,22.311898
19.278771,22.614311
19.068756,18.897412
18.967244,19.945661
17.83554,17.813316
17.380811,17.071162
18.383506,18.571902
19.453713,20.826587
22.259861,25.47824
23.782813,23.956343
23.969343,24.251844
25.272056,33.505453
26.48056,28.120519
26.656663,28.036132
27.031585,30.258876
28.690105,31.14032
29.686971,34.32913
29.318569,25.92063
29.645021,26.478258
30.696892,33.007427
29.331244,41.463373
29.168064,27.013214
30.103487,27.339828
28.589983,29.300933
21.821621,24.284777
19.288583,24.453153
20.718231,21.851821
19.272646,19.563449
18.319252,19.294766
18.035554,18.974216
18.622137,19.769236
20.220645,22.254311
25.180819,22.339413
25.319977,22.786426
25.732692,25.978524
27.269403,24.015941
28.690742,26.091213
30.310496,34.004269
30.959102,24.625668
31.631901,27.780994
33.041283,29.050976
36.340916,28.694786
36.5602,52.806929
37.332012,48.429672
35.024813,101.146313
32.950956,35.780104
33.764366,31.072343
31.428299,31.970719
23.72977,24.030353
21.44736,21.544073
20.434157,19.084093
18.959647,18.271409
18.251193,17.041778
17.338916,15.900516
18.377533,16.985267
20.566039,17.337131
24.177486,18.637735
24.097315,19.498953
25.102793,22.155028
28.337826,23.442956
29.372015,31.396461
30.31698,24.854469
32.466988,29.532461
37.797311,29.65735
40.79293,34.814088
44.441864,39.103383
49.614148,41.565096
53.828733,211.777448
46.052253,37.912117
40.235835,38.556011
40.53864,27.078114
34.14837,34.408694
27.502622,26.978269
23.117095,21.265025
21.465941,22.100929
19.359941,16.863575
18.43609,15.116887
17.486454,14.652197
18.183425,14.369032
19.185099,15.628493
23.165787,16.951701
24.228341,19.00397
25.785755,23.080133
29.906584,24.322202
32.759495,26.566036
36.861636,31.745176
41.897862,47.74054
46.400535,32.078917
50.814082,25.901214
56.129511,30.951588
65.717607,39.461111
66.598792,37.527141
52.661071,33.320363
43.036791,31.607565
40.702123,30.434486
35.301249,33.259844
28.692411,23.431557
23.684562,19.834156
20.961705,19.822174
18.89681,16.821687
18.242214,14.548294
17.13053,15.717726
17.818617,15.12007
18.739278,14.668276
21.266379,18.78282
22.768714,17.64144
24.154608,22.239443
27.441201,22.322907
30.638704,24.84713
34.6533,25.63122
38.276157,24.883207
43.458697,35.430256
48.806073,33.185675
56.143743,33.385955
64.696862,38.389834
69.708654,34.622041
50.680043,31.766618
41.641432,30.470485
37.477844,25.365317
35.040301,26.009993
29.459739,25.391923
24.650936,20.979029
20.857533,21.449808
18.727985,19.725009
17.920918,18.781595
17.244128,17.909109
16.950087,17.465729
17.302673,17.818991
17.248194,15.331687
19.027049,17.053414
20.820759,17.83469
23.827435,19.96195
26.526641,23.730276
30.27565,31.936297
33.886003,25.856946
36.817896,26.251023
39.076735,28.933808
47.177826,30.698193
57.308669,29.24011
61.917527,30.668232
49.060408,32.56094
39.122971,27.694383
38.823885,27.015719
34.234799,25.714642
27.017634,24.732869
24.592007,23.949353
23.56549,20.876177
19.697651,19.403549
19.613627,17.249431
17.682895,16.262677
17.574567,15.334094
16.923152,15.93015
16.446159,14.410319
19.687974,15.201645
19.956935,18.656027
23.54536,22.86675
27.117393,27.089435
31.079663,27.337375
35.306366,29.87442
37.927173,30.591785
41.527223,32.551108
45.918523,34.406345
59.90328,69.016327
64.283558,39.992615
54.772159,38.170778
42.50079,34.228207
40.51423,31.564609
35.521508,33.689093
29.878395,26.916719
24.792233,26.566711
23.895818,26.632898
21.944589,24.246668
19.427937,20.326037
18.767656,20.321865
19.119958,20.477399
21.669716,24.111075
23.363315,22.611109
24.332116,25.684328
26.096978,30.52271
30.740019,27.672383
33.04116,28.07063
35.48526,29.897554
36.392891,43.253922
38.573897,40.431158
39.652808,39.352845
41.833362,48.104674
43.825379,53.038089
43.779235,65.702112
42.16279,64.0117
36.69989,38.815498
38.576259,53.387481
33.802949,26.490738
28.597182,23.177056
22.721443,19.867094
21.699017,18.779031
18.950028,18.244432
18.042218,17.089261
17.741599,16.384397
17.759923,16.902819
19.751622,18.590935
22.033761,19.443762
24.06007,23.778976
25.972058,27.494929
30.084416,28.278058
33.138553,35.94702
36.778715,31.019008
39.259926,38.700697
42.423213,48.865551
44.903866,41.556451
50.102111,39.798169
53.857744,43.171615
55.725554,117.247637
48.926753,62.117852
41.278883,54.503428
41.499217,29.777719
37.262242,30.920389
29.129317,33.567093
24.018059,23.769078
22.265531,22.03158
19.855999,18.141901
18.512929,17.978934
17.479589,17.172474
18.046788,17.46945
19.779968,20.779054
22.567078,21.784141
24.810189,25.029538
27.297246,31.368594
30.287917,31.980519
36.257856,410.857876
41.443313,32.047175
40.814417,45.225126
47.403497,242.221883
51.481815,67.693168
57.631985,197.512765
63.529703,179.604152
63.859188,30.977712
49.62192,34.847439
38.702824,71.861254
40.817676,33.828371
33.908309,45.360793
27.459858,38.024143
24.373042,24.191549
23.863305,26.145608
22.397634,47.405607
19.249713,19.327311
18.693542,19.225737
18.873481,19.439985
21.146649,23.133453
23.467178,23.074422
24.637646,26.136383
24.807952,27.48035
27.358792,69.099577
31.121821,25.020668
35.333347,70.747366
39.089173,32.994268
42.620765,28.454547
45.776199,39.291383
47.526252,36.711863
53.078931,46.041186
54.273387,39.786423
45.292942,33.679836
38.780446,54.468265
35.814029,28.984888
31.979964,25.288095
26.167837,23.686728
23.32051,23.63389
23.119361,23.549181
21.507889,22.128735
19.039273,19.338582
18.72521,18.90258
18.879982,19.607843
19.996883,20.241467
23.387295,20.181299
24.339044,21.975513
25.65135,25.282979
27.929293,21.149868
29.985686,23.227594
35.596924,30.414016
34.030337,28.890282
32.958241,25.873247
30.463773,23.795883
29.790457,23.466421
29.962502,23.800837
29.419345,25.074806
27.099255,23.266684
26.036429,19.718217
25.315013,19.739062
24.222649,18.599187
22.739417,19.865347
20.757488,18.114641
20.752673,18.074147
19.247001,17.855836
18.422582,18.959475
17.945902,18.348375
18.020546,17.142255
18.066879,19.022099
18.269404,18.254285
19.114829,18.324977
22.301012,21.207548
24.027444,21.830907
24.857944,21.973233
24.820767,18.633422
23.601212,19.685063
22.962191,19.159189
22.430173,18.352726
22.098252,18.845663
22.68168,19.866778
23.544723,21.609517
23.721455,19.444818
23.984723,18.672639
24.909806,19.353936
25.504063,21.611373
22.501799,19.563587
20.992649,17.750281
18.595046,15.674069
17.948208,16.484967
17.763718,16.7862
17.269777,15.975102
17.495096,16.584535
17.435743,17.023458
17.597204,15.768982
17.940731,16.625292
19.847598,18.596726
21.854327,21.190012
23.044252,20.713849
23.243219,20.707195
22.885547,20.96534
22.302772,19.502644
21.805369,19.294679
21.674693,19.295471
22.231611,19.524548
23.743294,20.53341
24.406125,19.837511
24.519007,19.57359
24.831295,18.779751
25.417828,24.690746
22.135922,18.512202
19.474779,17.178616
18.727175,16.518022
17.935571,15.194701
17.430972,15.597505
17.047659,15.120497
17.037353,14.32235
17.059628,15.814512
17.409667,15.496414
17.508731,14.01082
18.781981,14.996753
20.395523,15.972877
20.994352,16.96913
21.844307,17.577858
21.704844,17.628037
21.624605,17.497654
21.873876,17.297931
22.244619,18.544721
24.346271,19.387246
27.527537,20.139917
26.707163,21.053819
27.599382,22.437256
27.626583,23.685442
26.581811,22.683752
21.671732,19.288728
18.948887,16.701938
18.2893,15.928611
17.471696,14.528816
16.951522,14.711137
16.659155,14.450277
16.983114,14.178111
17.94257,15.330121
20.300712,16.598542
21.573263,18.573501
22.474998,19.4745
24.542919,22.226066
26.062399,21.565048
28.134896,24.334526
28.691804,28.357396
33.179949,26.267819
33.927347,28.375283
33.79735,21.722771
39.553035,24.686118
40.340005,27.512668
33.981047,24.940304
33.233684,36.221818
30.863201,121.996492
28.297653,24.263103
23.63218,22.919657
20.440042,18.917675
18.97825,18.781177
17.877238,18.075343
17.208996,17.278707
16.811716,16.501792
17.437896,16.883055
18.039383,18.596429
19.502984,17.751658
21.815715,18.442254
23.435662,25.055271
24.213419,20.346526
26.52226,24.222884
27.156048,23.662281
27.782621,26.076061
28.935353,26.846862
28.965852,29.093299
29.501578,30.184468
29.527022,27.151444
29.633008,88.337646
28.677127,26.377469
28.142897,23.33575
27.954265,27.39836
26.308556,24.735838
22.094467,22.148025
19.651946,19.787322
19.663207,19.587139
18.942899,18.915302
17.379002,17.149598
17.190382,17.648129
17.551531,18.316069
19.054346,20.562909
21.360496,23.208495
22.351586,25.157804
23.503637,27.743097
26.47413,29.191734
28.85409,25.983079
31.457635,30.384757
33.641938,38.384677
33.28046,29.310323
33.031659,32.949882
33.324659,31.539827
33.821921,30.73277
34.072642,37.787938
32.299709,47.300447
32.43603,37.916375
33.011242,28.606608
28.586111,27.5044
24.25793,28.461642
21.782699,35.476879
21.367883,20.456444
19.314338,20.537663
18.114616,18.864675
17.502109,16.947322
17.747663,17.759317
18.882936,19.349604
21.397734,19.944298
22.206542,21.388188
23.852391,24.185649
26.856845,25.937705
29.471797,26.242679
32.589885,31.424207
34.555243,28.810418
36.979992,31.078132
39.293523,31.89795
41.560183,46.594127
44.742645,55.907632
43.12692,84.190788
36.798441,69.527962
35.772723,47.189653
33.387944,29.098293
28.487212,26.861401
25.104498,33.898837
21.051739,20.60852
20.897651,20.57676
18.571479,16.574091
17.688806,21.397766
16.112453,14.462114
15.433688,12.83949
15.367006,12.094742
14.734095,12.75021
17.431231,14.619576
19.432283,16.811485
21.550273,19.504709
26.750978,23.417351
29.832295,26.104603
33.765142,25.4955
36.196364,27.316872
39.022205,26.691867
43.599125,28.476813
51.109676,34.681069
56.696284,31.914557
47.762425,32.463903
41.066101,30.079001
36.852457,29.750725
32.122744,26.353503
28.302106,25.747132
24.640742,21.759674
22.14037,20.961822
21.092089,18.770324
19.770159,17.086902
18.752896,17.242531
18.144909,16.791458
17.045871,17.088901
15.316179,13.960167
17.474164,15.188884
20.03523,19.010018
24.440154,25.508576
27.862756,29.435614
31.666358,28.474363
34.742138,30.748164
38.326948,32.485484
42.790658,30.012244
53.542573,34.625622
67.110389,34.565393
73.580885,102.493499
60.656107,68.098122
47.911193,37.275125
41.203251,31.765982
34.990682,31.729721
31.776748,30.376445
27.74037,33.191052
23.213578,22.485088
21.326093,25.656668
19.520144,19.7003
18.621285,17.958933
18.420838,18.539723
19.881569,19.43769
22.091858,24.830361
26.010891,27.692702
28.36337,33.06208
31.56328,37.402968
35.331135,29.60311
40.416592,30.849043
44.632752,37.622955
52.153522,34.811017
54.568894,35.860885
61.060926,37.781056
66.398563,39.045207
68.835611,35.156074
53.135586,34.949304
43.103923,32.808808
39.675432,32.933738
35.809235,38.34137
30.636877,32.687059
26.518432,28.065315
24.10947,23.090518
21.987733,24.421612
20.254699,24.283694
19.274118,19.8799
19.205315,20.146908
20.17596,23.831598
22.65458,32.83361
26.725585,61.906913
28.949509,35.363729
31.692066,33.397249
35.521193,72.467337
39.955281,35.761719
41.000199,55.760044
46.01051,53.371393
47.172045,49.385399
51.260323,40.611106
59.26297,37.116961
59.20696,48.05626
48.883187,44.227187
40.793674,51.592242
39.992721,35.972749
35.823748,32.740674
29.774022,26.928602
26.74044,26.694525
26.658847,25.299053
24.883572,24.738246
23.309474,20.913785
22.065463,20.814515
21.836638,21.361824
23.449045,22.582969
26.405465,25.784689
28.524886,28.378851
30.834067,53.316378
33.826227,29.01356
36.145475,96.472357
41.845942,54.702945
45.00653,64.115219
48.460048,40.200247
51.57398,56.739651
53.376905,95.585058
57.946062,106.893134
55.715372,47.147892
48.458005,41.913065
39.372396,36.716042
38.85325,36.268306
35.707716,31.773778
31.749627,37.454244
28.256908,29.183428
25.757417,25.009149
22.711423,22.320596
21.549876,21.38584
20.505468,20.642903
20.796804,20.851463
22.046364,21.896467
24.302792,24.34011
27.38895,37.817632
29.309724,54.002212
32.139553,53.939156
34.692984,64.858925
38.711535,49.970235
40.32257,61.8351
42.307711,39.018223
44.125367,78.715045
45.533343,76.473618
48.321598,81.855895
48.326281,43.660985
44.597668,40.710003
40.037295,31.673185
37.617158,30.081063
32.705051,26.513795
27.512995,23.409478
24.646972,23.305365
25.698286,23.07632
23.750104,22.962832
21.678561,20.750698
21.00914,19.675605
21.151546,20.719738
22.178841,22.268689
25.043776,22.287165
27.439898,25.698153
30.562179,39.332702
34.617163,31.977764
37.189257,39.82783
39.355704,29.907489
39.832645,51.029451
44.657074,46.573111
47.832719,37.10817
51.182279,32.453639
52.912741,36.632882
51.826725,36.353988
44.584502,34.087792
41.607039,28.50704
38.610881,29.166322
34.838077,29.890494
30.847024,31.649565
25.602274,21.573481
23.336254,20.818744
21.73738,22.89271
20.728275,22.657914
19.407374,20.349639
18.868856,20.046402
19.31123,20.911901
19.678361,20.718169
21.823595,20.439293
24.498482,24.108452
27.356534,26.823489
31.274495,69.834
34.606493,54.285467
36.193115,80.972262
38.163619,74.934318
41.581604,28.577038
43.166128,29.64009
45.192592,34.596285
45.681483,55.45181
40.385171,55.360924
35.557945,31.462105
32.562977,28.719568
30.460133,40.99264
27.067406,32.222343
22.955434,23.409285
21.526497,21.665703
20.891309,26.657295
19.747924,21.167437
18.271328,18.933686
17.766514,16.201667
17.464589,17.037944
16.60244,14.825286
17.983486,15.406382
20.528831,16.922007
22.306002,20.040893
26.867832,23.387901
28.147278,42.915296
29.328332,27.589057
32.06626,28.057648
36.516139,28.279317
38.023739,28.276309
40.723335,28.791557
45.082859,31.275668
40.084747,31.48043
37.257049,35.861102
34.720125,31.2649
29.943359,31.469442
26.863404,25.485164
24.515759,21.554032
20.301907,21.895938
19.328626,20.546628
18.190755,17.342465
17.623019,15.50617
17.45785,15.105287
18.233445,15.088186
19.065683,16.363796
20.988528,20.575495
23.941951,24.213073
27.124676,22.994842
29.263594,27.051494
31.851945,27.331225
36.959718,59.924529
38.556886,32.406264
42.303681,51.618839
46.210847,71.987193
48.29004,46.639964
50.190931,40.351058
42.360071,34.397892
38.275841,29.068631
35.627481,27.270221
30.669203,26.421688
26.955313,22.452585
23.025377,21.025421
21.43392,21.332078
19.391716,17.810934
18.536462,17.391315
17.839632,16.492709
18.346018,16.74353
18.705664,17.867399
20.791992,17.342416
23.234483,19.511995
24.768304,21.992068
27.173292,22.702525
30.541764,27.541631
33.22871,39.499216
35.428456,28.455748
36.076397,31.150207
36.383622,28.282864
37.66092,32.826431
40.9044,36.162305
40.318954,31.939014
36.577391,32.3091
34.999754,32.249845
31.460678,23.632226
28.835176,24.353377
24.232437,19.400918
21.972676,16.476026
19.721314,17.022157
18.28466,17.959623
17.359226,17.29689
16.86458,16.065243
17.09165,16.458048
17.923173,17.099464
19.038551,17.211673
21.130932,17.659271
22.348316,19.679855
23.450283,21.215108
25.415004,21.346526
26.082499,22.640941
27.478852,24.190979
29.438276,25.182188
31.013151,27.447725
32.573967,32.78117
36.143506,44.923845
37.123878,35.383633
33.098971,33.497037
31.393921,30.202584
28.211454,26.401539
26.593305,23.591641
23.162854,21.33831
21.538524,19.311661
18.729991,19.126583
17.506949,18.150813
16.67829,16.861101
16.050589,15.150123
16.313606,16.822525
17.160702,17.364136
19.219424,17.3552
20.592879,17.148915
22.196793,18.651621
22.967911,19.829992
25.511338,20.567006
28.433696,21.49732
31.199047,158.929933
34.848941,66.381438
37.230673,37.431097
40.101386,31.475998
42.970108,62.27421
45.265136,59.931606
40.0308,53.591539
37.496713,123.066274
33.659532,31.903885
30.111923,30.979417
25.551961,22.946466
22.199555,20.428532
19.120258,19.758815
17.675483,18.465526
16.823817,17.085799
16.115422,15.30482
16.144666,16.066531
17.039359,17.196438
18.103255,18.152962
19.381112,17.540565
21.296369,17.841159
23.817467,18.588003
28.122366,20.115845
32.544012,21.132445
36.439322,24.488126
40.736454,32.059698
43.350648,45.505311
46.064556,43.208827
50.82974,46.882004
53.89057,42.449966
46.65995,44.022472
40.949465,44.281258
36.933021,37.859871
35.857215,30.340906
29.350375,31.361181
25.109155,24.227385
23.569878,22.496066
21.431839,21.490874
20.888326,20.718991
19.478646,16.954393
18.525994,17.147874
18.085353,17.279347
17.892093,17.365033
19.162123,16.85037
21.570236,17.338324
22.949364,17.819204
28.255011,19.956088
31.093428,23.582585
34.508622,25.379219
37.173046,25.478319
39.685444,26.166568
44.275909,33.792435
50.18355,35.528825
55.138276,38.020296
45.998499,40.585742
39.757956,67.536055
35.810534,55.941499
32.989743,27.341387
28.788382,24.111164
25.974915,23.390814
23.44587,23.563556
21.331085,20.332762
20.654671,20.568705
19.650734,18.535905
18.949642,18.146423
18.220581,16.041405
17.752545,14.548713
18.550099,15.428018
20.354288,17.750167
22.725395,20.188454
26.158777,24.19991
30.220594,44.172823
33.710373,34.372935
34.751135,36.091747
38.281402,29.956958
44.309434,38.439138
52.407557,32.67783
60.135713,35.375969
51.701777,34.668195
44.644398,34.561946
38.571834,38.587663
34.064468,39.168823
29.712979,28.885332
26.756279,26.123195
24.930186,25.143481
21.825587,21.646039
20.941476,22.698554
19.909302,20.758508
19.811577,20.196143
20.575843,21.515937
21.844725,21.076314
26.112353,21.518163
28.817528,24.726529
29.684026,25.97511
35.088182,31.928809
39.238826,29.134043
44.759184,27.614035
47.746985,30.018235
49.178278,32.682199
56.264891,40.137674
65.205943,57.21969
63.66771,30.16698
54.142105,24.751637
46.994261,24.133366
42.927373,24.496919
37.508076,26.096141
30.834753,23.497833
26.574671,22.386674
25.738772,22.374052
22.985169,21.610746
21.092273,20.620846
20.597561,20.092432
20.638547,19.631801
21.010851,20.539243
22.283891,22.087668
24.71236,25.572521
27.973823,29.577694
28.374399,25.963086
28.395602,23.104621
28.210424,23.946029
28.797847,23.773265
28.15935,23.255462
27.749403,22.553955
27.956604,21.396963
28.271635,21.223646
28.78217,22.323009
28.337959,20.473802
26.635285,20.882657
25.754586,21.13096
24.11078,20.591594
23.176622,19.644254
20.369523,19.503476
18.947292,18.850619
17.919808,20.092095
17.277937,17.701261
16.56555,17.227231
17.148523,17.629377
17.936986,18.629288
19.025603,18.924369
20.742011,20.916683
21.059615,18.712523
22.471931,20.559847
24.09615,20.855428
24.016149,21.200453
25.244478,22.502224
25.689756,23.214802
26.212842,21.98598
27.441736,22.700008
29.091382,24.319319
30.370893,25.873024
29.043042,26.935399
28.355514,26.801426
26.592402,24.213596
24.923859,24.276215
21.45545,21.925058
19.535716,20.145335
18.768606,18.87913
17.839982,18.885489
17.577963,17.986416
16.988885,17.291255
17.302369,17.409182
17.866413,18.167745
19.066954,18.146245
21.133708,18.346742
22.648064,19.777305
23.367357,20.921154
25.791897,23.812395
29.455208,26.112009
33.307548,27.873937
35.207326,77.070545
39.119554,26.994139
41.678367,36.760745
45.208051,34.677183
48.150632,37.420244
44.035969,33.68723
41.547096,36.187459
37.804527,35.249829
34.461511,31.457293
27.59771,25.454654
23.684039,22.258168
20.237524,20.784128
18.661229,20.661085
18.177231,19.917281
17.742306,18.455046
17.893721,17.82701
18.31902,18.189104
19.297701,20.602512
22.206615,22.48476
22.590633,22.435828
23.918127,24.871901
26.389921,25.41935
29.242358,29.523528
33.811686,33.949733
35.429694,30.11322
36.713105,31.890573
38.084355,29.404393
42.515526,35.825236
45.088336,34.306295
37.259761,35.390344
33.590041,35.361382
33.292299,51.378833
31.365553,39.14273
26.123044,24.334285
24.111546,25.127378
24.061956,27.295682
21.636156,24.279373
20.757477,22.452539
20.512904,23.129313
20.133559,22.593946
20.191678,22.244397
20.144161,21.317334
20.606611,21.047399
22.744481,22.120228
26.121176,25.043696
29.669614,32.564373
32.603822,41.427488
34.514025,32.251698
38.039176,37.332292
39.340127,40.540996
40.91574,34.29051
43.182359,35.326284
48.003902,68.56381
43.444459,59.753563
40.294947,35.139681
37.172336,30.892874
35.780899,35.096756
30.419949,34.845407
27.994512,27.79639
25.511043,26.396163
23.35862,23.020658
22.027972,22.2856
21.552224,21.793359
21.082771,21.3357
20.999772,21.070062
20.021217,19.840055
21.345556,21.125609
22.527364,21.845688
25.759574,23.160623
30.584867,39.941166
34.325765,33.906521
38.410205,37.158869
41.223011,38.417516
46.554397,36.263718
51.455763,37.33438
60.133792,81.328644
70.799527,67.787502
62.097305,95.006916
52.906885,75.29476
47.447391,38.788927
44.184848,41.340314
34.969606,40.767032
29.922347,35.007712
28.307441,35.163349
25.7252,26.3306
24.875516,23.579856
23.419677,23.089509
23.332398,23.718094
25.080346,27.761829
26.616243,26.377207
28.797814,29.510276
31.185402,41.535943
36.464781,32.507434
41.177373,38.048302
46.37472,45.997497
50.129423,99.579829
55.382293,118.927611
62.229635,80.736924
72.998714,65.421552
86.433402,79.155666
93.376087,149.874776
67.516715,145.374942
51.686039,66.229377
44.333634,43.662123
40.143965,42.02273
35.204783,40.301785
31.602079,50.879446
31.712055,38.253744
28.16976,28.492099
25.865005,25.325565
24.087786,24.242605
23.945653,23.633709
25.291293,25.296975
27.288154,28.541412
31.406691,33.638166
36.628787,35.556952
42.811896,31.419442
47.969438,37.698228
54.432054,45.266065
59.372249,107.798975
68.59663,85.854432
77.517678,56.744234
92.662334,70.046446
112.890946,61.650557
114.217304,65.140677
90.42754,55.870188
66.004429,64.097885
57.16847,61.725365
49.333054,43.626442
43.585788,37.891699
38.596076,37.873878
37.391447,41.276435
31.715865,29.871019
27.150618,27.012289
26.146812,26.069412
25.746532,25.850642
26.857947,26.140269
29.289548,27.776817
36.071204,33.858438
40.792851,44.213993
44.971254,35.789047
50.902609,38.932551
59.199062,46.154657
64.006882,41.640729
72.550527,45.249279
79.586121,46.897609
95.471646,46.759581
108.294474,84.123929
105.774169,109.581444
82.13984,60.273269
67.726128,63.315054
58.571095,40.773357
50.71701,41.940036
43.185489,38.026055
37.356944,39.156259
36.070433,36.630665
30.718112,28.974883
27.596258,26.79268
26.461383,25.864307
26.412363,25.919622
27.259682,26.745312
29.053911,26.721302
32.234032,30.014454
35.895365,29.237777
38.691886,34.334203
43.542567,34.314916
46.863482,33.564415
50.98633,32.101371
52.115735,37.8417
54.192017,39.818463
53.397289,38.58069
53.538125,42.904748
48.216444,32.688516
43.440433,32.260945
41.580585,32.647287
38.633756,36.958874
35.593868,28.211313
29.980442,26.571066
25.870006,23.311658
25.940769,25.099732
23.568356,38.594851
22.476441,23.78515
21.69328,21.741959
21.506645,22.514287
22.871667,24.391688
24.156988,23.458275
25.872936,25.207871
27.651189,32.14446
29.480768,34.256207
30.099715,30.255029
31.39584,30.408978
31.990364,30.120956
32.647023,36.641649
33.781779,45.385082
35.036413,51.296402
35.330894,75.155396
35.316961,44.448024
33.090118,38.98564
31.625011,53.576324
29.122023,28.604506
28.364968,30.974416
25.776858,25.802667
23.243841,22.085234
24.433448,22.591627
22.952505,25.056015
21.166631,21.214205
20.025495,20.771988
19.28125,19.659324
19.344003,20.126314
18.900954,18.8607
20.599809,19.21629
22.668394,20.199198
25.598302,20.61283
25.408047,20.382858
26.768574,20.844984
28.160592,22.737187
31.775417,24.395549
34.855281,26.906291
34.809479,32.02398
37.368247,27.598855
39.190468,28.384842
38.788057,34.052003
37.73327,27.702343
34.586995,26.976141
33.013816,24.242245
27.75031,25.158226
24.517909,21.415557
22.047115,19.672093
20.578717,20.037584
19.502012,19.27324
19.061319,17.295537
18.204092,14.071037
18.259587,9.021171
17.386207,13.314881
19.358776,-16.565717
20.798278,12.680035
23.575769,19.423042
25.075319,21.499302
29.467237,24.85307
35.090633,41.296775
38.206812,46.184023
41.7166,31.385925
43.86881,40.436219
46.297482,36.175781
51.401676,36.47768
48.211153,39.120177
46.018569,33.649793
42.191277,25.724363
38.450984,27.037864
34.003397,27.715656
30.613602,25.684233
24.302729,22.750051
22.205082,23.1181
20.606982,21.507121
19.492016,20.19599
19.337019,19.944302
18.641832,19.522282
17.75235,19.781673
19.663936,18.537957
22.67415,19.914014
25.740493,23.81762
31.418925,29.288801
37.019953,52.340666
43.365976,43.094708
46.378127,38.458049
51.586207,48.206486
52.803592,60.715699
58.904991,108.365918
65.761528,57.676963
59.254625,178.43034
53.191264,51.454058
46.398502,40.31296
43.643969,38.724117
37.201102,33.571551
32.726957,34.251246
30.468729,31.156191
26.314753,23.82287
23.995811,22.928679
22.877696,21.918786
22.790271,22.700496
23.656789,24.751475
25.178316,24.671495
29.305047,26.158197
31.190451,31.765642
39.030487,33.461335
45.658555,33.629646
54.262676,39.521513
57.98552,39.926588
67.403161,57.422194
74.860563,51.993485
90.870524,53.287039
103.8496,45.024451
106.384041,43.946677
91.933573,41.797055
65.639012,44.597881
52.249358,46.859907
46.13823,48.419443
41.163898,36.817952
36.192281,35.380593
33.83412,30.337562
29.471381,26.425126
26.754443,23.411572
24.241217,22.637419
23.622138,22.537815
24.487811,23.590322
27.342075,25.790392
30.811994,29.354464
34.213309,36.185482
38.831745,37.192964
43.96521,37.410415
48.921439,42.601242
55.009387,51.14517
62.11772,57.82611
71.428489,47.450143
79.122746,45.489107
89.864557,45.028425
86.278912,45.833143
71.257308,42.96947
56.901378,36.67353
48.990087,40.701745
44.077635,42.23579
37.979643,39.706907
34.636747,37.25727
30.912548,33.461406
27.028918,26.541569
25.210352,25.53404
23.797904,24.615762
23.862852,24.417347
24.421482,25.699118
26.52454,30.406669
29.324753,31.828556
31.749219,31.527906
35.423104,36.514969
37.913518,35.662733
42.938131,36.249805
45.540782,40.089447
48.959893,40.263162
50.732753,40.79904
49.301073,36.406302
48.818794,50.179852
47.12911,33.375781
44.050116,32.818941
40.902909,32.97135
38.245492,30.118347
35.783319,30.321318
31.210039,28.728095
28.899803,24.840868
26.94986,25.021235
24.180746,24.31001
22.883816,22.57829
22.320367,22.396182
22.336998,22.562319
23.13387,23.862115
24.985742,24.810386
26.596135,24.788596
27.614005,26.039835
29.599146,29.654514
31.583473,98.532204
35.430652,33.4407
39.001697,42.347139
