dap,target
27.402444,40.353337
31.019699,28.334439
31.724635,30.399653
35.333296,26.798832
38.661935,27.240915
42.367515,29.87978
50.192225,27.612282
48.95866,27.92173
50.437504,30.751702
54.49853,31.445416
54.899747,28.505205
54.494226,43.866938
48.579967,40.695004
48.774919,29.088506
50.408318,34.576704
34.579781,29.655068
27.191164,23.322886
22.42066,21.092996
23.664233,24.211395
20.999045,19.04349
19.424991,17.537962
18.863317,17.998567
19.456001,18.362062
21.974928,19.240837
27.845334,25.149289
28.332022,20.114308
28.750326,19.706331
28.334874,22.197878
28.968958,23.432719
29.060907,23.815136
28.444841,23.460712
27.407876,24.637841
26.666606,29.862165
25.646034,21.384797
26.112283,25.722487
26.147092,25.595165
26.344436,24.68972
29.659599,23.585387
31.679699,29.272664
28.381181,36.568961
24.317491,20.763012
20.764184,18.755619
23.22041,18.374516
22.675189,17.160638
20.103716,16.287946
19.398781,16.31068
19.95492,16.461393
20.45094,17.0673
20.552958,18.28233
21.738677,18.259545
22.454374,17.834667
22.626907,18.801768
20.884693,22.162473
20.136957,15.110545
19.578396,18.749829
19.360847,17.312648
19.334476,16.485789
19.354108,16.435718
20.560034,18.059387
20.814843,15.013383
21.887396,27.271744
24.387332,19.425331
27.531819,56.052809
23.877408,23.415725
19.966484,17.667167
18.644471,17.026527
18.748335,15.036584
18.215841,14.941627
16.926183,14.137264
16.649111,14.115686
16.386613,13.568771
16.068491,15.017058
16.372378,15.766039
17.247904,14.16104
18.390041,17.344209
20.315461,29.74342
21.247644,15.262093
22.809857,16.858919
24.198329,17.965307
24.829099,19.657519
28.308021,21.553355
30.934335,83.568386
33.993935,21.589514
40.542816,29.9631
37.859554,29.401612
35.273416,28.36454
46.852575,38.88782
33.179181,26.757346
25.540234,24.01363
22.794232,21.58524
20.317348,19.078059
19.087315,19.058396
18.123071,18.943121
17.902991,19.335238
18.896394,19.604288
21.583961,21.500204
27.098245,28.779664
28.770309,26.957384
30.626277,29.568896
34.07108,31.855191
33.112848,28.680875
35.95491,32.583378
38.141583,33.455051
40.263153,43.703408
39.18634,35.192708
38.148082,32.913435
39.742733,42.785996
39.387077,33.954315
39.164972,30.686066
36.201195,30.53602
38.820118,28.465306
34.134168,28.636213
27.252626,23.18746
23.408832,20.012256
22.369397,21.956842
19.505099,19.441449
18.465509,18.055226
17.846117,17.651867
18.339274,17.615974
20.396651,17.573309
26.352356,26.077212
28.241326,32.328331
30.085553,25.704754
36.025918,70.979078
40.53206,25.91553
40.35157,26.779722
49.649046,54.644644
49.468262,62.14004
42.10377,41.55779
53.63324,30.289577
89.58583,49.18452
96.355496,99.332364
58.447007,53.215406
47.897032,26.902261
54.998767,32.149313
42.180988,40.09658
29.521131,27.127337
24.701032,24.725577
25.778315,26.947402
23.032251,21.896659
20.873418,20.761542
21.033263,19.698677
21.222785,20.221332
23.044904,22.985402
29.177054,28.287497
30.702947,33.632749
32.058866,29.710533
34.827614,32.018187
35.13073,25.953598
36.99975,39.48611
37.471733,41.904711
39.140016,29.667826
37.516956,30.900469
38.320001,27.653464
38.056973,37.851636
35.682884,49.617116
32.705403,37.537155
32.98163,33.135935
43.48252,27.155976
33.261464,33.212565
28.103002,23.124299
24.240215,21.575164
23.787162,32.044245
22.066132,21.230354
20.814165,19.721907
20.412533,19.759571
21.355311,22.032788
24.887582,49.866697
33.057604,23.997044
32.921743,22.641143
32.529282,26.926423
35.43582,29.198461
34.20407,31.827941
31.513687,27.410636
31.551071,32.671899
30.863887,28.727422
29.405852,23.463901
28.964623,22.195528
28.76441,24.988636
28.994982,28.799989
28.595663,27.030006
29.717198,40.376453
38.780159,35.345197
31.486481,44.323062
27.067793,28.077904
25.884243,25.406991
26.231427,21.80081
23.607274,20.870062
22.390971,20.550583
22.337426,21.369005
22.976484,21.436399
27.18579,26.744713
31.890814,121.257976
38.226266,24.911922
38.242894,28.929137
39.518482,28.707134
36.236108,27.386229
34.949487,26.328843
31.464434,33.511127
30.898956,22.896537
28.828026,24.363864
28.280112,25.940698
28.480465,22.832609
28.846155,23.587952
28.829659,24.666842
29.608109,24.048116
38.851501,32.323356
30.162216,27.352745
28.016494,41.366873
25.225212,25.025424
29.176603,25.671205
26.818202,23.604765
25.640063,25.319043
25.210314,22.93436
25.335942,24.723582
27.397489,29.290612
27.810975,21.282956
29.591609,21.88446
30.614508,24.388713
33.18766,25.383209
28.948858,24.434334
28.548194,36.136626
27.324104,22.69331
25.767366,25.205629
24.244462,20.583196
23.677786,21.649789
24.019578,23.085248
25.379674,22.266689
27.047601,25.583629
29.861618,30.356539
40.054862,25.526922
29.726614,27.640296
25.796896,108.660743
23.319632,22.789273
24.719006,21.766172
23.560117,19.746723
21.77639,18.762106
20.756464,17.757263
20.940908,17.705217
21.42393,16.963844
21.287607,17.861623
22.533287,18.557947
24.597182,20.972137
26.007116,24.31749
24.177377,19.014627
24.106475,19.045169
23.191947,20.709267
22.562507,21.643144
21.994731,20.90475
21.421453,19.344477
22.983085,21.75135
25.218646,26.267086
25.953745,28.465782
29.452455,23.943209
35.911436,27.817903
31.540895,27.15149
25.749042,25.635779
22.937628,21.929636
25.314292,20.550291
23.707862,21.952781
22.654601,21.811709
22.520321,20.797724
23.277457,21.92476
29.206389,24.685519
40.623824,24.951325
41.934524,30.86871
37.400405,26.967169
39.735024,37.961711
38.587521,27.899802
38.35899,28.964988
36.126786,27.106995
34.435632,26.803719
31.468447,26.533059
28.934168,28.707368
30.027908,28.868267
30.816976,25.770033
30.407208,29.278629
31.500357,29.926138
36.550172,34.066478
33.406868,25.559866
28.013078,23.663718
24.087353,22.233485
22.923923,20.752387
20.542357,20.061353
20.071979,19.999665
20.195658,20.511362
21.218487,21.497917
23.836912,25.317216
32.345947,28.282519
31.398829,26.055011
32.355635,25.535002
32.513343,24.416067
31.692383,27.99641
30.348594,24.177655
30.185714,27.541587
28.876204,25.536883
27.171744,26.222465
26.328996,25.325108
26.683142,26.936843
28.104524,28.881312
28.219697,27.687306
29.898016,33.323168
34.468357,25.532214
31.239931,30.312301
25.875686,24.824189
22.583844,21.049111
21.622941,20.17424
20.095269,18.636432
19.799393,18.782719
19.665935,18.074559
20.250498,18.974957
24.812821,22.60576
