dap,target,error,class,class2
72868,72526.659,-341.341,1,1
70432,69274.319,-1157.681,0,0
67190,66636.429,-553.571,0,0
65222,65042.838,-179.162,0,0
64767,64230.763,-536.237,0,0
64475,63999.97,-475.03,0,0
64968,64537.443,-430.557,0,0
66159,65948.341,-210.659,0,0
67981,67782.167,-198.833,0,0
69547,69326.822,-220.178,0,0
71260,70031.043,-1228.957,0,0
72412,69603.863,-2808.137,0,0
71559,68888.919,-2670.081,0,0
69569,68617.072,-951.928,0,0
68678,68461.722,-216.278,0,0
68412,68243.706,-168.294,0,0
67904,68065.546,161.546,0,0
68281,68535.641,254.641,0,0
69519,69528.363,9.363,0,0
71714,71103.249,-610.751,1,1
73187,72219.29,-967.71,1,1
75182,73627.088,-1554.912,1,1
76901,76139.736,-761.264,1,1
75368,74807.882,-560.118,1,1
72189,71338.565,-850.435,1,1
68878,67765.447,-1112.553,0,0
65928,65322.894,-605.106,0,0
64516,63967.036,-548.964,0,0
63850,63496.468,-353.532,0,0
64201,63975.434,-225.566,0,0
66078,65845.481,-232.519,0,0
70462,70290.158,-171.842,0,0
77085,76727.797,-357.203,1,1
81928,80946.089,-981.911,1,1
82937,82191.747,-745.253,1,1
82414,81729.933,-684.067,1,1
81811,81508.634,-302.366,1,1
81086,81740.302,654.302,1,1
80247,81865.237,1618.237,1,1
80996,81257.328,261.328,1,1
81288,80294.49,-993.51,1,1
80277,79020.515,-1256.485,1,1
79900,78634.021,-1265.979,1,1
80618,78812.902,-1805.098,1,1
80736,79081.444,-1654.556,1,1
81643,79999.593,-1643.407,1,1
81839,82070.225,231.225,1,1
79571,79986.238,415.238,1,1
76124,75635.028,-488.972,1,1
71893,71335.841,-557.159,1,1
68318,68235.216,-82.784,0,0
66595,66530.722,-64.278,0,0
66302,66106.435,-195.565,0,0
66336,66425.156,89.156,0,0
68017,68340.077,323.077,0,0
71841,72543.029,702.029,1,1
78372,79050.243,678.243,1,1
82307,82918.821,611.821,1,1
83748,83087.028,-660.972,1,1
83160,82116.087,-1043.913,1,1
82075,81372.951,-702.049,1,1
81506,80980.188,-525.812,1,1
80594,80530.236,-63.764,1,1
79872,79881.728,9.728,1,1
79080,79453.005,373.005,1,1
78975,79358.213,383.213,1,1
79442,79980.39,538.39,1,1
80083,80656.925,573.925,1,1
81925,81311.362,-613.638,1,1
83188,81942.325,-1245.675,1,1
84008,83677.544,-330.456,1,1
81980,81390.733,-589.267,1,1
76989,76997.793,8.793,1,1
72782,72607.261,-174.739,1,1
69820,69326.255,-493.745,0,0
67832,67493.529,-338.471,0,0
67258,66534.325,-723.675,0,0
67342,66622.946,-719.054,0,0
68890,67899.344,-990.656,0,0
72903,71787.355,-1115.645,1,1
78901,77788.896,-1112.104,1,1
83709,82099.795,-1609.205,1,1
84894,83894.057,-999.943,1,1
84452,84187.465,-264.535,1,1
84616,84253.441,-362.559,1,1
84410,84145.364,-264.636,1,1
84399,84234.848,-164.152,1,1
83600,84114.048,514.048,1,1
82982,83594.866,612.866,1,1
82444,82007.071,-436.929,1,1
83783,81922.313,-1860.687,1,1
83431,82964.176,-466.824,1,1
84433,84029.69,-403.31,1,1
86388,85314.959,-1073.041,1,1
88321,87726.789,-594.211,1,1
86208,86468.988,260.988,1,1
83050,82780.648,-269.352,1,1
79218,78891.043,-326.957,1,1
76936,76201.715,-734.285,1,1
75334,74922.009,-411.991,1,1
75166,74616.026,-549.974,1,1
75805,75248.343,-556.657,1,1
77862,77137.112,-724.888,1,1
82299,82036.326,-262.674,1,1
88920,88572.343,-347.657,1,1
93001,92122.805,-878.195,1,1
92703,91631.659,-1071.341,1,1
90613,90105.785,-507.215,1,1
88499,88775.136,276.136,1,1
86496,87548.597,1052.597,1,1
86073,86653.443,580.443,1,1
85411,85680.069,269.069,1,1
83568,84370.046,802.046,1,1
83646,83190.901,-455.099,1,1
83811,83013.587,-797.413,1,1
84355,83491.731,-863.269,1,1
84961,84110.311,-850.689,1,1
86744,85638.234,-1105.766,1,1
89239,88035.028,-1203.972,1,1
87436,86936.008,-499.992,1,1
83414,83124.552,-289.448,1,1
79545,79207.417,-337.583,1,1
77015,76548.414,-466.586,1,1
75558,75198.208,-359.792,1,1
74905,74743.375,-161.625,1,1
75413,75005.24,-407.76,1,1
77129,77143.607,14.607,1,1
80643,81400.866,757.866,1,1
86575,87479.719,904.719,1,1
90916,90386.424,-529.576,1,1
91036,89123.92,-1912.08,1,1
88794,86438.245,-2355.755,1,1
85718,84223.429,-1494.571,1,1
82903,82253.045,-649.955,1,1
81384,80669.571,-714.429,1,1
80140,79283.278,-856.722,1,1
78624,77906.385,-717.615,1,1
77009,76709.645,-299.355,1,1
76761,76632.148,-128.852,1,1
76999,77013.115,14.115,1,1
77980,76911.044,-1068.956,1,1
79147,77650.942,-1496.058,1,1
81054,78734.57273,-2319.42727,1,1
79564,78930.81818,-633.18182,1,1
76057,76276.48182,219.48182,1,1
72799,72562.30909,-236.69091,1,1
69089,68905.439,-183.561,0,0
68153,67400.9,-752.1,0,0
67032,66565.51,-466.49,0,0
67048,66653.248,-394.752,0,0
67696,67381.026,-314.974,0,0
69461,69333.516,-127.484,0,0
71926,71819.508,-106.492,1,1
74213,73754.673,-458.327,1,1
75634,74635.933,-998.067,1,1
75426,74684.091,-741.909,1,1
74330,74069.235,-260.765,1,1
73751,73260.581,-490.419,1,1
72979,72567.591,-411.409,1,1
71800,72117.757,317.757,1,1
71484,71654.678,170.678,1,1
71574,72117.409,543.409,1,1
72446,72975.563,529.563,1,1
73343,73875.868,532.868,1,1
75221,74461.322,-759.678,1,1
76277,75363.116,-913.884,1,1
77661,76476.409,-1184.591,1,1
76178,74965.132,-1212.868,1,1
73176,72022.038,-1153.962,1,1
69686,68614.685,-1071.315,0,0
66213,65793.459,-419.541,0,0
64515,63770.186,-744.814,0,0
63326,62682.35,-643.65,0,0
62800,62126.033,-673.967,0,0
63041,62369.301,-671.699,0,0
64101,63324.498,-776.502,0,0
65945,64897.282,-1047.718,0,0
67888,66762.836,-1125.164,0,0
69571,69218.186,-352.814,0,0
71147,70864.339,-282.661,1,1
71703,71545.658,-157.342,1,1
72174,71780.449,-393.551,1,1
71977,71269.458,-707.542,1,1
71518,70206.814,-1311.186,0,0
70585,69546.7,-1038.3,0,0
70256,69166.41,-1089.59,0,0
71238,69785.339,-1452.661,0,0
72437,70976.663,-1460.337,1,1
73617,72178.19,-1438.81,1,1
75392,73951.291,-1440.709,1,1
77594,76695.32,-898.68,1,1
76110,75968.523,-141.477,1,1
72696,72527.408,-168.592,1,1
69485,69140.859,-344.141,0,0
66411,66684.888,273.888,0,0
65048,65563.067,515.067,0,0
65486,65355.177,-130.823,0,0
65963,65972.634,9.634,0,0
68422,68213.28,-208.72,0,0
73198,73071.255,-126.745,1,1
80346,79800.813,-545.187,1,1
84884,83594.295,-1289.705,1,1
85302,83776.973,-1525.027,1,1
84103,82161.274,-1941.726,1,1
82885,80840.447,-2044.553,1,1
81234,79786.887,-1447.113,1,1
80270,79087.139,-1182.861,1,1
79192,78275.098,-916.902,1,1
78405,77530.295,-874.705,1,1
77728,77066.947,-661.053,1,1
78349,77465.026,-883.974,1,1
79382,78407.311,-974.689,1,1
79483,79233.609,-249.391,1,1
81408,80059.356,-1348.644,1,1
83198,81789.182,-1408.818,1,1
80454,80181.723,-272.277,1,1
75966,75513.272,-452.728,1,1
71331,70783.658,-547.342,0,0
68501,67205.313,-1295.687,0,0
66217,65419.145,-797.855,0,0
64802,64440.65,-361.35,0,0
64627,64363.664,-263.336,0,0
65911,65786.119,-124.881,0,0
69934,69762.982,-171.018,0,0
76304,75432.375,-871.625,1,1
80390,79055.578,-1334.422,1,1
81500,79842.765,-1657.235,1,1
81619,79719.704,-1899.296,1,1
81194,79809.138,-1384.862,1,1
81649,80288.728,-1360.272,1,1
81252,81101.783,-150.217,1,1
82352,82155.606,-196.394,1,1
82869,83150.2,281.2,1,1
83928,84650.306,722.306,1,1
85248,86430.926,1182.926,1,1
86260,88040.291,1780.291,1,1
88192,88729.632,537.632,1,1
90077,88152.48,-1924.52,1,1
89962,88594.219,-1367.781,1,1
86623,86055.427,-567.573,1,1
80754,80265.569,-488.431,1,1
74812,74459.098,-352.902,1,1
71098,69811.814,-1286.186,0,0
67990,66648.435,-1341.565,0,0
65706,64661.676,-1044.324,0,0
64710,63653.633,-1056.367,0,0
65454,64295.935,-1158.065,0,0
69200,67408.901,-1791.099,0,0
73889,72514.535,-1374.465,1,1
79103,76605.411,-2497.589,1,1
81554,79422.827,-2131.173,1,1
83627,81288.213,-2338.787,1,1
85911,83167.957,-2743.043,1,1
86897,85238.501,-1658.499,1,1
89120,87124.344,-1995.656,1,1
90915,89211.01,-1703.99,1,1
92663,91248.374,-1414.626,1,1
93978,92342.52,-1635.48,1,1
95313,93633.294,-1679.706,1,1
95825,94349.364,-1475.636,1,1
95430,93778.534,-1651.466,1,1
94616,92973.791,-1642.209,1,1
93857,93593.278,-263.722,1,1
90957,90158.667,-798.333,1,1
84794,84099.003,-694.997,1,1
78819,77927.332,-891.668,1,1
73786,73039.956,-746.044,1,1
70711,69714.593,-996.407,0,0
68680,67535.776,-1144.224,0,0
67161,66404.27,-756.73,0,0
67942,66898.931,-1043.069,0,0
71203,69992.969,-1210.031,0,0
77310,75519.909,-1790.091,1,1
82487,80222.294,-2264.706,1,1
84477,83401.459,-1075.541,1,1
86378,85630.198,-747.802,1,1
88349,87375.584,-973.416,1,1
90034,88964.617,-1069.383,1,1
91592,90250.326,-1341.674,1,1
92556,91335.238,-1220.762,1,1
93126,91549.107,-1576.893,1,1
93752,91030.806,-2721.194,1,1
93863,90647.469,-3215.531,1,1
92096,91104.173,-991.827,1,1
90674,90242.238,-431.762,1,1
92117,89557.374,-2559.626,1,1
90854,89250.936,-1603.064,1,1
88211,86649.809,-1561.191,1,1
83424,81613.995,-1810.005,1,1
77979,75826.02,-2152.98,1,1
70518,71149.968,631.968,1,1
68640,68207.055,-432.945,0,0
66698,65966.135,-731.865,0,0
66072,64886.264,-1185.736,0,0
66174,65388.109,-785.891,0,0
69156,68189.27,-966.73,0,0
74849,72941.692,-1907.308,1,1
79002,77031.149,-1970.851,1,1
80978,78875.913,-2102.087,1,1
80708,79569.726,-1138.274,1,1
81218,80224.281,-993.719,1,1
80825,80689.357,-135.643,1,1
80972,80609.718,-362.282,1,1
81469,80342.731,-1126.269,1,1
81133,79765.561,-1367.439,1,1
80210,79107.968,-1102.032,1,1
80091,78976.189,-1114.811,1,1
79850,78316.973,-1533.027,1,1
79577,77808.187,-1768.813,1,1
79126,77427.687,-1698.313,1,1
79777,78360.747,-1416.253,1,1
77991,77576.97,-414.03,1,1
74274,74053.041,-220.959,1,1
70204,70006.354,-197.646,0,0
66880,66774.197,-105.803,0,0
64998,64642.276,-355.724,0,0
64187,63515.062,-671.938,0,0
63890,63338.665,-551.335,0,0
64244,63831.794,-412.206,0,0
65927,65386.584,-540.416,0,0
68288,67623.294,-664.706,0,0
70328,69856.096,-471.904,0,0
72258,71197.902,-1060.098,1,1
72840,71209.163,-1630.837,1,1
72210,70913.749,-1296.251,1,1
70986,69948.905,-1037.095,0,0
70215,68915.614,-1299.386,0,0
69075,68128.547,-946.453,0,0
67927,67777.993,-149.007,0,0
67926,67969.926,43.926,0,0
68762,69293.02,531.02,0,0
70852,71121.03,269.03,1,1
72204,72517.363,313.363,1,1
74446,73124.579,-1321.421,1,1
75884,74632.494,-1251.506,1,1
74225,74039.13,-185.87,1,1
71078,71134.63,56.63,1,1
67749,67271.609,-477.391,0,0
64243,64014.208,-228.792,0,0
62234,61711.485,-522.515,0,0
60781,60168.167,-612.833,0,0
60011,59449.528,-561.472,0,0
59802,59395.649,-406.351,0,0
60758,60127.765,-630.235,0,0
61917,60847.358,-1069.642,0,0
63551,62213.857,-1337.143,0,0
65257,64903.366,-353.634,0,0
67986,66851.545,-1134.455,0,0
70127,68449.472,-1677.528,0,0
71125,69761.884,-1363.116,0,0
72309,71158.799,-1150.201,1,1
73575,72631.057,-943.943,1,1
74226,74578.751,352.751,1,1
75868,77127.515,1259.515,1,1
79091,80090.773,999.773,1,1
81593,82657.037,1064.037,1,1
83685,83505.141,-179.859,1,1
85112,83284.633,-1827.367,1,1
84795,84088.584,-706.416,1,1
82344,82199.322,-144.678,1,1
77228,77356.975,128.975,1,1
72326,72005.137,-320.863,1,1
68432,67809.978,-622.022,0,0
65819,64883.631,-935.369,0,0
64451,63097.816,-1353.184,0,0
63469,62666.363,-802.637,0,0
64368,63440.875,-927.125,0,0
67803,66567.064,-1235.936,0,0
73564,71750.423,-1813.577,1,1
78285,76601.472,-1683.528,1,1
80555,79865.028,-689.972,1,1
81666,81901.838,235.838,1,1
83838,83550.699,-287.301,1,1
85339,84554.028,-784.972,1,1
86106,85319.917,-786.083,1,1
86824,86415.647,-408.353,1,1
87076,86974.597,-101.403,1,1
88401,86685.771,-1715.229,1,1
89095,87013.579,-2081.421,1,1
88639,87677.241,-961.759,1,1
88506,87524.12,-981.88,1,1
88042,87023.436,-1018.564,1,1
87886,86976.074,-909.926,1,1
84525,84376.04,-148.96,1,1
78876,79469.277,593.277,1,1
73348,74076.69,728.69,1,1
70236,69794.224,-441.776,0,0
67243,66924.936,-318.064,0,0
65593,65135.057,-457.943,0,0
65016,64339.433,-676.567,0,0
65949,65185.595,-763.405,0,0
69512,68381.423,-1130.577,0,0
76073,73478.625,-2594.375,1,1
80513,78229.473,-2283.527,1,1
83151,81646.28,-1504.72,1,1
83979,84240.883,261.883,1,1
85852,86385.243,533.243,1,1
88069,87885.387,-183.613,1,1
90269,89572.913,-696.087,1,1
91681,91180.366,-500.634,1,1
92958,92173.327,-784.673,1,1
94173,92647.762,-1525.238,1,1
94561,93034.841,-1526.159,1,1
94470,92869.293,-1600.707,1,1
93692,91407.016,-2284.984,1,1
93073,89608.03,-3464.97,1,1
90618,89059.978,-1558.022,1,1
87990,86184.025,-1805.975,1,1
82948,80480.184,-2467.816,1,1
76083,74739.479,-1343.521,1,1
71615,70410.359,-1204.641,0,0
68658,67396.936,-1261.064,0,0
66255,65762.97,-492.03,0,0
65759,64924.003,-834.997,0,0
66674,65582.87,-1091.13,0,0
70262,68507.174,-1754.826,0,0
76011,73642.484,-2368.516,1,1
80559,78537.655,-2021.345,1,1
82304,81423.955,-880.045,1,1
83044,83009.29,-34.71,1,1
83959,84252.627,293.627,1,1
85157,84985.241,-171.759,1,1
85985,86017.586,32.586,1,1
86516,86511.424,-4.576,1,1
86569,86439.558,-129.442,1,1
86682,85673.242,-1008.758,1,1
86698,85935.716,-762.284,1,1
86329,86052.255,-276.745,1,1
86954,84903.616,-2050.384,1,1
86187,83535.829,-2651.171,1,1
86068,83503.995,-2564.005,1,1
83430,81576.305,-1853.695,1,1
78113,76834.191,-1278.809,1,1
72625,71879.762,-745.238,1,1
68117,68141.094,24.094,0,0
65971,65928.303,-42.697,0,0
65198,64571.369,-626.631,0,0
65073,64287.421,-785.579,0,0
66301,65621.988,-679.012,0,0
70044,69144.976,-899.024,0,0
76468,74616.334,-1851.666,1,1
80681,78492.569,-2188.431,1,1
81496,79729.923,-1766.077,1,1
81383,79528.005,-1854.995,1,1
80512,79332.318,-1179.682,1,1
79941,78702.283,-1238.717,1,1
79633,78354.448,-1278.552,1,1
78838,78278.785,-559.215,1,1
78411,78158.595,-252.405,1,1
78472,78086.073,-385.927,1,1
78943,78475.688,-467.312,1,1
79645,78947.361,-697.639,1,1
80164,79270.969,-893.031,1,1
80703,79561.86,-1141.14,1,1
81923,80859.986,-1063.014,1,1
80158,79499.101,-658.899,1,1
75961,75217.426,-743.574,1,1
71607,70469.257,-1137.743,0,0
67965,67189.082,-775.918,0,0
66006,65153.728,-852.272,0,0
64923,64255.138,-667.862,0,0
64829,64202.62,-626.38,0,0
65904,65226.217,-677.783,0,0
69512,68904.952,-607.048,0,0
75520,74200.39,-1319.61,1,1
79645,78266.45,-1378.55,1,1
81315,79838.771,-1476.229,1,1
81118,79994.411,-1123.589,1,1
81000,79688.157,-1311.843,1,1
80532,79480.136,-1051.864,1,1
79732,79641.003,-90.997,1,1
79248,79333.134,85.134,1,1
78702,78840.21,138.21,1,1
77982,78272.531,290.531,1,1
78503,77902.559,-600.441,1,1
78906,77880.357,-1025.643,1,1
79036,77648.951,-1387.049,1,1
78967,77586.196,-1380.804,1,1
80336,78636.756,-1699.244,1,1
78169,77837.363,-331.637,1,1
74631,74669.74,38.74,1,1
70983,70805.739,-177.261,0,0
68223,67590.076,-632.924,0,0
66271,65467.018,-803.982,0,0
65369,64379.685,-989.315,0,0
65054,63949.447,-1104.553,0,0
65642,64398.154,-1243.846,0,0
67059,66155.012,-903.988,0,0
69386,68162.293,-1223.707,0,0
71728,70533.047,-1194.953,0,0
73886,72985.362,-900.638,1,1
74888,74211.374,-676.626,1,1
75127,73975.796,-1151.204,1,1
74552,73373.51,-1178.49,1,1
73583,72588.51,-994.49,1,1
72514,71418.05,-1095.95,1,1
71635,70137.798,-1497.202,0,0
71219,69558.726,-1660.274,0,0
71748,69930.679,-1817.321,0,0
72578,70555.357,-2022.643,0,0
73390,71367.428,-2022.572,1,1
74168,72112.162,-2055.838,1,1
75967,74414.969,-1552.031,1,1
75200,74583.22,-616.78,1,1
72868,72144.525,-723.475,1,1
69689,68997.963,-691.037,0,0
66545,66142.795,-402.205,0,0
64670,64341.827,-328.173,0,0
63635,63291.012,-343.988,0,0
63431,62912.57,-518.43,0,0
63781,62927.442,-853.558,0,0
64880,63902.435,-977.565,0,0
66238,65226.635,-1011.365,0,0
67862,67073.075,-788.925,0,0
69940,69763.641,-176.359,0,0
71175,71757.473,582.473,1,1
72057,72777.806,720.806,1,1
72519,72734.655,215.655,1,1
73162,72400.882,-761.118,1,1
72533,71891.095,-641.905,1,1
72056,71784.641,-271.359,1,1
72008,71734.822,-273.178,1,1
72954,72352.269,-601.731,1,1
74122,73691.764,-430.236,1,1
75013,74582.805,-430.195,1,1
76443,75591.098,-851.902,1,1
78556,77325.179,-1230.821,1,1
77363,76674.104,-688.896,1,1
73775,73474.451,-300.549,1,1
69945,69799.273,-145.727,0,0
66996,67020.634,24.634,0,0
65436,65404.2,-31.8,0,0
64926,64426.981,-499.019,0,0
65027,64453.283,-573.717,0,0
66808,65900.316,-907.684,0,0
70570,70008.417,-561.583,0,0
76861,75499.401,-1361.599,1,1
81078,80226.103,-851.897,1,1
82609,82483.398,-125.602,1,1
83252,83270.099,18.099,1,1
83467,82994.228,-472.772,1,1
82884,82218.176,-665.824,1,1
82446,81658.41,-787.59,1,1
81543,80878.075,-664.925,1,1
80846,80092.552,-753.448,1,1
79747,78958.538,-788.462,1,1
79768,78763.761,-1004.239,1,1
80457,79257.896,-1199.104,1,1
80578,79718.345,-859.655,1,1
81196,79951.97,-1244.03,1,1
82763,81394.338,-1368.662,1,1
81074,80364.056,-709.944,1,1
76724,76051.408,-672.592,1,1
72314,71427.09,-886.91,1,1
68660,68205.705,-454.295,0,0
66737,66171.447,-565.553,0,0
65837,65417.104,-419.896,0,0
65910,65178.47,-731.53,0,0
67297,66576.883,-720.117,0,0
70912,70533.329,-378.671,0,0
76731,76057.523,-673.477,1,1
80639,79967.915,-671.085,1,1
81794,80682.999,-1111.001,1,1
81437,80361.79,-1075.21,1,1
81046,79615.523,-1430.477,1,1
80562,79265.895,-1296.105,1,1
80148,79195.25,-952.75,1,1
79197,79367.027,170.027,1,1
78712,79447.447,735.447,1,1
78863,78893.301,30.301,1,1
80146,78934.521,-1211.479,1,1
80578,79460.54,-1117.46,1,1
81075,79423.319,-1651.681,1,1
80845,79864.309,-980.691,1,1
82163,81222.357,-940.643,1,1
81234,80484.82,-749.18,1,1
77033,76273.864,-759.136,1,1
72948,71846.053,-1101.947,1,1
68551,68603.353,52.353,0,0
67503,66619.766,-883.234,0,0
66504,65950.028,-553.972,0,0
66221,65795.172,-425.828,0,0
67932,67305.701,-626.299,0,0
71332,71102.176,-229.824,1,1
76802,76597.269,-204.731,1,1
80414,80459.209,45.209,1,1
81434,81375.738,-58.262,1,1
80608,81025.124,417.124,1,1
80037,80411.045,374.045,1,1
79688,80028.029,340.029,1,1
79193,79483.336,290.336,1,1
79633,79172.7,-460.3,1,1
78868,78793.883,-74.117,1,1
78919,78343.376,-575.624,1,1
78563,78469.842,-93.158,1,1
79287,78831.261,-455.739,1,1
79720,78946.2,-773.8,1,1
80034,79199.37,-834.63,1,1
81408,80460.07,-947.93,1,1
79763,79964.758,201.758,1,1
75597,75987.856,390.856,1,1
71160,71813.217,653.217,1,1
67982,68279.112,297.112,0,0
66101,66786.445,685.445,0,0
65164,66088.348,924.348,0,0
65177,66206.527,1029.527,0,0
66575,68026.667,1451.667,0,0
70662,72111.467,1449.467,1,1
76742,77616.458,874.458,1,1
81327,80843.979,-483.021,1,1
82474,80962.32,-1511.68,1,1
81552,80037.827,-1514.173,1,1
79979,79606.864,-372.136,1,1
79438,79173.172,-264.828,1,1
79041,79501.554,460.554,1,1
78667,79449.015,782.015,1,1
79070,79141.69,71.69,1,1
78582,79293.106,711.106,1,1
78976,79422.977,446.977,1,1
80151,79994.137,-156.863,1,1
80247,79649.996,-597.004,1,1
80953,79695.018,-1257.982,1,1
82138,80660.022,-1477.978,1,1
80260,79820.991,-439.009,1,1
75669,75367.879,-301.121,1,1
70970,70577.14,-392.86,0,0
68032,67074.158,-957.842,0,0
65807,65165.963,-641.037,0,0
64743,64135.345,-607.655,0,0
64639,64229.898,-409.102,0,0
65554,65851.489,297.489,0,0
69589,69734.104,145.104,0,0
76172,74986.823,-1185.177,1,1
79795,78394.016,-1400.984,1,1
80808,79532.333,-1275.667,1,1
81154,79270.539,-1883.461,1,1
80368,79231.697,-1136.303,1,1
79969,79496.197,-472.803,1,1
80119,79869.019,-249.981,1,1
79878,80001.382,123.382,1,1
79459,79703.06,244.06,1,1
79879,79064.749,-814.251,1,1
79730,79431.325,-298.675,1,1
79177,79562.453,385.453,1,1
78581,78903.5,322.5,1,1
78607,78145.59,-461.41,1,1
79695,78306.665,-1388.335,1,1
78092,77713.899,-378.101,1,1
74249,73943.691,-305.309,1,1
69743,69296.99,-446.01,0,0
65729,65744.945,15.945,0,0
63280,63240.413,-39.587,0,0
61859,62028.355,169.355,0,0
61290,61629.113,339.113,0,0
61762,62124.787,362.787,0,0
63334,63635.986,301.986,0,0
65498,65327.632,-170.368,0,0
67660,67276.095,-383.905,0,0
69592,69140.338,-451.662,0,0
71451,70365.717,-1085.283,0,0
72136,71040.936,-1095.064,1,1
71935,71396.047,-538.953,1,1
72068,71806.246,-261.754,1,1
71963,72285.135,322.135,1,1
71977,72173.651,196.651,1,1
73164,72358.324,-805.676,1,1
73772,73545.83,-226.17,1,1
74281,74544.516,263.516,1,1
74936,74987.608,51.608,1,1
75296,74385.844,-910.156,1,1
77011,75019.094,-1991.906,1,1
76079,74484.327,-1594.673,1,1
71942,71028.257,-913.743,1,1
69089,66892.479,-2196.521,0,0
63958,63327.017,-630.983,0,0
61792,60905.562,-886.438,0,0
60347,59482.178,-864.822,0,0
59286,58716.666,-569.334,0,0
59473,58684.49,-788.51,0,0
60300,59298.46,-1001.54,0,0
60849,60025.757,-823.243,0,0
63165,61775.48,-1389.52,0,0
65091,64538.99,-552.01,0,0
67005,67165.269,160.269,0,0
68106,68395.998,289.998,0,0
69608,69357.687,-250.313,0,0
70433,70246.632,-186.368,0,0
70731,70899.423,168.423,1,1
71182,71279.28,97.28,1,1
71714,71892.117,178.117,1,1
72883,73262.119,379.119,1,1
75980,74572.044,-1407.956,1,1
76673,75016.274,-1656.726,1,1
76913,75142.25,-1770.75,1,1
77803,76389.613,-1413.387,1,1
75470,75565.235,95.235,1,1
71871,71969.1,98.1,1,1
67610,67644.121,34.121,0,0
64585,64251.705,-333.295,0,0
62634,62119.028,-514.972,0,0
61846,61013.299,-832.701,0,0
61656,61004.94,-651.06,0,0
62679,62301.437,-377.563,0,0
66401,65787.9,-613.1,0,0
71778,71079.595,-698.405,1,1
76736,75625.625,-1110.375,1,1
78491,78080.616,-410.384,1,1
79396,79421.821,25.821,1,1
80761,80605.003,-155.997,1,1
82037,81618.982,-418.018,1,1
82926,82763.838,-162.162,1,1
83735,83483.802,-251.198,1,1
84256,83908.569,-347.431,1,1
84617,84031.11,-585.89,1,1
85411,84782.129,-628.871,1,1
85806,85229.058,-576.942,1,1
85316,85038.913,-277.087,1,1
85306,84006.344,-1299.656,1,1
85991,84184.439,-1806.561,1,1
83258,82555.637,-702.363,1,1
77727,77258.737,-468.263,1,1
72653,71738.727,-914.273,1,1
68186,67550.03,-635.97,0,0
65419,64891.508,-527.492,0,0
63648,63411.115,-236.885,0,0
63826,62835.422,-990.578,0,0
64767,63783.836,-983.164,0,0
68309,66973.72,-1335.28,0,0
74018,71804.911,-2213.089,1,1
78542,76178.935,-2363.065,1,1
79112,78677.616,-434.384,1,1
81796,80170.926,-1625.074,1,1
83347,81594.539,-1752.461,1,1
83900,83445.464,-454.536,1,1
85302,85056.269,-245.731,1,1
87481,86748.446,-732.554,1,1
89251,88130.667,-1120.333,1,1
90191,89559.649,-631.351,1,1
91363,91402.713,39.713,1,1
92411,92652.702,241.702,1,1
91310,92413.749,1103.749,1,1
91359,90809.168,-549.832,1,1
91618,89950.531,-1667.469,1,1
88275,87863.856,-411.144,1,1
82270,81823.52,-446.48,1,1
77431,75479.529,-1951.471,1,1
71771,70422.577,-1348.423,0,0
68653,67263.584,-1389.416,0,0
66256,65200.622,-1055.378,0,0
65491,64401.492,-1089.508,0,0
65818,64960.519,-857.481,0,0
68976,67763.551,-1212.449,0,0
74502,72515.763,-1986.237,1,1
78980,77448.27,-1531.73,1,1
81952,80947.838,-1004.162,1,1
84107,83650.058,-456.942,1,1
86974,86602.009,-371.991,1,1
89987,89528.245,-458.755,1,1
92970,92574.377,-395.623,1,1
95512,95598.471,86.471,1,1
98184,98178.731,-5.269,1,1
100957,100765.535,-191.465,1,1
102786,103141.644,355.644,1,1
103738,104845.566,1107.566,1,1
103335,104202.609,867.609,1,1
102081,101812.463,-268.537,1,1
100833,99417.241,-1415.759,1,1
96324,96322.301,-1.699,1,1
89154,89161.378,7.378,1,1
83142,81471.355,-1670.645,1,1
75669,75322.911,-346.089,1,1
71789,71435.956,-353.044,1,1
69612,68552.653,-1059.347,0,0
68489,67117.854,-1371.146,0,0
68855,67238.342,-1616.658,0,0
71079,69765.933,-1313.067,0,0
76250,74326.023,-1923.977,1,1
81024,79438.194,-1585.806,1,1
83754,83260.381,-493.619,1,1
87661,86816.307,-844.693,1,1
91795,90731.893,-1063.107,1,1
95588,94559.141,-1028.859,1,1
99439,98453.432,-985.568,1,1
103159,102318.668,-840.332,1,1
106117,105178.055,-938.945,1,1
108117,107400.096,-716.904,1,1
109638,109317.992,-320.008,1,1
110000,109868.691,-131.309,1,1
108625,107962.508,-662.492,1,1
105609,103978.502,-1630.498,1,1
102595,100384.716,-2210.284,1,1
97245,96963.416,-281.584,1,1
89317,89907.572,590.572,1,1
83058,82281.317,-776.683,1,1
76994,75893.331,-1100.669,1,1
72968,71622.419,-1345.581,1,1
70057,68650.845,-1406.155,0,0
68676,67151.66,-1524.34,0,0
67875,67116.636,-758.364,0,0
70657,69566.411,-1090.589,0,0
75572,73837.711,-1734.289,1,1
80221,78843.096,-1377.904,1,1
83031,83048.986,17.986,1,1
86648,86397.991,-250.009,1,1
90685,89921.413,-763.587,1,1
94503,93397.104,-1105.896,1,1
98156,96790.374,-1365.626,1,1
101572,100713.754,-858.246,1,1
104221,103949.42,-271.58,1,1
107056,106848.835,-207.165,1,1
109373,109102.288,-270.712,1,1
109421,109789.247,368.247,1,1
107578,107737.583,159.583,1,1
104590,103554.53,-1035.47,1,1
