dap,target,error,class,class2
101429,99804.422,-1624.578,1,1
96414,96374.082,-39.918,1,1
90157,89974.612,-182.388,1,1
82869,82917.768,48.768,1,1
76515,76580.437,65.437,1,1
72397,72079.228,-317.772,1,1
69540,69090.054,-449.946,0,0
68014,67072.292,-941.708,0,0
67194,66018.079,-1175.921,0,0
67693,66751.276,-941.724,0,0
68586,67523.11,-1062.89,0,0
71798,70559.779,-1238.221,0,0
76617,75230.571,-1386.429,1,1
81827,80106.43,-1720.57,1,1
87109,84994.027,-2114.973,1,1
91842,90178.725,-1663.275,1,1
95929,94929.378,-999.622,1,1
100258,98985.142,-1272.858,1,1
104210,102104.048,-2105.952,1,1
107384,104498.674,-2885.326,1,1
109246,106136.687,-3109.313,1,1
110024,106681.029,-3342.971,1,1
107820,105513.634,-2306.366,1,1
105504,102975.825,-2528.175,1,1
101761,100387.202,-1373.798,1,1
98189,97555.838,-633.162,1,1
92172,92327.383,155.383,1,1
85325,85822.56,497.56,1,1
79798,79735.375,-62.625,1,1
75511,75217.459,-293.541,1,1
72859,71807.066,-1051.934,1,1
70087,69615.81,-471.19,0,0
68988,68279.454,-708.546,0,0
68823,67941.871,-881.129,0,0
69495,67998.75,-1496.25,0,0
71875,70978.012,-896.988,1,1
75918,76555.792,637.792,1,1
81882,83106.441,1224.441,1,1
89031,89510.584,479.584,1,1
95355,95421.735,66.735,1,1
101116,100695.106,-420.894,1,1
105876,104896.387,-979.613,1,1
109696,108246.22,-1449.78,1,1
112982,110907.031,-2074.969,2,2
115423,113612.674,-1810.326,2,2
115586,115239.05,-346.95,2,2
114338,114524.988,186.988,2,2
111744,111751.94,7.94,2,2
108901,108666.671,-234.329,1,1
105375,105099.657,-275.343,1,1
98047,97789.593,-257.407,1,1
90874,89813.715,-1060.285,1,1
82486,83132.993,646.993,1,1
78319,78095.077,-223.923,1,1
75627,74758.423,-868.577,1,1
74038,72764.336,-1273.664,1,1
74115,72702.918,-1412.082,1,1
76570,75344.772,-1225.228,1,1
81933,79575.091,-2357.909,1,1
85235,84318.364,-916.636,1,1
88525,87755.075,-769.925,1,1
91475,90389.586,-1085.414,1,1
94401,93050.16,-1350.84,1,1
96496,95988.352,-507.648,1,1
99330,98667.489,-662.511,1,1
101349,100833.239,-515.761,1,1
102647,101806.661,-840.339,1,1
103616,102376.152,-1239.848,1,1
103734,102910.633,-823.367,1,1
103459,103292.455,-166.545,1,1
102568,102510.676,-57.324,1,1
101335,100183.254,-1151.746,1,1
99527,98250.827,-1276.173,1,1
95944,95323.521,-620.479,1,1
90080,89068.432,-1011.568,1,1
83810,82103.569,-1706.431,1,1
77226,76403.5,-822.5,1,1
72663,72634.667,-28.333,1,1
70672,70346.114,-325.886,0,0
69701,68983.317,-717.683,0,0
70386,69159.198,-1226.802,0,0
73567,72004.37,-1562.63,1,1
79109,76912.064,-2196.936,1,1
82860,81955.81,-904.19,1,1
86464,86399.375,-64.625,1,1
89704,90147.164,443.164,1,1
93905,94080.455,175.455,1,1
97064,97491.88,427.88,1,1
99906,100566.544,660.544,1,1
103391,103626.278,235.278,1,1
105920,106013.08,93.08,1,1
108674,108526.557,-147.443,1,1
109720,110178.071,458.071,2,2
110876,111701.249,825.249,2,2
109576,110766.754,1190.754,2,2
109131,107886.51,-1244.49,1,1
106382,104965.232,-1416.768,1,1
101163,102007.377,844.377,1,1
93750,95045.616,1295.616,1,1
86368,87225.745,857.745,1,1
80857,81202.008,345.008,1,1
76484,76782.333,298.333,1,1
74797,74138.565,-658.435,1,1
73233,72580.666,-652.334,1,1
73803,72588.692,-1214.308,1,1
76367,75468.433,-898.567,1,1
81252,80268.707,-983.293,1,1
86306,86097.207,-208.793,1,1
91166,90997.112,-168.888,1,1
96324,95194.113,-1129.887,1,1
99962,99973.443,11.443,1,1
104998,104924.383,-73.617,1,1
109218,109543.819,325.819,1,1
113649,113319.156,-329.844,2,2
115467,116219.878,752.878,2,2
117802,118498.743,696.743,2,2
118949,119632.535,683.535,2,2
120048,118463.205,-1584.795,2,2
116434,114914.091,-1519.909,2,2
112471,110179.199,-2291.801,2,2
108733,105748.505,-2984.495,1,1
102247,101371.041,-875.959,1,1
94383,94308.717,-74.283,1,1
86580,86892.443,312.443,1,1
79539,80395.138,856.138,1,1
75582,76017.861,435.861,1,1
75015,73095.488,-1919.512,1,1
72798,71400.953,-1397.047,1,1
73095,71178.347,-1916.653,1,1
75414,73371.939,-2042.061,1,1
80147,77536.433,-2610.567,1,1
84768,83134.148,-1633.852,1,1
87613,87643.699,30.699,1,1
90537,90888.262,351.262,1,1
94425,94016.948,-408.052,1,1
96924,96886.059,-37.941,1,1
99953,99640.581,-312.419,1,1
102644,102081.434,-562.566,1,1
104501,104015.005,-485.995,1,1
105896,105861.977,-34.023,1,1
107004,107358.515,354.515,1,1
107093,107419.763,326.763,1,1
106047,105081.559,-965.441,1,1
103865,101393.761,-2471.239,1,1
100485,98207.518,-2277.482,1,1
95382,94914.172,-467.828,1,1
89055,88218.976,-836.024,1,1
82221,81413.186,-807.814,1,1
76324,75474.057,-849.943,1,1
72889,71331.52,-1557.48,1,1
70419,68874.451,-1544.549,0,0
68778,67420.509,-1357.491,0,0
68920,67625.277,-1294.723,0,0
71636,70051.418,-1584.582,0,0
76425,73955.071,-2469.929,1,1
80439,78306.938,-2132.062,1,1
82823,81920.785,-902.215,1,1
84993,84621.001,-371.999,1,1
87193,87148.278,-44.722,1,1
88520,88864.891,344.891,1,1
89804,90144.052,340.052,1,1
91365,90658.394,-706.606,1,1
91663,90309.902,-1353.098,1,1
91574,89454.514,-2119.486,1,1
90543,88902.583,-1640.417,1,1
89875,88238.027,-1636.973,1,1
87573,86537.739,-1035.261,1,1
86335,84885.909,-1449.091,1,1
84473,83467.042,-1005.958,1,1
82366,81389.094,-976.906,1,1
78006,76986.149,-1019.851,1,1
73230,72150.684,-1079.316,1,1
68369,67944.145,-424.855,0,0
65385,65019.053,-365.947,0,0
64431,63167.181,-1263.819,0,0
62553,62095.076,-457.924,0,0
62605,61766.979,-838.021,0,0
63593,62434.25,-1158.75,0,0
64593,63495.263,-1097.737,0,0
67084,65894.002,-1189.998,0,0
70247,69550.587,-696.413,0,0
72379,72402.107,23.107,1,1
74423,74344.374,-78.626,1,1
74708,74947.794,239.794,1,1
75258,74875.11,-382.89,1,1
75060,73987.306,-1072.694,1,1
74468,73075.261,-1392.739,1,1
73981,72556.126,-1424.874,1,1
74169,72734.553,-1434.447,1,1
74384,73212.467,-1171.533,1,1
74738,73154.899,-1583.101,1,1
74794,72996.378,-1797.622,1,1
74914,73441.51,-1472.49,1,1
74684,73267.871,-1416.129,1,1
72084,70683.785,-1400.215,0,0
67985,67270.026,-714.974,0,0
63934,64492.265,558.265,0,0
61985,62057.872,72.872,0,0
61568,60978.189,-589.811,0,0
61081,60289.846,-791.154,0,0
61010,60134.57,-875.43,0,0
61537,60989.783,-547.217,0,0
62239,61598.628,-640.372,0,0
63984,63634.919,-349.081,0,0
67010,66758.972,-251.028,0,0
69992,69289.729,-702.271,0,0
71652,70731.143,-920.857,0,0
72410,71568.184,-841.816,1,1
72325,71709.004,-615.996,1,1
72535,71338.019,-1196.981,1,1
71788,70695.509,-1092.491,0,0
71849,70271.117,-1577.883,0,0
72232,70784.029,-1447.971,0,0
73403,71529.94,-1873.06,1,1
73480,71624.444,-1855.556,1,1
74594,71667.486,-2926.514,1,1
75724,72016.181,-3707.819,1,1
75046,72247.576,-2798.424,1,1
72340,69663.295,-2676.705,0,0
68161,66636.71,-1524.29,0,0
64549,63553.485,-995.515,0,0
62120,61320.895,-799.105,0,0
60430,60126.638,-303.362,0,0
59791,59586.39,-204.61,0,0
59884,60067.976,183.976,0,0
60459,61051.536,592.536,0,0
61063,61857.845,794.845,0,0
63280,63152.949,-127.051,0,0
65807,65169.646,-637.354,0,0
67238,67235.245,-2.755,0,0
68245,68675.962,430.962,0,0
69463,69458.282,-4.718,0,0
70258,69726.11,-531.89,0,0
70405,69707.162,-697.838,0,0
70345,69845.658,-499.342,0,0
71058,70697.221,-360.779,0,0
72478,72489.814,11.814,1,1
74165,74625.894,460.894,1,1
75420,75732.235,312.235,1,1
75977,75931.839,-45.161,1,1
77183,76164.207,-1018.793,1,1
76424,76049.304,-374.696,1,1
72456,72225.311,-230.689,1,1
67918,67487.76,-430.24,0,0
65315,63726.269,-1588.731,0,0
62765,61428.543,-1336.457,0,0
60503,60224.081,-278.919,0,0
59799,59809.848,10.848,0,0
61046,60879.689,-166.311,0,0
64298,64218.244,-79.756,0,0
69033,69077.231,44.231,0,0
73193,74089.219,896.219,1,1
76439,77145.214,706.214,1,1
78886,79311.675,425.675,1,1
80687,81616.392,929.392,1,1
82785,83553.574,768.574,1,1
85047,85451.47,404.47,1,1
87156,87560.209,404.209,1,1
88427,88792.734,365.734,1,1
89960,89677.689,-282.311,1,1
91046,91029.68,-16.32,1,1
91696,91721.516,25.516,1,1
91581,90919.488,-661.512,1,1
89678,89594.472,-83.528,1,1
89033,88771.848,-261.152,1,1
87187,87116.867,-70.133,1,1
81282,82062.922,780.922,1,1
74592,75940.3,1348.3,1,1
69595,71206.062,1611.062,1,1
66552,67787.522,1235.522,0,0
65335,65687.403,352.403,0,0
64654,64678.803,24.803,0,0
65570,65247.714,-322.286,0,0
68239,68065.735,-173.265,0,0
72604,72416.152,-187.848,1,1
77448,77155.64,-292.36,1,1
80635,80678.78,43.78,1,1
82750,83116.555,366.555,1,1
84722,85338.429,616.429,1,1
87379,87374.135,-4.865,1,1
89442,89708.603,266.603,1,1
91252,91950.953,698.953,1,1
92779,93221.191,442.191,1,1
93428,93955.895,527.895,1,1
95683,94274.49,-1408.51,1,1
95711,94572.082,-1138.918,1,1
94704,93217.959,-1486.041,1,1
92216,91199.003,-1016.997,1,1
90314,90125.652,-188.348,1,1
87992,88342.932,350.932,1,1
82299,83330.386,1031.386,1,1
76655,77434.894,779.894,1,1
71498,72549.109,1051.109,1,1
68319,69270.437,951.437,0,0
67189,67256.532,67.532,0,0
66708,66496.712,-211.288,0,0
67404,67370.569,-33.431,0,0
70303,70302.012,-0.988,0,0
75477,75219.794,-257.206,1,1
80365,80350.351,-14.649,1,1
84016,84409.125,393.125,1,1
86824,87240.031,416.031,1,1
90101,89903.971,-197.029,1,1
91869,92177.823,308.823,1,1
93962,94506.405,544.405,1,1
96856,96959.278,103.278,1,1
98407,98452.505,45.505,1,1
100117,99813.272,-303.728,1,1
101428,100619.903,-808.097,1,1
101636,101047.474,-588.526,1,1
100391,99959.108,-431.892,1,1
97695,97576.273,-118.727,1,1
95560,95574.931,14.931,1,1
93362,93212.679,-149.321,1,1
87130,88326.439,1196.439,1,1
80139,82573.644,2434.644,1,1
76884,77365.461,481.461,1,1
72799,73840.074,1041.074,1,1
70864,71388.724,524.724,1,1
69548,70075.007,527.007,0,0
70734,70613.557,-120.443,0,0
73297,73338.132,41.132,1,1
77926,77724.23,-201.77,1,1
83602,82995.705,-606.295,1,1
87293,87204.814,-88.186,1,1
91144,90544.473,-599.527,1,1
94945,94200.525,-744.475,1,1
98063,97450.495,-612.505,1,1
101395,100252.397,-1142.603,1,1
104152,103143.094,-1008.906,1,1
106426,106208.132,-217.868,1,1
108113,109110.989,997.989,1,1
110196,110580.903,384.903,2,2
110941,111026.188,85.188,2,2
108281,110060.076,1779.076,1,1
105581,107237.502,1656.502,1,1
102677,102864.039,187.039,1,1
99851,99506.07,-344.93,1,1
93927,93776.569,-150.431,1,1
86728,86638.294,-89.706,1,1
80128,80077.407,-50.593,1,1
75513,75269.214,-243.786,1,1
72910,71651.036,-1258.964,1,1
70900,69630.31,-1269.69,0,0
69972,68536.878,-1435.122,0,0
70090,68554.217,-1535.783,0,0
71186,69506.258,-1679.742,0,0
73668,73638.969,-29.031,1,1
78860,79862.116,1002.116,1,1
85374,86628.934,1254.934,1,1
92771,93177.372,406.372,1,1
99571,99573.284,2.284,1,1
104682,104709.309,27.309,1,1
111212,108962.551,-2249.449,1,1
114712,112608.859,-2103.141,2,2
117529,115910.549,-1618.451,2,2
120198,118876.304,-1321.696,2,2
121228,120597.937,-630.063,2,2
118537,120147.091,1610.091,2,2
114430,116854.494,2424.494,2,2
112753,111827.892,-925.108,2,2
107114,107364.88,250.88,1,1
100419,100696.969,277.969,1,1
93119,92814.289,-304.711,1,1
86574,85785.401,-788.599,1,1
80357,80055.249,-301.751,1,1
77436,76031.612,-1404.388,1,1
74348,73092.299,-1255.701,1,1
72455,71150.656,-1304.344,1,1
72023,70318.325,-1704.675,0,0
72007,70149.457,-1857.543,0,0
74619,74018.443,-600.557,1,1
80484,81037.544,553.544,1,1
88347,89215.204,868.204,1,1
96640,97651.674,1011.674,1,1
104664,104906.843,242.843,1,1
112121,110578.239,-1542.761,2,2
117824,115054.381,-2769.619,2,2
121811,118540.292,-3270.708,2,2
123826,121049.601,-2776.399,2,2
125752,123538.274,-2213.726,2,2
126045,125458.088,-586.912,2,2
123799,125173.523,1374.523,2,2
120951,122386.355,1435.355,2,2
118066,118011.281,-54.719,2,2
113388,114262.854,874.854,2,2
105743,107348.889,1605.889,1,1
98727,99304.826,577.826,1,1
89690,92115.322,2425.322,1,1
86661,86726.707,65.707,1,1
83641,83110.178,-530.822,1,1
82102,81178.67,-923.33,1,1
81486,80908.385,-577.615,1,1
84284,83166.167,-1117.833,1,1
88572,88170.351,-401.649,1,1
94190,95282.567,1092.567,1,1
100181,101645.381,1464.381,1,1
107614,107827.857,213.857,1,1
114102,113630.773,-471.227,2,2
120172,119051.141,-1120.859,2,2
125307,124241.387,-1065.613,2,2
129077,127716.494,-1360.506,2,2
131434,129816.287,-1617.713,2,2
132219,130977.111,-1241.889,2,2
132406,131750.854,-655.146,2,2
131680,131473.79,-206.21,2,2
128918,129231.616,313.616,2,2
125147,125466.416,319.416,2,2
122438,121170.271,-1267.729,2,2
116539,117341.1,802.1,2,2
107882,109518.497,1636.497,1,1
101131,101019.161,-111.839,1,1
91760,93858.798,2098.798,1,1
86814,88733.631,1919.631,1,1
85556,84997.391,-558.609,1,1
83663,82776.997,-886.003,1,1
83487,82528.031,-958.969,1,1
86095,84834.229,-1260.771,1,1
91586,89528.95,-2057.05,1,1
96757,96491.993,-265.007,1,1
102140,102789.852,649.852,1,1
107377,108691.15,1314.15,1,1
112999,114940.724,1941.724,2,2
117864,121209.204,3345.204,2,2
122579,126325.219,3746.219,2,2
126418,129977.327,3559.327,2,2
129183,131192.01,2009.01,2,2
130164,131285.331,1121.331,2,2
129983,130770.975,787.975,2,2
128945,129637.092,692.092,2,2
126440,126745.358,305.358,2,2
122310,122815.088,505.088,2,2
119009,118476.802,-532.198,2,2
113622,114357.878,735.878,2,2
105746,106808.694,1062.694,1,1
97828,98614.015,786.015,1,1
90878,91380.504,502.504,1,1
86137,86261.108,124.108,1,1
82729,82578.599,-150.401,1,1
80961,80562.13,-398.87,1,1
80913,80362.815,-550.185,1,1
83279,82705.617,-573.383,1,1
87794,87166.131,-627.869,1,1
92886,93663.45,777.45,1,1
97822,99721.831,1899.831,1,1
102746,105308.135,2562.135,1,1
111619,111233.441,-385.559,2,2
116907,116867.103,-39.897,2,2
121214,121262.955,48.955,2,2
124397,124753.764,356.764,2,2
126824,127059.862,235.862,2,2
128246,127910.007,-335.993,2,2
128739,128191.026,-547.974,2,2
127519,127391.757,-127.243,2,2
124643,124315.411,-327.589,2,2
120464,120106.554,-357.446,2,2
116478,116108.151,-369.849,2,2
111544,112095.734,551.734,2,2
103908,104985.394,1077.394,1,1
95686,96681.396,995.396,1,1
88589,89761.459,1172.459,1,1
83813,84506.669,693.669,1,1
80627,81027.86,400.86,1,1
78755,78870.566,115.566,1,1
78742,78667.015,-74.985,1,1
81466,81010.419,-455.581,1,1
87259,85340.713,-1918.287,1,1
92731,91825.8,-905.2,1,1
97185,98249.418,1064.418,1,1
101436,104077.137,2641.137,1,1
107991,109564.419,1573.419,1,1
112940,114635.169,1695.169,2,2
118535,119084.543,549.543,2,2
121681,122435.303,754.303,2,2
123594,124583.455,989.455,2,2
124264,125541.538,1277.538,2,2
124087,125344.382,1257.382,2,2
123033,123776.949,743.949,2,2
121079,120435.052,-643.948,2,2
117081,115993.248,-1087.752,2,2
113051,111743.652,-1307.348,2,2
108435,107681.175,-753.825,1,1
101457,100895.047,-561.953,1,1
93250,92867.219,-382.781,1,1
86101,86105.161,4.161,1,1
81370,81183.587,-186.413,1,1
78181,77915.286,-265.714,1,1
76367,75916.418,-450.582,1,1
76248,75952.358,-295.642,1,1
78711,78252.644,-458.356,1,1
83884,82163.894,-1720.106,1,1
88941,87608.918,-1332.082,1,1
93383,92575.523,-807.477,1,1
97365,97004.589,-360.411,1,1
101197,100911.141,-285.859,1,1
104788,104300.515,-487.485,1,1
107814,106921.271,-892.729,1,1
110019,109016.038,-1002.962,1,1
111287,109696.06,-1590.94,1,1
111864,109574.743,-2289.257,1,1
111952,108801.143,-3150.857,1,1
111097,108362.097,-2734.903,1,1
107881,106288.025,-1592.975,1,1
105295,103651.919,-1643.081,1,1
102574,101003.167,-1570.833,1,1
99525,98230.04,-1294.96,1,1
93695,93688.723,-6.277,1,1
87072,87117.857,45.857,1,1
78998,81016.189,2018.189,1,1
74619,76615.01,1996.01,1,1
71641,73455.055,1814.055,1,1
69691,71256.736,1565.736,1,1
68854,70141.221,1287.221,0,0
69313,70461.611,1148.611,0,0
70406,71538.836,1132.836,1,1
73393,74870.881,1477.881,1,1
78105,80035.937,1930.937,1,1
83214,85500.278,2286.278,1,1
88017,90182.494,2165.494,1,1
92286,94653.663,2367.663,1,1
95711,98118.867,2407.867,1,1
98364,100680.059,2316.059,1,1
100441,101859.647,1418.647,1,1
102476,102452.941,-23.059,1,1
104346,102938.72,-1407.28,1,1
105298,104033.132,-1264.868,1,1
104415,103975.024,-439.976,1,1
101771,102046.031,275.031,1,1
98967,99327.343,360.343,1,1
96184,96781.514,597.514,1,1
90909,91799.492,890.492,1,1
84651,85571.901,920.901,1,1
77950,79773.16,1823.16,1,1
73607,75225.292,1618.292,1,1
70577,71919.887,1342.887,1,1
68526,69695.541,1169.541,0,0
67399,68315.033,916.033,0,0
67184,67723.423,539.423,0,0
67471,67660.796,189.796,0,0
69925,70368.166,443.166,0,0
74930,75382.756,452.756,1,1
80722,81723.761,1001.761,1,1
86388,87849.893,1461.893,1,1
91745,93510.448,1765.448,1,1
96558,98341.085,1783.085,1,1
100337,101685.694,1348.694,1,1
103405,103615.943,210.943,1,1
106228,104982.786,-1245.214,1,1
108708,106500.914,-2207.086,1,1
110186,107580.37,-2605.63,1,1
109456,106528.805,-2927.195,1,1
107020,104275.32,-2744.68,1,1
104095,101254.716,-2840.284,1,1
100762,97835.944,-2926.056,1,1
94662,92186.2,-2475.8,1,1
87730,84922.047,-2807.953,1,1
79925,78962.99,-962.01,1,1
75703,74611.63,-1091.37,1,1
72873,71884.691,-988.309,1,1
71375,70432.683,-942.317,0,0
71665,70893.448,-771.552,1,1
74407,73547.664,-859.336,1,1
79293,77695.171,-1597.829,1,1
85030,83571.763,-1458.237,1,1
90482,89141.815,-1340.185,1,1
95281,93948.68,-1332.32,1,1
100251,98825.601,-1425.399,1,1
104966,102941.903,-2024.097,1,1
109297,107452.905,-1844.095,1,1
113062,111536.121,-1525.879,2,2
115447,114670.193,-776.807,2,2
117180,116912.184,-267.816,2,2
118142,119136.691,994.691,2,2
118255,119892.171,1637.171,2,2
116415,117926.641,1511.641,2,2
112943,113483.806,540.806,2,2
109102,108483.174,-618.826,1,1
104911,103653.268,-1257.732,1,1
97525,96068.837,-1456.163,1,1
89664,87799.143,-1864.857,1,1
80036,80979.528,943.528,1,1
75622,76394.624,772.624,1,1
72635,73232.784,597.784,1,1
71018,71456.587,438.587,1,1
71225,71364.283,139.283,1,1
73934,73589.861,-344.139,1,1
78811,77308.507,-1502.493,1,1
84171,82859.872,-1311.128,1,1
88498,87869.007,-628.993,1,1
92229,91891.261,-337.739,1,1
95879,95642.951,-236.049,1,1
99141,98822.675,-318.325,1,1
101967,101616.76,-350.24,1,1
104466,104174.508,-291.492,1,1
106046,105815.123,-230.877,1,1
107306,107074.931,-231.069,1,1
108195,108289.021,94.021,1,1
108274,108751.227,477.227,1,1
106639,107137.648,498.648,1,1
103790,103546.335,-243.665,1,1
100814,98885.314,-1928.686,1,1
97747,95381.844,-2365.156,1,1
91355,89082.579,-2272.421,1,1
84109,81880.533,-2228.467,1,1
75316,75697.91,381.91,1,1
71291,71559.579,268.579,1,1
68744,69024.835,280.835,0,0
67408,67592.943,184.943,0,0
67712,67919.948,207.948,0,0
70444,69918.658,-525.342,0,0
75131,73781.627,-1349.373,1,1
80215,78681.988,-1533.012,1,1
84007,82764.542,-1242.458,1,1
87028,85640.621,-1387.379,1,1
89958,88680.73,-1277.27,1,1
92659,91133.948,-1525.052,1,1
95055,93652.679,-1402.321,1,1
97387,96034.768,-1352.232,1,1
99095,98262.946,-832.054,1,1
100633,100545.257,-87.743,1,1
101860,102756.456,896.456,1,1
102385,104244.805,1859.805,1,1
101077,103589.386,2512.386,1,1
98442,100351.297,1909.297,1,1
95755,95843.804,88.804,1,1
93103,92056.568,-1046.432,1,1
87092,86157.343,-934.657,1,1
80197,79044.703,-1152.297,1,1
73371,73182.033,-188.967,1,1
69614,69411.824,-202.176,0,0
67270,66856.188,-413.812,0,0
66040,65605.733,-434.267,0,0
66371,66143.783,-227.217,0,0
68866,68303.967,-562.033,0,0
73455,71933.593,-1521.407,1,1
77798,76905.779,-892.221,1,1
81666,80887.11,-778.89,1,1
84815,83963.324,-851.676,1,1
88019,87234.427,-784.573,1,1
91189,89904.595,-1284.405,1,1
93712,92676.718,-1035.282,1,1
96030,95993.284,-36.716,1,1
98806,99332.481,526.481,1,1
101018,102768.578,1750.578,1,1
104152,106614.109,2462.109,1,1
106410,109044.218,2634.218,1,1
108100,109191.4,1091.4,1,1
106322,106637.643,315.643,1,1
102514,102033.7,-480.3,1,1
99211,98720.137,-490.863,1,1
92955,92432.304,-522.696,1,1
85672,85297.855,-374.145,1,1
78188,79194.414,1006.414,1,1
73731,74675.941,944.941,1,1
71110,71820.425,710.425,1,1
69950,70160.844,210.844,0,0
70030,70422.038,392.038,0,0
71195,72357.317,1162.317,1,1
75405,75469.778,64.778,1,1
81296,80061.33,-1234.67,1,1
86483,84500.301,-1982.699,1,1
89707,88678.193,-1028.807,1,1
95346,92894.682,-2451.318,1,1
99943,96841.198,-3101.802,1,1
105157,100495.02,-4661.98,1,1
107987,104194.026,-3792.974,1,1
109832,108000.566,-1831.434,1,1
112438,111893.379,-544.621,2,2
115011,114836.543,-174.457,2,2
116664,116322.692,-341.308,2,2
115510,114998.29,-511.71,2,2
111013,111427.533,414.533,2,2
107796,107859.024,63.024,1,1
104720,104169.555,-550.445,1,1
97882,98504.468,622.468,1,1
90517,91513.593,996.593,1,1
85413,85280.983,-132.017,1,1
80317,80397.111,80.111,1,1
76800,77003.964,203.964,1,1
74379,74686.212,307.212,1,1
73450,73767.69,317.69,1,1
73515,73832.918,317.918,1,1
74614,74895.315,281.315,1,1
78450,77945.799,-504.201,1,1
84022,83177.269,-844.731,1,1
90439,88389.271,-2049.729,1,1
95901,93523.041,-2377.959,1,1
101330,98665.624,-2664.376,1,1
103877,103285.44,-591.56,1,1
107654,106572.978,-1081.022,1,1
110548,109432.865,-1115.135,1,1
111965,111721.235,-243.765,2,2
113478,112217.546,-1260.454,2,2
113346,112121.713,-1224.287,2,2
111534,110700.812,-833.188,2,2
108222,107405.901,-816.099,1,1
105602,103932.386,-1669.614,1,1
102381,100722.193,-1658.807,1,1
96477,95385.795,-1091.205,1,1
90554,88821.205,-1732.795,1,1
84020,82734.388,-1285.612,1,1
79239,78002.675,-1236.325,1,1
75222,74686.933,-535.067,1,1
73163,72295.374,-867.626,1,1
71920,70927.049,-992.951,1,1
70825,70237.886,-587.114,0,0
71238,70348.428,-889.572,0,0
74572,73766.571,-805.429,1,1
79949,79874.597,-74.403,1,1
86280,87290.139,1010.139,1,1
94012,94307.055,295.055,1,1
101132,100938.194,-193.806,1,1
107277,106670.213,-606.787,1,1
111972,110899.778,-1072.222,2,2
115847,114487.147,-1359.853,2,2
118958,117593.863,-1364.137,2,2
120870,120257.369,-612.631,2,2
122467,121473.94,-993.06,2,2
121471,120528.373,-942.627,2,2
117500,117873.594,373.594,2,2
114210,114640.922,430.922,2,2
109600,111983.874,2383.874,2,2
102273,106037.549,3764.549,1,1
95786,98833.651,3047.651,1,1
89827,92058.634,2231.634,1,1
85123,86809.655,1686.655,1,1
83876,83388.52,-487.48,1,1
81524,81272.789,-251.211,1,1
81760,81379.73,-380.27,1,1
83844,84185.624,341.624,1,1
88616,88397.712,-218.288,1,1
95212,94061.86,-1150.14,1,1
101213,99829.008,-1383.992,1,1
106574,105659.144,-914.856,1,1
112392,111532.677,-859.323,2,2
118091,117284.038,-806.962,2,2
122610,121886.139,-723.861,2,2
124956,125029.966,73.966,2,2
127098,126918.863,-179.137,2,2
127837,127806.126,-30.874,2,2
127576,127348.421,-227.579,2,2
126902,125528.482,-1373.518,2,2
124447,121295.871,-3151.129,2,2
120961,115606.493,-5354.507,2,2
116701,110464.158,-6236.842,2,2
111718,106153.552,-5564.448,1,1
104193,99484.528,-4708.472,1,1
96146,91697.515,-4448.485,1,1
81829,85286.569,3457.569,1,1
77404,80708.46,3304.46,1,1
74401,77575.933,3174.933,1,1
72670,75645.698,2975.698,1,1
72700,75500.946,2800.946,1,1
75120,77552.722,2432.722,1,1
79633,81526.51,1893.51,1,1
84454,86512.988,2058.988,1,1
89976,90482.281,506.281,1,1
92237,93185.746,948.746,1,1
93893,94888.353,995.353,1,1
95105,95533.765,428.765,1,1
95908,95331.302,-576.698,1,1
96270,95038.381,-1231.619,1,1
96145,94162.77,-1982.23,1,1
95953,93239.78,-2713.22,1,1
95956,93068.116,-2887.884,1,1
95731,92932.876,-2798.124,1,1
94691,91875.564,-2815.436,1,1
92928,89991.886,-2936.114,1,1
90929,87781.964,-3147.036,1,1
88682,86226.528,-2455.472,1,1
83620,81616.597,-2003.403,1,1
77569,75867.788,-1701.212,1,1
71170,71274.562,104.562,1,1
67531,67831.564,300.564,0,0
65630,65916.026,286.026,0,0
64747,64974.869,227.869,0,0
65334,65484.948,150.948,0,0
68064,67793.492,-270.508,0,0
72262,71690.757,-571.243,1,1
77013,76315.26,-697.74,1,1
80290,79423.236,-866.764,1,1
82594,81719.611,-874.389,1,1
84552,83695.328,-856.672,1,1
86221,85253.745,-967.255,1,1
88015,86943.096,-1071.904,1,1
89726,88754.181,-971.819,1,1
91162,90900.576,-261.424,1,1
92589,92859.318,270.318,1,1
94204,95210.161,1006.161,1,1
95424,97221.039,1797.039,1,1
95006,97368.356,2362.356,1,1
93364,95472.329,2108.329,1,1
91580,92275.936,695.936,1,1
89677,90169.841,492.841,1,1
84178,84957.519,779.519,1,1
77766,78723.921,957.921,1,1
72321,73213.927,892.927,1,1
68658,69538.278,880.278,0,0
66455,67299.624,844.624,0,0
65326,65984.672,658.672,0,0
65771,66279.627,508.627,0,0
68353,68548.659,195.659,0,0
72562,72422.877,-139.123,1,1
77858,77327.384,-530.616,1,1
82108,81307.338,-800.662,1,1
85548,84632.301,-915.699,1,1
88914,88226.99,-687.01,1,1
92195,91336.06,-858.94,1,1
95295,94645.053,-649.947,1,1
98469,97207.746,-1261.254,1,1
100948,98745.512,-2202.488,1,1
103196,102009.519,-1186.481,1,1
105074,104587.305,-486.695,1,1
106224,105882.127,-341.873,1,1
105226,104925.992,-300.008,1,1
102565,102351.1,-213.9,1,1
99675,98585.152,-1089.848,1,1
97144,96506.446,-637.554,1,1
91022,90928.378,-93.622,1,1
83645,84222.808,577.808,1,1
