,dap,target,class,
872,40.664396,25.692803,1,","
873,40.575496,28.011753,1,","
874,40.164683,26.184499,1,","
875,41.504992,27.170108,1,","
876,37.477149,30.537799,1,","
877,39.197991,23.81738,1,","
878,36.780177,23.989368,1,","
879,34.713147,23.668004,1,","
880,34.213004,24.150251,1,","
881,36.320198,26.347689,1,","
882,35.398283,27.95505,1,","
883,42.207144,30.129405,1,","
884,47.566103,32.634854,1,","
885,39.555646,36.954984,1,","
886,34.593437,32.783051,1,","
887,31.004887,37.968934,1,","
888,26.139671,26.311099,1,","
889,25.46703,26.116178,1,","
890,23.989191,27.407426,1,","
891,24.38062,26.81891,1,","
892,25.414564,25.753709,1,","
893,29.414531,22.201378,1,","
894,37.232883,24.875314,1,","
895,40.775835,24.518739,1,","
896,38.150256,27.777243,1,","
897,37.134495,29.465893,1,","
898,37.559041,30.414926,1,","
899,35.532851,33.060691,1,","
900,35.090843,87.562718,2,","
901,33.407756,34.497367,1,","
902,28.819528,28.234227,1,","
903,28.040452,24.009087,1,","
904,31.073702,27.100817,1,","
905,30.192268,31.205193,1,","
906,34.998152,27.410684,1,","
907,42.326069,49.575044,1,","
908,49.126105,78.623096,2,","
909,37.464358,70.56473,2,","
910,33.126581,44.353766,1,","
911,32.047059,30.417609,1,","
912,34.339762,31.791905,1,","
913,32.580516,29.195864,1,","
914,30.64441,30.166399,1,","
915,31.770704,30.230515,1,","
916,34.672364,31.603489,1,","
917,40.959087,29.580392,1,","
918,53.798227,56.806189,2,","
919,65.244297,32.435686,1,","
920,46.069998,31.824365,1,","
921,38.72448,40.993601,1,","
922,36.589387,43.311826,1,","
923,35.051448,28.267033,1,","
924,32.75979,60.429529,2,","
925,29.800868,32.131413,1,","
926,28.735418,28.828747,1,","
927,27.344305,24.774807,1,","
928,27.537216,29.081154,1,","
929,29.095699,53.631182,1,","
930,30.877608,23.367639,1,","
931,37.801304,28.811353,1,","
932,48.326763,31.277491,1,","
933,36.684729,31.151746,1,","
934,32.106405,27.428904,1,","
935,28.433517,29.238347,1,","
936,29.207599,23.496704,1,","
937,27.894457,25.244302,1,","
938,26.579352,22.144083,1,","
939,27.069759,25.524949,1,","
940,29.771936,25.436844,1,","
941,36.339308,32.130448,1,","
942,53.459858,34.354269,1,","
943,62.49652,32.977918,1,","
944,44.015472,36.430574,1,","
945,38.2592,28.376507,1,","
946,37.729175,29.629134,1,","
947,33.215383,48.470253,1,","
948,32.311378,63.579698,2,","
949,29.750061,23.603487,1,","
950,27.785187,34.075699,1,","
951,25.992223,19.022219,1,","
952,25.939282,29.402402,1,","
953,25.967221,25.162447,1,","
954,27.131959,26.679605,1,","
955,34.882259,26.375714,1,","
956,42.500167,30.353474,1,","
957,34.472249,27.565206,1,","
958,27.729572,22.83227,1,","
959,23.37988,22.058524,1,","
960,24.761864,22.325241,1,","
961,24.713304,24.305643,1,","
962,22.865609,22.825202,1,","
963,23.204924,22.499535,1,","
964,23.525318,25.004549,1,","
965,24.749189,25.604225,1,","
966,25.110675,23.882434,1,","
967,27.503046,23.621301,1,","
968,28.637966,24.540156,1,","
969,30.845644,34.613817,1,","
970,31.346144,27.868609,1,","
971,30.629076,28.56719,1,","
972,29.034696,23.02865,1,","
973,27.632794,29.70732,1,","
974,26.35979,25.031748,1,","
975,26.111323,26.583423,1,","
976,27.621102,44.589768,1,","
977,29.007162,26.621694,1,","
978,27.525453,33.189576,1,","
979,29.984278,22.364032,1,","
980,37.147462,25.07437,1,","
981,29.165529,24.586669,1,","
982,25.677029,20.423971,1,","
983,22.822714,18.391315,1,","
984,21.165891,19.022897,1,","
985,20.616742,19.266367,1,","
986,18.891447,17.787988,1,","
987,18.274795,17.710436,1,","
988,18.462284,18.750057,1,","
989,18.457066,20.220734,1,","
990,20.626119,18.085319,1,","
991,22.434588,19.494634,1,","
992,23.543054,19.305801,1,","
993,24.528986,19.692002,1,","
994,24.988746,21.367807,1,","
995,25.293812,22.5782,1,","
996,24.399449,20.501962,1,","
997,23.462399,20.394404,1,","
998,22.887539,19.712802,1,","
999,22.566574,19.008725,1,","
1000,23.494641,18.591114,1,","
1001,23.693522,19.246615,1,","
1002,23.580904,19.454183,1,","
1003,28.473984,22.105336,1,","
1004,35.266915,22.911809,1,","
1005,29.354286,20.792747,1,","
1006,23.273582,18.532314,1,","
1007,20.853651,18.396797,1,","
1008,20.361823,18.635636,1,","
1009,20.131181,19.471941,1,","
1010,18.943915,19.284303,1,","
1011,19.677728,17.923751,1,","
1012,21.309282,17.260818,1,","
1013,25.720959,18.796723,1,","
1014,41.504135,29.942207,1,","
1015,38.873974,22.4281,1,","
1016,35.12924,26.319458,1,","
1017,31.876538,21.342397,1,","
1018,30.489381,23.27335,1,","
1019,29.814752,21.209119,1,","
1020,28.673867,18.636006,1,","
1021,25.44335,19.081782,1,","
1022,24.675695,20.016069,1,","
1023,23.117,27.18061,1,","
1024,25.228312,20.590362,1,","
1025,27.063879,24.399141,1,","
1026,27.528893,24.106179,1,","
1027,34.880025,23.936998,1,","
1028,41.130107,26.305315,1,","
1029,33.485291,23.624072,1,","
1030,22.79915,18.540196,1,","
1031,20.097422,18.668897,1,","
1032,19.194566,18.314154,1,","
1033,18.526969,18.030487,1,","
1034,18.220412,17.066544,1,","
1035,18.147447,16.967712,1,","
1036,18.427639,16.937007,1,","
1037,20.640168,17.990207,1,","
1038,27.226799,22.39765,1,","
1039,26.623128,20.497937,1,","
1040,26.707961,24.954752,1,","
1041,25.94352,24.968618,1,","
1042,26.625525,22.840167,1,","
1043,28.522323,39.211255,1,","
1044,32.306365,102.081681,2,","
1045,33.694443,73.992016,2,","
1046,36.328484,37.874821,1,","
1047,37.620664,54.742,1,","
1048,43.302072,103.943499,2,","
1049,46.12292,113.562883,2,","
1050,42.591608,106.165919,2,","
1051,43.042434,97.904236,2,","
1052,47.869334,60.733182,2,","
1053,35.436514,45.762705,1,","
1054,26.222464,30.127142,1,","
1055,22.295247,23.308457,1,","
1056,20.505894,17.732283,1,","
1057,19.10664,16.801564,1,","
1058,17.941399,16.326556,1,","
1059,17.675808,16.371698,1,","
1060,17.282224,17.118683,1,","
1061,19.719976,17.793732,1,","
1062,23.045877,20.213149,1,","
1063,26.325349,23.018116,1,","
1064,27.797163,22.295213,1,","
1065,29.998092,38.549685,1,","
1066,32.834941,23.77993,1,","
1067,36.498564,21.66554,1,","
1068,42.928792,28.380292,1,","
1069,43.822452,37.627219,1,","
1070,50.444651,48.064388,1,","
1071,54.386598,62.673393,2,","
1072,65.142745,45.834882,1,","
1073,66.388948,64.090293,2,","
1074,50.935099,82.511801,2,","
1075,49.822501,90.079383,2,","
1076,49.759443,78.092077,2,","
1077,35.862435,38.172443,1,","
1078,27.760223,26.922532,1,","
1079,23.851682,28.319088,1,","
1080,22.844688,24.636131,1,","
1081,21.395843,26.805036,1,","
1082,19.653758,20.64924,1,","
1083,18.945063,22.803247,1,","
1084,19.309242,20.356104,1,","
1085,22.113714,25.463315,1,","
1086,27.402444,40.353337,1,","
1087,31.019699,28.334439,1,","
1088,31.724635,30.399653,1,","
1089,35.333296,26.798832,1,","
1090,38.661935,27.240915,1,","
1091,42.367515,29.87978,1,","
1092,50.192225,27.612282,1,","
1093,48.95866,27.92173,1,","
1094,50.437504,30.751702,1,","
1095,54.49853,31.445416,1,","
1096,54.899747,28.505205,1,","
1097,54.494226,43.866938,1,","
1098,48.579967,40.695004,1,","
1099,48.774919,29.088506,1,","
1100,50.408318,34.576704,1,","
1101,34.579781,29.655068,1,","
1102,27.191164,23.322886,1,","
1103,22.42066,21.092996,1,","
1104,23.664233,24.211395,1,","
1105,20.999045,19.04349,1,","
1106,19.424991,17.537962,1,","
1107,18.863317,17.998567,1,","
1108,19.456001,18.362062,1,","
1109,21.974928,19.240837,1,","
1110,27.845334,25.149289,1,","
1111,28.332022,20.114308,1,","
1112,28.750326,19.706331,1,","
1113,28.334874,22.197878,1,","
1114,28.968958,23.432719,1,","
1115,29.060907,23.815136,1,","
1116,28.444841,23.460712,1,","
1117,27.407876,24.637841,1,","
1118,26.666606,29.862165,1,","
1119,25.646034,21.384797,1,","
1120,26.112283,25.722487,1,","
1121,26.147092,25.595165,1,","
1122,26.344436,24.68972,1,","
1123,29.659599,23.585387,1,","
1124,31.679699,29.272664,1,","
1125,28.381181,36.568961,1,","
1126,24.317491,20.763012,1,","
1127,20.764184,18.755619,1,","
1128,23.22041,18.374516,1,","
1129,22.675189,17.160638,1,","
1130,20.103716,16.287946,1,","
1131,19.398781,16.31068,1,","
1132,19.95492,16.461393,1,","
1133,20.45094,17.0673,1,","
1134,20.552958,18.28233,1,","
1135,21.738677,18.259545,1,","
1136,22.454374,17.834667,1,","
1137,22.626907,18.801768,1,","
1138,20.884693,22.162473,1,","
1139,20.136957,15.110545,1,","
1140,19.578396,18.749829,1,","
1141,19.360847,17.312648,1,","
1142,19.334476,16.485789,1,","
1143,19.354108,16.435718,1,","
1144,20.560034,18.059387,1,","
1145,20.814843,15.013383,1,","
1146,21.887396,27.271744,1,","
1147,24.387332,19.425331,1,","
1148,27.531819,56.052809,1,","
1149,23.877408,23.415725,1,","
1150,19.966484,17.667167,1,","
1151,18.644471,17.026527,1,","
1152,18.748335,15.036584,1,","
1153,18.215841,14.941627,1,","
1154,16.926183,14.137264,1,","
1155,16.649111,14.115686,1,","
1156,16.386613,13.568771,1,","
1157,16.068491,15.017058,1,","
1158,16.372378,15.766039,1,","
1159,17.247904,14.16104,1,","
1160,18.390041,17.344209,1,","
1161,20.315461,29.74342,1,","
1162,21.247644,15.262093,1,","
1163,22.809857,16.858919,1,","
1164,24.198329,17.965307,1,","
1165,24.829099,19.657519,1,","
1166,28.308021,21.553355,1,","
1167,30.934335,83.568386,2,","
1168,33.993935,21.589514,1,","
1169,40.542816,29.9631,1,","
1170,37.859554,29.401612,1,","
1171,35.273416,28.36454,1,","
1172,46.852575,38.88782,1,","
1173,33.179181,26.757346,1,","
1174,25.540234,24.01363,1,","
1175,22.794232,21.58524,1,","
1176,20.317348,19.078059,1,","
1177,19.087315,19.058396,1,","
1178,18.123071,18.943121,1,","
1179,17.902991,19.335238,1,","
1180,18.896394,19.604288,1,","
1181,21.583961,21.500204,1,","
1182,27.098245,28.779664,1,","
1183,28.770309,26.957384,1,","
1184,30.626277,29.568896,1,","
1185,34.07108,31.855191,1,","
1186,33.112848,28.680875,1,","
1187,35.95491,32.583378,1,","
1188,38.141583,33.455051,1,","
1189,40.263153,43.703408,1,","
1190,39.18634,35.192708,1,","
1191,38.148082,32.913435,1,","
1192,39.742733,42.785996,1,","
1193,39.387077,33.954315,1,","
1194,39.164972,30.686066,1,","
1195,36.201195,30.53602,1,","
1196,38.820118,28.465306,1,","
1197,34.134168,28.636213,1,","
1198,27.252626,23.18746,1,","
1199,23.408832,20.012256,1,","
1200,22.369397,21.956842,1,","
1201,19.505099,19.441449,1,","
1202,18.465509,18.055226,1,","
1203,17.846117,17.651867,1,","
1204,18.339274,17.615974,1,","
1205,20.396651,17.573309,1,","
1206,26.352356,26.077212,1,","
1207,28.241326,32.328331,1,","
1208,30.085553,25.704754,1,","
1209,36.025918,70.979078,2,","
1210,40.53206,25.91553,1,","
1211,40.35157,26.779722,1,","
1212,49.649046,54.644644,1,","
1213,49.468262,62.14004,2,","
1214,42.10377,41.55779,1,","
1215,53.63324,30.289577,1,","
1216,89.58583,49.18452,1,","
1217,96.355496,99.332364,2,","
1218,58.447007,53.215406,1,","
1219,47.897032,26.902261,1,","
1220,54.998767,32.149313,1,","
1221,42.180988,40.09658,1,","
1222,29.521131,27.127337,1,","
1223,24.701032,24.725577,1,","
1224,25.778315,26.947402,1,","
1225,23.032251,21.896659,1,","
1226,20.873418,20.761542,1,","
1227,21.033263,19.698677,1,","
1228,21.222785,20.221332,1,","
1229,23.044904,22.985402,1,","
1230,29.177054,28.287497,1,","
1231,30.702947,33.632749,1,","
1232,32.058866,29.710533,1,","
1233,34.827614,32.018187,1,","
1234,35.13073,25.953598,1,","
1235,36.99975,39.48611,1,","
1236,37.471733,41.904711,1,","
1237,39.140016,29.667826,1,","
1238,37.516956,30.900469,1,","
1239,38.320001,27.653464,1,","
1240,38.056973,37.851636,1,","
1241,35.682884,49.617116,1,","
1242,32.705403,37.537155,1,","
1243,32.98163,33.135935,1,","
1244,43.48252,27.155976,1,","
1245,33.261464,33.212565,1,","
1246,28.103002,23.124299,1,","
1247,24.240215,21.575164,1,","
1248,23.787162,32.044245,1,","
1249,22.066132,21.230354,1,","
1250,20.814165,19.721907,1,","
1251,20.412533,19.759571,1,","
1252,21.355311,22.032788,1,","
1253,24.887582,49.866697,1,","
1254,33.057604,23.997044,1,","
1255,32.921743,22.641143,1,","
1256,32.529282,26.926423,1,","
1257,35.43582,29.198461,1,","
1258,34.20407,31.827941,1,","
1259,31.513687,27.410636,1,","
1260,31.551071,32.671899,1,","
1261,30.863887,28.727422,1,","
1262,29.405852,23.463901,1,","
1263,28.964623,22.195528,1,","
1264,28.76441,24.988636,1,","
1265,28.994982,28.799989,1,","
1266,28.595663,27.030006,1,","
1267,29.717198,40.376453,1,","
1268,38.780159,35.345197,1,","
1269,31.486481,44.323062,1,","
1270,27.067793,28.077904,1,","
1271,25.884243,25.406991,1,","
1272,26.231427,21.80081,1,","
1273,23.607274,20.870062,1,","
1274,22.390971,20.550583,1,","
1275,22.337426,21.369005,1,","
1276,22.976484,21.436399,1,","
1277,27.18579,26.744713,1,","
1278,31.890814,121.257976,2,","
1279,38.226266,24.911922,1,","
1280,38.242894,28.929137,1,","
1281,39.518482,28.707134,1,","
1282,36.236108,27.386229,1,","
1283,34.949487,26.328843,1,","
1284,31.464434,33.511127,1,","
1285,30.898956,22.896537,1,","
1286,28.828026,24.363864,1,","
1287,28.280112,25.940698,1,","
1288,28.480465,22.832609,1,","
1289,28.846155,23.587952,1,","
1290,28.829659,24.666842,1,","
1291,29.608109,24.048116,1,","
1292,38.851501,32.323356,1,","
1293,30.162216,27.352745,1,","
1294,28.016494,41.366873,1,","
1295,25.225212,25.025424,1,","
1296,29.176603,25.671205,1,","
1297,26.818202,23.604765,1,","
1298,25.640063,25.319043,1,","
1299,25.210314,22.93436,1,","
1300,25.335942,24.723582,1,","
1301,27.397489,29.290612,1,","
1302,27.810975,21.282956,1,","
1303,29.591609,21.88446,1,","
1304,30.614508,24.388713,1,","
1305,33.18766,25.383209,1,","
1306,28.948858,24.434334,1,","
1307,28.548194,36.136626,1,","
1308,27.324104,22.69331,1,","
1309,25.767366,25.205629,1,","
1310,24.244462,20.583196,1,","
1311,23.677786,21.649789,1,","
1312,24.019578,23.085248,1,","
1313,25.379674,22.266689,1,","
1314,27.047601,25.583629,1,","
1315,29.861618,30.356539,1,","
1316,40.054862,25.526922,1,","
1317,29.726614,27.640296,1,","
1318,25.796896,108.660743,2,","
1319,23.319632,22.789273,1,","
1320,24.719006,21.766172,1,","
1321,23.560117,19.746723,1,","
1322,21.77639,18.762106,1,","
1323,20.756464,17.757263,1,","
1324,20.940908,17.705217,1,","
1325,21.42393,16.963844,1,","
1326,21.287607,17.861623,1,","
1327,22.533287,18.557947,1,","
1328,24.597182,20.972137,1,","
1329,26.007116,24.31749,1,","
1330,24.177377,19.014627,1,","
1331,24.106475,19.045169,1,","
1332,23.191947,20.709267,1,","
1333,22.562507,21.643144,1,","
1334,21.994731,20.90475,1,","
1335,21.421453,19.344477,1,","
1336,22.983085,21.75135,1,","
1337,25.218646,26.267086,1,","
1338,25.953745,28.465782,1,","
1339,29.452455,23.943209,1,","
1340,35.911436,27.817903,1,","
1341,31.540895,27.15149,1,","
1342,25.749042,25.635779,1,","
1343,22.937628,21.929636,1,","
1344,25.314292,20.550291,1,","
1345,23.707862,21.952781,1,","
1346,22.654601,21.811709,1,","
1347,22.520321,20.797724,1,","
1348,23.277457,21.92476,1,","
1349,29.206389,24.685519,1,","
1350,40.623824,24.951325,1,","
1351,41.934524,30.86871,1,","
1352,37.400405,26.967169,1,","
1353,39.735024,37.961711,1,","
1354,38.587521,27.899802,1,","
1355,38.35899,28.964988,1,","
1356,36.126786,27.106995,1,","
1357,34.435632,26.803719,1,","
1358,31.468447,26.533059,1,","
1359,28.934168,28.707368,1,","
1360,30.027908,28.868267,1,","
1361,30.816976,25.770033,1,","
1362,30.407208,29.278629,1,","
1363,31.500357,29.926138,1,","
1364,36.550172,34.066478,1,","
1365,33.406868,25.559866,1,","
1366,28.013078,23.663718,1,","
1367,24.087353,22.233485,1,","
1368,22.923923,20.752387,1,","
1369,20.542357,20.061353,1,","
1370,20.071979,19.999665,1,","
1371,20.195658,20.511362,1,","
1372,21.218487,21.497917,1,","
1373,23.836912,25.317216,1,","
1374,32.345947,28.282519,1,","
1375,31.398829,26.055011,1,","
1376,32.355635,25.535002,1,","
1377,32.513343,24.416067,1,","
1378,31.692383,27.99641,1,","
1379,30.348594,24.177655,1,","
1380,30.185714,27.541587,1,","
1381,28.876204,25.536883,1,","
1382,27.171744,26.222465,1,","
1383,26.328996,25.325108,1,","
1384,26.683142,26.936843,1,","
1385,28.104524,28.881312,1,","
1386,28.219697,27.687306,1,","
1387,29.898016,33.323168,1,","
1388,34.468357,25.532214,1,","
1389,31.239931,30.312301,1,","
1390,25.875686,24.824189,1,","
1391,22.583844,21.049111,1,","
1392,21.622941,20.17424,1,","
1393,20.095269,18.636432,1,","
1394,19.799393,18.782719,1,","
1395,19.665935,18.074559,1,","
1396,20.250498,18.974957,1,","
1397,24.812821,22.60576,1,","
1398,32.571275,26.65639,1,","
1399,31.72522,29.803035,1,","
1400,32.261563,30.030352,1,","
1401,32.10317,43.064116,1,","
1402,31.190404,38.557768,1,","
1403,29.672315,31.381916,1,","
1404,29.342464,28.087242,1,","
1405,27.557505,29.117332,1,","
1406,26.652235,28.318038,1,","
1407,26.279601,41.108174,1,","
1408,26.610075,28.654155,1,","
1409,27.844747,30.720123,1,","
1410,28.287905,24.560371,1,","
1411,30.536863,28.418107,1,","
1412,38.585715,28.697547,1,","
1413,31.480728,27.46898,1,","
1414,25.262907,22.275794,1,","
1415,21.931069,21.031534,1,","
1416,21.834487,19.95337,1,","
1417,20.165469,20.275793,1,","
1418,19.830994,19.819019,1,","
1419,19.671658,19.764745,1,","
1420,20.743653,20.811656,1,","
1421,24.323217,42.882251,1,","
1422,33.368914,35.377178,1,","
1423,30.689971,23.853766,1,","
1424,30.492973,22.844917,1,","
1425,30.515246,23.958207,1,","
1426,30.23266,24.149034,1,","
1427,29.308572,23.355255,1,","
1428,28.407588,26.133608,1,","
1429,27.527121,26.947947,1,","
1430,27.359504,27.843777,1,","
1431,26.967774,26.109686,1,","
1432,27.561886,24.11837,1,","
1433,28.504218,25.946838,1,","
1434,28.858087,23.92145,1,","
1435,30.044862,25.140297,1,","
1436,34.788754,27.04097,1,","
1437,30.396448,23.867136,1,","
1438,25.959701,22.147222,1,","
1439,21.413991,19.835226,1,","
1440,20.551482,20.311496,1,","
1441,19.248938,18.646017,1,","
1442,19.006796,18.56532,1,","
1443,19.860039,17.98138,1,","
1444,20.595288,18.753412,1,","
1445,23.379234,20.286553,1,","
1446,28.229998,24.242332,1,","
1447,28.084453,21.238805,1,","
1448,27.884455,22.724711,1,","
1449,28.415238,26.054381,1,","
1450,28.380897,26.336273,1,","
1451,27.936855,27.32061,1,","
1452,27.631587,28.784654,1,","
1453,27.591892,26.463611,1,","
1454,26.936945,26.398123,1,","
1455,26.549104,24.314441,1,","
1456,26.628097,26.704626,1,","
1457,27.473537,24.334826,1,","
1458,26.786936,22.76954,1,","
1459,27.441327,22.705025,1,","
1460,29.50644,24.718678,1,","
1461,26.483827,31.249803,1,","
1462,23.635223,20.114542,1,","
1463,20.352315,18.823515,1,","
1464,22.034997,20.481882,1,","
1465,21.523252,19.307581,1,","
1466,20.675883,19.005764,1,","
1467,19.98292,18.686551,1,","
1468,20.005421,19.613589,1,","
1469,20.235813,19.883208,1,","
1470,20.602655,20.018751,1,","
1471,20.191425,19.010246,1,","
1472,21.655741,19.075132,1,","
1473,22.399515,20.539765,1,","
1474,22.542319,24.605422,1,","
1475,23.816379,21.982748,1,","
1476,23.757284,23.985395,1,","
1477,23.685817,24.766342,1,","
1478,23.594995,21.890627,1,","
1479,24.389485,23.428745,1,","
1480,25.316354,26.268192,1,","
1481,26.874593,47.382236,1,","
1482,26.749362,22.931281,1,","
1483,27.0155,21.534133,1,","
1484,29.411251,22.348719,1,","
1485,27.937807,40.305166,1,","
1486,24.577939,23.422983,1,","
1487,20.335868,18.920246,1,","
1488,21.311509,19.091804,1,","
1489,20.415411,18.891082,1,","
1490,19.776182,18.482501,1,","
1491,19.199503,17.624705,1,","
1492,18.723466,17.628653,1,","
1493,18.816376,18.558266,1,","
1494,18.75132,18.502643,1,","
1495,18.9388,17.075916,1,","
1496,19.823111,19.103231,1,","
1497,21.181012,21.685447,1,","
1498,21.795279,20.805974,1,","
1499,22.038735,22.950283,1,","
1500,22.620611,20.583275,1,","
1501,22.70134,21.913838,1,","
1502,22.974571,21.671218,1,","
1503,23.858436,24.018134,1,","
1504,25.740494,29.494477,1,","
1505,27.739539,28.698996,1,","
1506,27.784829,24.495387,1,","
1507,27.706187,23.996536,1,","
1508,28.955229,26.590455,1,","
1509,26.899282,25.642135,1,","
1510,22.488518,22.311898,1,","
1511,19.278771,22.614311,1,","
1512,19.068756,18.897412,1,","
1513,18.967244,19.945661,1,","
1514,17.83554,17.813316,1,","
1515,17.380811,17.071162,1,","
1516,18.383506,18.571902,1,","
1517,19.453713,20.826587,1,","
1518,22.259861,25.47824,1,","
1519,23.782813,23.956343,1,","
1520,23.969343,24.251844,1,","
1521,25.272056,33.505453,1,","
1522,26.48056,28.120519,1,","
1523,26.656663,28.036132,1,","
1524,27.031585,30.258876,1,","
1525,28.690105,31.14032,1,","
1526,29.686971,34.32913,1,","
1527,29.318569,25.92063,1,","
1528,29.645021,26.478258,1,","
1529,30.696892,33.007427,1,","
1530,29.331244,41.463373,1,","
1531,29.168064,27.013214,1,","
1532,30.103487,27.339828,1,","
1533,28.589983,29.300933,1,","
1534,21.821621,24.284777,1,","
1535,19.288583,24.453153,1,","
1536,20.718231,21.851821,1,","
1537,19.272646,19.563449,1,","
1538,18.319252,19.294766,1,","
1539,18.035554,18.974216,1,","
1540,18.622137,19.769236,1,","
1541,20.220645,22.254311,1,","
1542,25.180819,22.339413,1,","
1543,25.319977,22.786426,1,","
1544,25.732692,25.978524,1,","
1545,27.269403,24.015941,1,","
1546,28.690742,26.091213,1,","
1547,30.310496,34.004269,1,","
1548,30.959102,24.625668,1,","
1549,31.631901,27.780994,1,","
1550,33.041283,29.050976,1,","
1551,36.340916,28.694786,1,","
1552,36.5602,52.806929,1,","
1553,37.332012,48.429672,1,","
1554,35.024813,101.146313,2,","
1555,32.950956,35.780104,1,","
1556,33.764366,31.072343,1,","
1557,31.428299,31.970719,1,","
1558,23.72977,24.030353,1,","
1559,21.44736,21.544073,1,","
1560,20.434157,19.084093,1,","
1561,18.959647,18.271409,1,","
1562,18.251193,17.041778,1,","
1563,17.338916,15.900516,1,","
1564,18.377533,16.985267,1,","
1565,20.566039,17.337131,1,","
1566,24.177486,18.637735,1,","
1567,24.097315,19.498953,1,","
1568,25.102793,22.155028,1,","
1569,28.337826,23.442956,1,","
1570,29.372015,31.396461,1,","
1571,30.31698,24.854469,1,","
1572,32.466988,29.532461,1,","
1573,37.797311,29.65735,1,","
1574,40.79293,34.814088,1,","
1575,44.441864,39.103383,1,","
1576,49.614148,41.565096,1,","
1577,53.828733,211.777448,2,","
1578,46.052253,37.912117,1,","
1579,40.235835,38.556011,1,","
1580,40.53864,27.078114,1,","
1581,34.14837,34.408694,1,","
1582,27.502622,26.978269,1,","
1583,23.117095,21.265025,1,","
1584,21.465941,22.100929,1,","
1585,19.359941,16.863575,1,","
1586,18.43609,15.116887,1,","
1587,17.486454,14.652197,1,","
1588,18.183425,14.369032,1,","
1589,19.185099,15.628493,1,","
1590,23.165787,16.951701,1,","
1591,24.228341,19.00397,1,","
1592,25.785755,23.080133,1,","
1593,29.906584,24.322202,1,","
1594,32.759495,26.566036,1,","
1595,36.861636,31.745176,1,","
1596,41.897862,47.74054,1,","
1597,46.400535,32.078917,1,","
1598,50.814082,25.901214,1,","
1599,56.129511,30.951588,1,","
1600,65.717607,39.461111,1,","
1601,66.598792,37.527141,1,","
1602,52.661071,33.320363,1,","
1603,43.036791,31.607565,1,","
1604,40.702123,30.434486,1,","
1605,35.301249,33.259844,1,","
1606,28.692411,23.431557,1,","
1607,23.684562,19.834156,1,","
1608,20.961705,19.822174,1,","
1609,18.89681,16.821687,1,","
1610,18.242214,14.548294,1,","
1611,17.13053,15.717726,1,","
1612,17.818617,15.12007,1,","
1613,18.739278,14.668276,1,","
1614,21.266379,18.78282,1,","
1615,22.768714,17.64144,1,","
1616,24.154608,22.239443,1,","
1617,27.441201,22.322907,1,","
1618,30.638704,24.84713,1,","
1619,34.6533,25.63122,1,","
1620,38.276157,24.883207,1,","
1621,43.458697,35.430256,1,","
1622,48.806073,33.185675,1,","
1623,56.143743,33.385955,1,","
1624,64.696862,38.389834,1,","
1625,69.708654,34.622041,1,","
1626,50.680043,31.766618,1,","
1627,41.641432,30.470485,1,","
1628,37.477844,25.365317,1,","
1629,35.040301,26.009993,1,","
1630,29.459739,25.391923,1,","
1631,24.650936,20.979029,1,","
1632,20.857533,21.449808,1,","
1633,18.727985,19.725009,1,","
1634,17.920918,18.781595,1,","
1635,17.244128,17.909109,1,","
1636,16.950087,17.465729,1,","
1637,17.302673,17.818991,1,","
1638,17.248194,15.331687,1,","
1639,19.027049,17.053414,1,","
1640,20.820759,17.83469,1,","
1641,23.827435,19.96195,1,","
1642,26.526641,23.730276,1,","
1643,30.27565,31.936297,1,","
1644,33.886003,25.856946,1,","
1645,36.817896,26.251023,1,","
1646,39.076735,28.933808,1,","
1647,47.177826,30.698193,1,","
1648,57.308669,29.24011,1,","
1649,61.917527,30.668232,1,","
1650,49.060408,32.56094,1,","
1651,39.122971,27.694383,1,","
1652,38.823885,27.015719,1,","
1653,34.234799,25.714642,1,","
1654,27.017634,24.732869,1,","
1655,24.592007,23.949353,1,","
1656,23.56549,20.876177,1,","
1657,19.697651,19.403549,1,","
1658,19.613627,17.249431,1,","
1659,17.682895,16.262677,1,","
1660,17.574567,15.334094,1,","
1661,16.923152,15.93015,1,","
1662,16.446159,14.410319,1,","
1663,19.687974,15.201645,1,","
1664,19.956935,18.656027,1,","
1665,23.54536,22.86675,1,","
1666,27.117393,27.089435,1,","
1667,31.079663,27.337375,1,","
1668,35.306366,29.87442,1,","
1669,37.927173,30.591785,1,","
1670,41.527223,32.551108,1,","
1671,45.918523,34.406345,1,","
1672,59.90328,69.016327,2,","
1673,64.283558,39.992615,1,","
1674,54.772159,38.170778,1,","
1675,42.50079,34.228207,1,","
1676,40.51423,31.564609,1,","
1677,35.521508,33.689093,1,","
1678,29.878395,26.916719,1,","
1679,24.792233,26.566711,1,","
1680,23.895818,26.632898,1,","
1681,21.944589,24.246668,1,","
1682,19.427937,20.326037,1,","
1683,18.767656,20.321865,1,","
1684,19.119958,20.477399,1,","
1685,21.669716,24.111075,1,","
1686,23.363315,22.611109,1,","
1687,24.332116,25.684328,1,","
1688,26.096978,30.52271,1,","
1689,30.740019,27.672383,1,","
1690,33.04116,28.07063,1,","
1691,35.48526,29.897554,1,","
1692,36.392891,43.253922,1,","
1693,38.573897,40.431158,1,","
1694,39.652808,39.352845,1,","
1695,41.833362,48.104674,1,","
1696,43.825379,53.038089,1,","
1697,43.779235,65.702112,2,","
1698,42.16279,64.0117,2,","
1699,36.69989,38.815498,1,","
1700,38.576259,53.387481,1,","
1701,33.802949,26.490738,1,","
