,dap,target,error,class
176,37.619658,21.777241,-15.842417000000001,1
177,33.157991,21.35019,-11.807801000000001,1
178,30.452939,26.187853,-4.265086,1
179,26.800616,22.912448,-3.8881680000000003,1
180,24.396895,26.27708,1.8801850000000009,1
181,23.27957,22.958681,-0.3208890000000011,1
182,21.627965,69.922986,48.29502099999999,1
183,21.129339,23.247028,2.1176889999999986,1
184,21.887696,21.353198,-0.5344979999999993,1
185,22.735978,21.519079,-1.216898999999998,1
186,26.479736,21.803962,-4.6757740000000005,1
187,37.13575,542.906344,505.77059399999996,1
188,34.108486,21.771928,-12.336558,1
189,28.32728,20.776338,-7.550941999999999,1
190,23.645781,20.376403,-3.2693779999999997,1
191,21.371959,17.094644,-4.2773150000000015,1
192,21.649117,18.018576,-3.630541000000001,1
193,20.939225,18.303486,-2.635739000000001,1
194,20.024613,17.571832,-2.452780999999998,1
195,19.988295,18.626418,-1.3618769999999998,1
196,21.878113,19.679917,-2.1981959999999994,1
197,25.309106,20.483282,-4.825824000000001,1
198,33.936478,30.593975,-3.3425030000000007,1
199,40.038923,22.532224,-17.506698999999998,1
200,32.895668,22.564676,-10.330992000000002,1
201,29.322785,25.727057,-3.595728000000001,1
202,27.607345,26.875107,-0.7322379999999988,1
203,26.071216,20.133531,-5.937684999999998,1
204,24.15749,19.941937,-4.215553,1
205,23.396988,19.345625,-4.051363000000002,1
206,22.232304,19.777973,-2.454331,1
207,21.705575,19.63163,-2.0739449999999984,1
208,21.938679,19.894806,-2.0438730000000014,1
209,22.372559,21.088193,-1.2843659999999986,1
210,24.102955,21.130734,-2.972221000000001,1
211,32.630112,26.022728,-6.607383999999996,1
212,32.579567,26.690474,-5.889092999999999,1
213,23.746761,21.510778,-2.235983000000001,1
214,20.730394,23.819058,3.088663999999998,1
215,18.559697,16.002346,-2.5573510000000006,1
216,17.576664,15.839518,-1.737146000000001,0
217,16.450546,15.481061,-0.9694849999999988,0
218,16.214566,15.762866,-0.45170000000000066,0
219,16.006529,15.850077,-0.1564519999999998,0
220,17.149045,18.075456,0.9264109999999981,0
221,21.093249,18.751057,-2.3421920000000007,1
222,32.050448,22.382748,-9.667700000000004,1
223,33.234061,24.601757,-8.632303999999998,1
224,31.072024,20.070733,-11.001290999999998,1
225,31.065516,19.244277,-11.821238999999998,1
226,31.003879,20.051984,-10.951895,1
227,29.65568,23.401549,-6.254131000000001,1
228,28.28912,28.437645,0.14852499999999935,1
229,26.5238,24.116145,-2.407655000000002,1
230,25.6728,21.461655,-4.211144999999998,1
231,24.766098,23.46338,-1.3027179999999987,1
232,24.541362,29.201232,4.6598700000000015,1
233,25.490888,21.197844,-4.293044000000002,1
234,27.763473,23.242479,-4.520994000000002,1
235,34.488178,25.04634,-9.441837999999997,1
236,32.465294,24.724044,-7.741250000000001,1
237,26.179211,21.7472,-4.432010999999999,1
238,22.611,22.237412,-0.3735880000000016,1
239,19.960189,18.279266,-1.680923,1
240,18.40539,17.705145,-0.7002449999999989,0
241,18.466867,18.967126,0.5002589999999998,0
242,17.995946,16.27789,-1.7180560000000007,0
243,17.593509,19.140551,1.5470419999999976,0
244,18.676087,19.163925,0.487838,1
245,21.828042,19.984143,-1.8438990000000004,1
246,34.081419,25.79789,-8.283528999999998,1
247,36.270397,27.562771,-8.707626000000001,1
248,29.493499,20.405457,-9.088042000000002,1
249,30.334601,26.023933,-4.310668,1
250,28.773967,24.162286,-4.611680999999997,1
251,28.27307,28.254331,-0.01873900000000006,1
252,27.435332,29.153017,1.7176849999999995,1
253,26.446866,33.598948,7.152082,1
254,25.835992,34.105547,8.269555,1
255,24.24556,22.547236,-1.6983239999999995,1
256,23.794994,21.163675,-2.6313189999999977,1
257,24.478414,20.943728,-3.5346860000000007,1
258,29.053711,19.028977,-10.024733999999999,1
259,33.663272,22.769034,-10.894237999999998,1
260,33.60206,22.726753,-10.875307000000003,1
261,27.294068,19.569397,-7.724671000000001,1
262,20.730631,18.714803,-2.015827999999999,1
263,19.167123,18.776001,-0.3911219999999993,1
264,16.769657,15.279775,-1.489881999999998,0
265,16.081554,17.796215,1.7146609999999995,0
266,15.716026,15.43793,-0.2780959999999997,0
267,15.593199,15.425623,-0.1675760000000004,0
268,16.168568,16.469494,0.30092600000000047,0
269,20.300958,19.031741,-1.2692170000000011,1
270,29.14735,20.227029,-8.920320999999998,1
271,33.987646,30.231093,-3.7565529999999967,1
272,27.488464,21.067295,-6.421168999999999,1
273,28.001827,23.994311,-4.007515999999999,1
274,28.996409,58.10393,29.107521,1
275,28.858808,114.784164,85.92535600000001,1
276,27.579385,20.516138,-7.063246999999997,1
277,27.499388,32.319471,4.820083,1
278,26.958816,23.650943,-3.307872999999997,1
279,25.856895,27.910035,2.053139999999999,1
280,26.422502,27.646085,1.2235829999999979,1
281,26.700572,22.407796,-4.292776,1
282,32.462038,27.044008,-5.418029999999998,1
283,37.313238,22.416134,-14.897103999999999,1
284,36.556744,134.808369,98.25162499999999,1
285,26.347573,34.113205,7.765632,1
286,22.189186,47.717388,25.528202,1
287,20.067536,22.19173,2.1241939999999992,1
288,19.600257,18.249968,-1.350289,1
289,19.216939,25.075478,5.858539,1
290,18.901011,18.651617,-0.24939399999999878,1
291,18.656098,21.150282,2.4941840000000006,1
292,18.707065,19.911163,1.2040979999999983,1
293,19.43892,20.145308,0.7063880000000005,1
294,22.253061,28.200979,5.947918000000001,1
295,24.739131,19.573009,-5.166122000000001,1
296,23.227803,19.407415,-3.8203880000000012,1
297,23.556999,19.060756,-4.496243,1
298,23.142102,17.275394,-5.866708000000003,1
299,21.991094,18.735964,-3.255130000000001,1
300,21.224204,18.362983,-2.8612210000000005,1
301,20.454711,18.365658,-2.089053,1
302,20.04549,17.094016,-2.951474000000001,1
303,20.259277,19.643774,-0.6155030000000004,1
304,21.227323,54.57515,33.347827,1
305,22.13112,34.68583,12.554710000000004,1
306,24.77795,18.489388,-6.288561999999999,1
307,33.176138,21.576973,-11.599165000000003,1
308,30.298897,55.203784,24.904887,1
309,23.784443,22.224149,-1.560293999999999,1
310,20.341416,23.951468,3.6100519999999996,1
311,18.663032,28.409673,9.746641,1
312,18.406838,18.018312,-0.3885259999999988,0
313,18.445622,15.178333,-3.267289,0
314,17.622892,13.41886,-4.204032,0
315,17.073225,15.066722,-2.0065030000000004,0
316,17.257241,14.02203,-3.2352109999999996,0
317,17.304662,13.979993,-3.324669,0
318,19.787474,13.457102,-6.330371999999999,1
319,21.296045,12.416193,-8.879852,1
320,22.198238,13.728153,-8.470085,1
321,22.548918,30.260556,7.711638000000001,1
322,24.672056,18.309799,-6.362257,1
323,24.2313,20.458083,-3.7732170000000025,1
324,22.439781,18.500401,-3.93938,1
325,21.489832,18.767741,-2.722090999999999,1
326,21.38603,19.207595,-2.1784350000000003,1
327,21.247967,18.021803,-3.2261640000000007,1
328,22.059668,18.53024,-3.5294279999999993,1
329,23.175633,21.440449,-1.7351840000000003,1
330,26.624844,19.392412,-7.232431999999999,1
331,36.142378,19.548733,-16.593645000000002,1
332,38.95085,42.300958,3.3501079999999988,1
333,31.465901,23.560819,-7.905082,1
334,24.762316,20.550747,-4.211568999999997,1
335,21.915283,20.106411,-1.8088719999999974,1
336,19.370143,20.023411,0.6532680000000006,1
337,19.29217,17.764286,-1.5278840000000002,1
338,18.967161,18.404378,-0.5627829999999996,1
339,19.290998,18.90346,-0.38753799999999927,1
340,19.887569,18.250876,-1.6366929999999975,1
341,25.231877,18.453186,-6.778691000000002,1
342,41.865238,26.886725,-14.978513,1
343,48.361923,27.257241,-21.104681999999997,2
344,35.388114,19.951817,-15.436297000000003,1
345,32.605378,23.758001,-8.847377000000002,1
346,31.115446,20.61698,-10.498465999999997,1
347,26.714632,17.331394,-9.383238000000002,1
348,23.923157,17.49263,-6.430527000000001,1
349,22.015009,17.145431,-4.869578000000001,1
350,21.637672,15.906657,-5.731014999999999,1
351,20.721957,15.316115,-5.405842,1
352,21.002055,14.584847,-6.417207999999999,1
353,22.02536,14.977527,-7.047832999999999,1
354,27.725217,16.109363,-11.615854000000002,1
355,41.262221,24.582122,-16.680099,1
356,36.926673,21.619568,-15.307105,1
357,29.129511,18.567416,-10.562095,1
358,21.883811,15.96611,-5.917701000000001,1
359,19.542122,15.545207,-3.9969149999999996,1
360,18.577292,14.874013,-3.703279,1
361,17.575404,15.734877,-1.8405269999999998,0
362,17.108266,15.205934,-1.9023320000000012,0
363,17.392157,15.913937,-1.4782200000000003,0
364,18.658368,15.639794,-3.018573999999999,1
365,24.541652,16.936069,-7.605582999999999,1
366,37.787262,31.004058,-6.783203999999998,1
367,41.163322,27.562702,-13.60062,1
368,28.663935,17.385531,-11.278403999999998,1
369,23.830027,17.701353,-6.128674,1
370,22.704234,16.894604,-5.8096299999999985,1
371,22.654259,15.822917,-6.831341999999999,1
372,21.390568,17.278491,-4.112076999999999,1
373,20.80019,17.373009,-3.427181000000001,1
374,20.700483,15.85789,-4.842592999999999,1
375,20.314067,15.446032,-4.868035000000001,1
376,20.484801,16.652981,-3.8318200000000004,1
377,21.687987,18.145883,-3.5421039999999984,1
378,24.094944,18.279876,-5.815068,1
379,34.087064,19.636987,-14.450076999999997,1
380,33.511965,20.908475,-12.603489999999997,1
381,24.365778,18.60368,-5.762097999999998,1
382,20.884908,16.497544,-4.387363999999998,1
383,18.876709,14.567222,-4.3094870000000025,1
384,15.831686,14.1267,-1.704986,0
385,15.697121,13.524285,-2.1728359999999984,0
386,15.440769,12.878075,-2.5626939999999987,0
387,15.406756,11.87684,-3.529916,0
388,16.241852,13.393653,-2.848199000000001,0
389,19.067494,18.555052,-0.5124420000000001,1
390,25.467925,16.226255,-9.241670000000003,1
391,27.504897,19.387146,-8.117750999999998,1
392,26.588918,20.006395,-6.582522999999998,1
393,27.224841,18.486159,-8.738682,1
394,27.531972,19.440469,-8.091503,1
395,26.743239,18.01759,-8.725649,1
396,24.741491,19.576515,-5.164975999999999,1
397,24.51456,20.216699,-4.297861000000001,1
398,22.739219,19.115917,-3.623301999999999,1
399,21.867883,18.318588,-3.5492950000000008,1
400,22.611704,19.552364,-3.059339999999999,1
401,22.795341,20.942144,-1.8531970000000015,1
402,24.502433,19.763823,-4.738610000000001,1
403,29.559321,18.553515,-11.005806,1
404,28.605441,20.180843,-8.424598,1
405,24.046299,18.931696,-5.1146030000000025,1
406,20.301477,19.618078,-0.6833989999999979,1
407,18.274333,17.133717,-1.1406159999999979,0
408,18.237383,16.098043,-2.1393400000000007,0
409,17.96083,16.54051,-1.4203200000000002,0
410,16.948939,15.98449,-0.9644490000000001,0
411,17.786364,16.279652,-1.5067120000000003,0
412,18.837155,18.523004,-0.31415099999999896,1
413,20.608706,20.970568,0.3618619999999986,1
414,30.568393,20.945015,-9.623377999999999,1
415,35.980349,26.688807,-9.291541999999996,1
416,33.396799,23.656911,-9.739888,1
417,30.513149,21.225925,-9.287223999999998,1
418,30.004678,22.901732,-7.102945999999999,1
419,28.491592,22.477598,-6.013994,1
420,26.416992,21.717305,-4.699687000000001,1
421,24.714927,22.415507,-2.299419999999998,1
422,23.376925,21.854732,-1.5221930000000015,1
423,22.997588,22.50423,-0.49335800000000063,1
424,23.124119,25.150596,2.026477,1
425,24.307441,22.703768,-1.6036730000000006,1
426,25.645102,21.497215,-4.147887000000001,1
427,32.066456,35.335376,3.2689199999999943,1
428,40.024908,60.951715,20.926806999999997,1
429,31.211977,29.991238,-1.2207390000000018,1
430,25.763688,23.755448,-2.008239999999997,1
431,23.405883,23.227653,-0.17822999999999922,1
432,23.154634,18.965493,-4.189141000000003,1
433,22.585769,20.99213,-1.5936389999999996,1
434,22.605871,20.301952,-2.3039190000000005,1
435,23.010483,26.933011,3.922528,1
436,23.857813,20.583751,-3.2740620000000007,1
437,28.511801,22.761424,-5.750376999999997,1
438,39.329039,24.164371,-15.164668000000002,1
439,58.048813,26.520757,-31.528056000000003,2
440,43.288811,22.604207,-20.684604000000004,1
441,34.826912,24.075066,-10.751846,1
442,29.743946,22.082283,-7.661663000000001,1
443,27.110239,19.445173,-7.6650659999999995,1
444,25.006243,19.551297,-5.454946,1
445,23.195385,18.679841,-4.515544000000002,1
446,21.76354,17.740617,-4.022922999999999,1
447,21.421963,16.155353,-5.26661,1
448,21.510447,16.050939,-5.459508,1
449,21.828577,16.306639,-5.521937999999999,1
450,23.800658,16.653453,-7.147205,1
451,28.470732,18.934523,-9.536209000000003,1
452,29.652589,25.352771,-4.299817999999998,1
453,24.999239,19.164164,-5.835075,1
454,23.595553,25.666278,2.0707249999999995,1
455,20.775224,19.135596,-1.6396280000000019,1
456,22.747036,20.812823,-1.9342129999999997,1
457,22.688559,24.766745,2.0781859999999988,1
458,21.331603,20.178221,-1.1533820000000006,1
459,22.454772,26.773651,4.318879000000003,1
460,22.436523,24.633027,2.1965039999999973,1
461,23.699019,20.689425,-3.009594,1
462,25.343376,24.155717,-1.187659,1
463,31.44115,21.23221,-10.208940000000002,1
464,27.13058,18.888996,-8.241584,1
465,25.376089,19.355812,-6.020277,1
466,22.734333,20.036127,-2.698205999999999,1
467,21.541549,18.224003,-3.317546,1
468,20.63588,17.916206,-2.7196740000000013,1
469,19.309721,16.421702,-2.888019,1
470,18.027937,15.756941,-2.270996000000002,0
471,17.481178,15.368855,-2.112323,0
472,18.439118,15.427183,-3.011935000000001,0
473,19.214908,15.994326,-3.220582000000002,1
474,20.059,18.588905,-1.4700950000000006,1
475,24.742713,34.574496,9.831783000000005,1
476,27.563332,21.636147,-5.927184999999998,1
477,23.778435,22.33354,-1.4448950000000025,1
478,21.653177,20.041237,-1.6119400000000006,1
479,20.757319,18.898092,-1.8592270000000006,1
480,20.270829,16.165191,-4.105637999999999,1
481,19.964459,17.095888,-2.868571000000003,1
482,18.683775,16.860023,-1.823751999999999,1
483,18.353429,16.685605,-1.6678239999999995,0
484,19.004219,18.500866,-0.5033530000000006,1
485,20.292213,19.781306,-0.5109069999999996,1
486,21.346318,21.286653,-0.05966499999999897,1
487,23.000156,23.386098,0.385942,1
488,22.851889,21.123787,-1.7281019999999998,1
489,22.581892,19.940085,-2.641807,1
490,21.547634,18.766668,-2.7809659999999994,1
491,19.860323,18.655814,-1.2045090000000016,1
492,18.623146,17.998815,-0.624330999999998,1
493,17.856869,16.794496,-1.062373000000001,0
494,17.507625,16.169969,-1.3376560000000026,0
495,17.10108,15.347537,-1.7535429999999987,0
496,17.498152,15.732929,-1.7652230000000007,0
497,17.633661,17.371319,-0.2623420000000003,0
498,18.967529,19.392169,0.42464000000000013,1
499,21.82804,19.319169,-2.5088710000000027,1
500,24.947032,22.321658,-2.6253740000000008,1
501,21.018138,19.310275,-1.7078629999999997,1
502,18.695616,18.188291,-0.5073250000000016,1
503,17.11594,16.624559,-0.49138099999999696,0
504,16.764059,15.877144,-0.8869150000000001,0
505,16.834515,15.316246,-1.518269,0
506,16.107895,15.510768,-0.5971269999999986,0
507,16.458634,16.698529,0.23989500000000064,0
508,16.914606,18.097434,1.1828280000000007,0
509,20.258886,27.613375,7.354489000000001,1
510,25.654671,23.655032,-1.999639000000002,1
511,29.61889,21.910718,-7.708172000000001,1
512,28.631372,20.681706,-7.949666000000001,1
513,28.753099,25.564757,-3.1883419999999987,1
514,29.12828,63.347869,34.219589,1
515,29.203314,24.001154,-5.202159999999999,1
516,26.648896,21.043137,-5.605758999999999,1
517,24.190665,21.497347,-2.693317999999998,1
518,24.297995,21.147238,-3.1507569999999987,1
519,23.391367,21.78697,-1.6043969999999987,1
520,23.747324,22.182579,-1.5647449999999985,1
521,24.581694,26.374649,1.7929550000000027,1
522,26.035598,24.556672,-1.4789260000000013,1
523,30.410297,24.117545,-6.292752,1
524,33.61308,29.042698,-4.570381999999995,1
525,25.572356,25.347189,-0.225166999999999,1
526,21.255545,18.413042,-2.8425030000000007,1
527,18.734532,17.498192,-1.236340000000002,1
528,16.773474,16.630952,-0.1425219999999996,0
529,16.226093,16.519232,0.29313900000000004,0
530,15.707813,16.457885,0.7500720000000012,0
531,15.457517,16.266554,0.809037,0
532,16.228531,16.846607,0.6180759999999985,0
533,18.280436,17.833717,-0.44671900000000164,0
534,23.178187,18.713422,-4.464765,1
535,25.549849,21.137298,-4.412550999999997,1
536,25.211642,19.075743,-6.135899000000002,1
537,25.568423,21.788266,-3.780156999999999,1
538,25.673965,22.400805,-3.2731600000000007,1
539,25.782064,53.757634,27.975570000000005,1
540,26.645378,85.709749,59.064371,1
541,26.219295,42.422702,16.203407000000002,1
542,25.974683,46.786031,20.811348000000002,1
543,26.219631,58.297131,32.0775,1
544,29.387664,67.457064,38.0694,1
545,30.352641,22.455257,-7.897383999999999,1
546,29.930744,22.723129,-7.2076150000000005,1
547,35.859752,51.963738,16.103986,1
548,39.212762,29.440996,-9.771766,1
549,27.640563,23.542009,-4.098554,1
550,21.286271,20.39127,-0.8950010000000006,1
551,18.282178,18.219944,-0.06223399999999657,0
552,16.27004,16.562794,0.2927539999999986,0
553,15.67555,16.404495,0.7289450000000013,0
554,14.767456,15.966709,1.1992530000000006,0
555,14.714291,15.434917,0.7206260000000011,0
556,15.191855,16.068367,0.8765119999999982,0
557,17.668423,19.092671,1.4242479999999986,0
558,21.155619,20.535336,-0.6202830000000006,1
559,23.705016,19.358512,-4.3465039999999995,1
560,24.457393,19.991529,-4.465864,1
561,25.384848,20.380083,-5.004765000000003,1
562,26.141494,20.371056,-5.770438000000002,1
563,26.806425,21.29345,-5.512975000000001,1
564,28.815758,22.209671,-6.606086999999999,1
565,31.640717,23.339555,-8.301161999999998,1
566,31.912758,24.334957,-7.577801000000001,1
567,34.765585,35.447547,0.6819619999999986,1
568,38.356528,22.585103,-15.771424999999997,1
569,38.638516,21.682353,-16.956163000000004,1
570,35.812915,22.471998,-13.340916999999997,1
571,40.239778,22.177445,-18.062333000000002,1
572,41.583991,24.442114,-17.141876999999997,1
573,27.911659,21.562683,-6.348976,1
574,22.377584,19.201558,-3.1760260000000002,1
575,18.452825,17.885674,-0.5671509999999991,0
576,17.769004,18.819533,1.050529000000001,0
577,16.648665,18.21575,1.5670849999999987,0
578,16.130126,16.808526,0.6783999999999999,0
579,15.959609,15.864126,-0.09548299999999976,0
580,16.263705,16.400019,0.13631399999999871,0
581,19.123151,18.522446,-0.6007050000000014,1
582,22.862744,19.733162,-3.129581999999999,1
583,24.765785,19.336858,-5.428927000000002,1
584,24.182774,20.335054,-3.847719999999999,1
585,25.264123,19.627001,-5.6371220000000015,1
586,26.906175,21.337545,-5.568630000000002,1
587,28.190129,20.585026,-7.605103,1
588,28.978834,21.933248,-7.045586,1
589,27.541169,21.987339,-5.553830000000001,1
590,26.834638,22.096664,-4.737974000000001,1
591,26.488554,21.861518,-4.627036,1
592,26.604492,19.032978,-7.5715140000000005,1
593,25.173079,19.580275,-5.592804000000001,1
594,24.566499,20.424798,-4.141701000000001,1
595,28.764561,26.541515,-2.223046,1
596,32.09574,33.386789,1.291049000000001,1
597,25.367834,21.800107,-3.567726999999998,1
598,21.428932,19.952279,-1.4766529999999989,1
599,18.742533,16.756631,-1.985902000000003,1
600,16.687585,15.782376,-0.9052089999999993,0
601,16.168708,15.641242,-0.5274659999999987,0
602,15.805877,15.508362,-0.29751500000000064,0
603,15.66369,15.323972,-0.3397180000000013,0
604,15.851539,15.469891,-0.3816480000000002,0
605,18.144619,16.531613,-1.6130059999999986,0
606,21.635823,59.172096,37.53627300000001,1
607,23.598723,32.38012,8.781396999999998,1
608,24.277575,19.885957,-4.391617999999998,1
609,25.099819,20.98441,-4.115409,1
610,26.045229,21.572334,-4.472894999999998,1
611,25.245284,21.697791,-3.547493000000003,1
612,25.729606,28.917182,3.187576,1
613,24.993847,21.395573,-3.598274,1
614,24.847011,37.554259,12.707248000000003,1
615,24.452085,23.465813,-0.9862719999999996,1
616,25.049871,19.92023,-5.1296409999999995,1
617,25.146358,21.525968,-3.6203900000000004,1
