dap,target,,
66221,65795.172,,
67932,67305.701,,
71332,71102.176,,
76802,76597.269,,
80414,80459.209,,
81434,81375.738,,
80608,81025.124,,
80037,80411.045,,
79688,80028.029,,
79193,79483.336,,
79633,79172.7,,
78868,78793.883,,
78919,78343.376,,
78563,78469.842,,
79287,78831.261,,
79720,78946.2,,
80034,79199.37,,
81408,80460.07,,
79763,79964.758,,
75597,75987.856,,
71160,71813.217,,
67982,68279.112,,
66101,66786.445,,
65164,66088.348,,
65177,66206.527,,
66575,68026.667,,
70662,72111.467,,
76742,77616.458,,
81327,80843.979,,
82474,80962.32,,
81552,80037.827,,
79979,79606.864,,
79438,79173.172,,
79041,79501.554,,
78667,79449.015,,
79070,79141.69,,
78582,79293.106,,
78976,79422.977,,
80151,79994.137,,
80247,79649.996,,
80953,79695.018,,
82138,80660.022,,
80260,79820.991,,
75669,75367.879,,
70970,70577.14,,
68032,67074.158,,
65807,65165.963,,
64743,64135.345,,
64639,64229.898,,
65554,65851.489,,
69589,69734.104,,
76172,74986.823,,
79795,78394.016,,
80808,79532.333,,
81154,79270.539,,
80368,79231.697,,
79969,79496.197,,
80119,79869.019,,
79878,80001.382,,
79459,79703.06,,
79879,79064.749,,
79730,79431.325,,
79177,79562.453,,
78581,78903.5,,
78607,78145.59,,
79695,78306.665,,
78092,77713.899,,
74249,73943.691,,
69743,69296.99,,
65729,65744.945,,
63280,63240.413,,
61859,62028.355,,
61290,61629.113,,
61762,62124.787,,
63334,63635.986,,
65498,65327.632,,
67660,67276.095,,
69592,69140.338,,
71451,70365.717,,
72136,71040.936,,
71935,71396.047,,
72068,71806.246,,
71963,72285.135,,
71977,72173.651,,
73164,72358.324,,
73772,73545.83,,
74281,74544.516,,
74936,74987.608,,
75296,74385.844,,
77011,75019.094,,
76079,74484.327,,
71942,71028.257,,
69089,66892.479,,
63958,63327.017,,
61792,60905.562,,
60347,59482.178,,
59286,58716.666,,
59473,58684.49,,
60300,59298.46,,
60849,60025.757,,
63165,61775.48,,
65091,64538.99,,
67005,67165.269,,
68106,68395.998,,
69608,69357.687,,
70433,70246.632,,
70731,70899.423,,
71182,71279.28,,
71714,71892.117,,
72883,73262.119,,
75980,74572.044,,
76673,75016.274,,
76913,75142.25,,
77803,76389.613,,
75470,75565.235,,
71871,71969.1,,
67610,67644.121,,
64585,64251.705,,
62634,62119.028,,
61846,61013.299,,
61656,61004.94,,
62679,62301.437,,
66401,65787.9,,
71778,71079.595,,
76736,75625.625,,
78491,78080.616,,
79396,79421.821,,
80761,80605.003,,
82037,81618.982,,
82926,82763.838,,
83735,83483.802,,
84256,83908.569,,
84617,84031.11,,
85411,84782.129,,
85806,85229.058,,
85316,85038.913,,
85306,84006.344,,
85991,84184.439,,
83258,82555.637,,
77727,77258.737,,
72653,71738.727,,
68186,67550.03,,
65419,64891.508,,
63648,63411.115,,
63826,62835.422,,
64767,63783.836,,
68309,66973.72,,
74018,71804.911,,
78542,76178.935,,
79112,78677.616,,
81796,80170.926,,
83347,81594.539,,
83900,83445.464,,
85302,85056.269,,
87481,86748.446,,
89251,88130.667,,
90191,89559.649,,
91363,91402.713,,
92411,92652.702,,
91310,92413.749,,
91359,90809.168,,
91618,89950.531,,
88275,87863.856,,
82270,81823.52,,
77431,75479.529,,
71771,70422.577,,
68653,67263.584,,
66256,65200.622,,
65491,64401.492,,
65818,64960.519,,
68976,67763.551,,
74502,72515.763,,
78980,77448.27,,
81952,80947.838,,
84107,83650.058,,
86974,86602.009,,
89987,89528.245,,
92970,92574.377,,
95512,95598.471,,
98184,98178.731,,
100957,100765.535,,
102786,103141.644,,
103738,104845.566,,
103335,104202.609,,
102081,101812.463,,
100833,99417.241,,
96324,96322.301,,
89154,89161.378,,
83142,81471.355,,
75669,75322.911,,
71789,71435.956,,
69612,68552.653,,
68489,67117.854,,
68855,67238.342,,
71079,69765.933,,
76250,74326.023,,
81024,79438.194,,
83754,83260.381,,
87661,86816.307,,
91795,90731.893,,
95588,94559.141,,
99439,98453.432,,
103159,102318.668,,
106117,105178.055,,
108117,107400.096,,
109638,109317.992,,
110000,109868.691,,
108625,107962.508,,
105609,103978.502,,
102595,100384.716,,
97245,96963.416,,
89317,89907.572,,
83058,82281.317,,
76994,75893.331,,
72968,71622.419,,
70057,68650.845,,
68676,67151.66,,
67875,67116.636,,
70657,69566.411,,
75572,73837.711,,
80221,78843.096,,
83031,83048.986,,
86648,86397.991,,
90685,89921.413,,
94503,93397.104,,
98156,96790.374,,
101572,100713.754,,
104221,103949.42,,
107056,106848.835,,
109373,109102.288,,
109421,109789.247,,
107578,107737.583,,
104590,103554.53,,
101429,99804.422,,
96414,96374.082,,
90157,89974.612,,
82869,82917.768,,
76515,76580.437,,
72397,72079.228,,
69540,69090.054,,
68014,67072.292,,
67194,66018.079,,
67693,66751.276,,
68586,67523.11,,
71798,70559.779,,
76617,75230.571,,
81827,80106.43,,
87109,84994.027,,
91842,90178.725,,
95929,94929.378,,
100258,98985.142,,
104210,102104.048,,
107384,104498.674,,
109246,106136.687,,
110024,106681.029,,
107820,105513.634,,
105504,102975.825,,
101761,100387.202,,
98189,97555.838,,
92172,92327.383,,
85325,85822.56,,
79798,79735.375,,
75511,75217.459,,
72859,71807.066,,
70087,69615.81,,
68988,68279.454,,
68823,67941.871,,
69495,67998.75,,
71875,70978.012,,
75918,76555.792,,
81882,83106.441,,
89031,89510.584,,
95355,95421.735,,
101116,100695.106,,
105876,104896.387,,
109696,108246.22,,
112982,110907.031,,
115423,113612.674,,
115586,115239.05,,
114338,114524.988,,
111744,111751.94,,
108901,108666.671,,
105375,105099.657,,
98047,97789.593,,
90874,89813.715,,
82486,83132.993,,
78319,78095.077,,
75627,74758.423,,
74038,72764.336,,
74115,72702.918,,
76570,75344.772,,
81933,79575.091,,
85235,84318.364,,
88525,87755.075,,
91475,90389.586,,
94401,93050.16,,
96496,95988.352,,
99330,98667.489,,
101349,100833.239,,
102647,101806.661,,
103616,102376.152,,
103734,102910.633,,
103459,103292.455,,
102568,102510.676,,
101335,100183.254,,
99527,98250.827,,
95944,95323.521,,
90080,89068.432,,
83810,82103.569,,
77226,76403.5,,
72663,72634.667,,
70672,70346.114,,
69701,68983.317,,
70386,69159.198,,
73567,72004.37,,
79109,76912.064,,
82860,81955.81,,
86464,86399.375,,
89704,90147.164,,
93905,94080.455,,
97064,97491.88,,
99906,100566.544,,
103391,103626.278,,
105920,106013.08,,
108674,108526.557,,
109720,110178.071,,
110876,111701.249,,
109576,110766.754,,
109131,107886.51,,
106382,104965.232,,
101163,102007.377,,
93750,95045.616,,
86368,87225.745,,
80857,81202.008,,
76484,76782.333,,
74797,74138.565,,
73233,72580.666,,
73803,72588.692,,
76367,75468.433,,
81252,80268.707,,
86306,86097.207,,
91166,90997.112,,
96324,95194.113,,
99962,99973.443,,
104998,104924.383,,
109218,109543.819,,
113649,113319.156,,
115467,116219.878,,
117802,118498.743,,
118949,119632.535,,
120048,118463.205,,
116434,114914.091,,
112471,110179.199,,
108733,105748.505,,
102247,101371.041,,
94383,94308.717,,
86580,86892.443,,
79539,80395.138,,
75582,76017.861,,
75015,73095.488,,
72798,71400.953,,
73095,71178.347,,
75414,73371.939,,
80147,77536.433,,
84768,83134.148,,
87613,87643.699,,
90537,90888.262,,
94425,94016.948,,
96924,96886.059,,
99953,99640.581,,
102644,102081.434,,
104501,104015.005,,
105896,105861.977,,
107004,107358.515,,
107093,107419.763,,
106047,105081.559,,
103865,101393.761,,
100485,98207.518,,
95382,94914.172,,
89055,88218.976,,
82221,81413.186,,
76324,75474.057,,
72889,71331.52,,
70419,68874.451,,
68778,67420.509,,
68920,67625.277,,
71636,70051.418,,
76425,73955.071,,
80439,78306.938,,
82823,81920.785,,
84993,84621.001,,
87193,87148.278,,
88520,88864.891,,
89804,90144.052,,
91365,90658.394,,
91663,90309.902,,
91574,89454.514,,
90543,88902.583,,
89875,88238.027,,
87573,86537.739,,
86335,84885.909,,
84473,83467.042,,
82366,81389.094,,
78006,76986.149,,
73230,72150.684,,
68369,67944.145,,
65385,65019.053,,
64431,63167.181,,
62553,62095.076,,
62605,61766.979,,
63593,62434.25,,
64593,63495.263,,
67084,65894.002,,
70247,69550.587,,
72379,72402.107,,
74423,74344.374,,
74708,74947.794,,
75258,74875.11,,
75060,73987.306,,
74468,73075.261,,
73981,72556.126,,
74169,72734.553,,
74384,73212.467,,
74738,73154.899,,
74794,72996.378,,
74914,73441.51,,
74684,73267.871,,
72084,70683.785,,
67985,67270.026,,
63934,64492.265,,
61985,62057.872,,
61568,60978.189,,
61081,60289.846,,
61010,60134.57,,
61537,60989.783,,
62239,61598.628,,
63984,63634.919,,
67010,66758.972,,
69992,69289.729,,
71652,70731.143,,
72410,71568.184,,
72325,71709.004,,
72535,71338.019,,
71788,70695.509,,
71849,70271.117,,
72232,70784.029,,
73403,71529.94,,
73480,71624.444,,
74594,71667.486,,
75724,72016.181,,
75046,72247.576,,
72340,69663.295,,
68161,66636.71,,
64549,63553.485,,
62120,61320.895,,
60430,60126.638,,
59791,59586.39,,
59884,60067.976,,
60459,61051.536,,
61063,61857.845,,
63280,63152.949,,
65807,65169.646,,
67238,67235.245,,
68245,68675.962,,
69463,69458.282,,
70258,69726.11,,
70405,69707.162,,
70345,69845.658,,
71058,70697.221,,
72478,72489.814,,
74165,74625.894,,
75420,75732.235,,
75977,75931.839,,
77183,76164.207,,
76424,76049.304,,
72456,72225.311,,
67918,67487.76,,
65315,63726.269,,
62765,61428.543,,
60503,60224.081,,
59799,59809.848,,
61046,60879.689,,
64298,64218.244,,
69033,69077.231,,
73193,74089.219,,
76439,77145.214,,
78886,79311.675,,
80687,81616.392,,
82785,83553.574,,
85047,85451.47,,
87156,87560.209,,
88427,88792.734,,
89960,89677.689,,
91046,91029.68,,
91696,91721.516,,
91581,90919.488,,
89678,89594.472,,
89033,88771.848,,
87187,87116.867,,
81282,82062.922,,
74592,75940.3,,
69595,71206.062,,
66552,67787.522,,
65335,65687.403,,
64654,64678.803,,
65570,65247.714,,
68239,68065.735,,
72604,72416.152,,
77448,77155.64,,
80635,80678.78,,
82750,83116.555,,
84722,85338.429,,
87379,87374.135,,
89442,89708.603,,
91252,91950.953,,
92779,93221.191,,
93428,93955.895,,
95683,94274.49,,
95711,94572.082,,
94704,93217.959,,
92216,91199.003,,
90314,90125.652,,
87992,88342.932,,
82299,83330.386,,
76655,77434.894,,
71498,72549.109,,
68319,69270.437,,
67189,67256.532,,
66708,66496.712,,
67404,67370.569,,
70303,70302.012,,
75477,75219.794,,
80365,80350.351,,
84016,84409.125,,
86824,87240.031,,
90101,89903.971,,
91869,92177.823,,
93962,94506.405,,
96856,96959.278,,
98407,98452.505,,
100117,99813.272,,
101428,100619.903,,
101636,101047.474,,
100391,99959.108,,
97695,97576.273,,
95560,95574.931,,
93362,93212.679,,
87130,88326.439,,
80139,82573.644,,
76884,77365.461,,
72799,73840.074,,
70864,71388.724,,
69548,70075.007,,
70734,70613.557,,
73297,73338.132,,
77926,77724.23,,
83602,82995.705,,
87293,87204.814,,
91144,90544.473,,
94945,94200.525,,
98063,97450.495,,
101395,100252.397,,
104152,103143.094,,
106426,106208.132,,
108113,109110.989,,
110196,110580.903,,
110941,111026.188,,
108281,110060.076,,
105581,107237.502,,
102677,102864.039,,
99851,99506.07,,
93927,93776.569,,
86728,86638.294,,
80128,80077.407,,
75513,75269.214,,
72910,71651.036,,
70900,69630.31,,
69972,68536.878,,
70090,68554.217,,
71186,69506.258,,
73668,73638.969,,
78860,79862.116,,
85374,86628.934,,
92771,93177.372,,
99571,99573.284,,
104682,104709.309,,
111212,108962.551,,
114712,112608.859,,
117529,115910.549,,
120198,118876.304,,
121228,120597.937,,
118537,120147.091,,
114430,116854.494,,
112753,111827.892,,
107114,107364.88,,
100419,100696.969,,
93119,92814.289,,
86574,85785.401,,
80357,80055.249,,
77436,76031.612,,
74348,73092.299,,
72455,71150.656,,
72023,70318.325,,
72007,70149.457,,
74619,74018.443,,
80484,81037.544,,
88347,89215.204,,
96640,97651.674,,
104664,104906.843,,
112121,110578.239,,
117824,115054.381,,
121811,118540.292,,
123826,121049.601,,
125752,123538.274,,
126045,125458.088,,
123799,125173.523,,
120951,122386.355,,
118066,118011.281,,
113388,114262.854,,
105743,107348.889,,
98727,99304.826,,
89690,92115.322,,
86661,86726.707,,
83641,83110.178,,
82102,81178.67,,
81486,80908.385,,
84284,83166.167,,
88572,88170.351,,
94190,95282.567,,
100181,101645.381,,
107614,107827.857,,
114102,113630.773,,
120172,119051.141,,
125307,124241.387,,
129077,127716.494,,
131434,129816.287,,
132219,130977.111,,
132406,131750.854,,
131680,131473.79,,
128918,129231.616,,
125147,125466.416,,
122438,121170.271,,
116539,117341.1,,
107882,109518.497,,
101131,101019.161,,
91760,93858.798,,
86814,88733.631,,
85556,84997.391,,
83663,82776.997,,
83487,82528.031,,
86095,84834.229,,
91586,89528.95,,
96757,96491.993,,
102140,102789.852,,
107377,108691.15,,
112999,114940.724,,
117864,121209.204,,
122579,126325.219,,
126418,129977.327,,
129183,131192.01,,
130164,131285.331,,
129983,130770.975,,
128945,129637.092,,
126440,126745.358,,
122310,122815.088,,
119009,118476.802,,
113622,114357.878,,
105746,106808.694,,
97828,98614.015,,
90878,91380.504,,
86137,86261.108,,
82729,82578.599,,
80961,80562.13,,
80913,80362.815,,
83279,82705.617,,
87794,87166.131,,
92886,93663.45,,
97822,99721.831,,
102746,105308.135,,
111619,111233.441,,
116907,116867.103,,
121214,121262.955,,
124397,124753.764,,
126824,127059.862,,
128246,127910.007,,
128739,128191.026,,
127519,127391.757,,
124643,124315.411,,
120464,120106.554,,
116478,116108.151,,
111544,112095.734,,
103908,104985.394,,
95686,96681.396,,
88589,89761.459,,
83813,84506.669,,
80627,81027.86,,
78755,78870.566,,
78742,78667.015,,
81466,81010.419,,
87259,85340.713,,
92731,91825.8,,
97185,98249.418,,
101436,104077.137,,
107991,109564.419,,
112940,114635.169,,
118535,119084.543,,
121681,122435.303,,
123594,124583.455,,
124264,125541.538,,
124087,125344.382,,
123033,123776.949,,
121079,120435.052,,
117081,115993.248,,
113051,111743.652,,
108435,107681.175,,
101457,100895.047,,
93250,92867.219,,
86101,86105.161,,
81370,81183.587,,
78181,77915.286,,
76367,75916.418,,
76248,75952.358,,
78711,78252.644,,
83884,82163.894,,
88941,87608.918,,
93383,92575.523,,
97365,97004.589,,
101197,100911.141,,
104788,104300.515,,
107814,106921.271,,
110019,109016.038,,
111287,109696.06,,
111864,109574.743,,
111952,108801.143,,
111097,108362.097,,
107881,106288.025,,
105295,103651.919,,
102574,101003.167,,
99525,98230.04,,
93695,93688.723,,
87072,87117.857,,
78998,81016.189,,
74619,76615.01,,
71641,73455.055,,
69691,71256.736,,
68854,70141.221,,
69313,70461.611,,
70406,71538.836,,
73393,74870.881,,
78105,80035.937,,
83214,85500.278,,
88017,90182.494,,
92286,94653.663,,
95711,98118.867,,
98364,100680.059,,
100441,101859.647,,
102476,102452.941,,
104346,102938.72,,
105298,104033.132,,
104415,103975.024,,
101771,102046.031,,
98967,99327.343,,
96184,96781.514,,
90909,91799.492,,
84651,85571.901,,
77950,79773.16,,
73607,75225.292,,
70577,71919.887,,
68526,69695.541,,
67399,68315.033,,
67184,67723.423,,
67471,67660.796,,
69925,70368.166,,
74930,75382.756,,
80722,81723.761,,
86388,87849.893,,
91745,93510.448,,
96558,98341.085,,
100337,101685.694,,
103405,103615.943,,
106228,104982.786,,
108708,106500.914,,
110186,107580.37,,
109456,106528.805,,
107020,104275.32,,
104095,101254.716,,
100762,97835.944,,
94662,92186.2,,
87730,84922.047,,
79925,78962.99,,
75703,74611.63,,
72873,71884.691,,
71375,70432.683,,
71665,70893.448,,
74407,73547.664,,
79293,77695.171,,
85030,83571.763,,
90482,89141.815,,
95281,93948.68,,
100251,98825.601,,
104966,102941.903,,
109297,107452.905,,
113062,111536.121,,
115447,114670.193,,
117180,116912.184,,
118142,119136.691,,
118255,119892.171,,
116415,117926.641,,
112943,113483.806,,
109102,108483.174,,
104911,103653.268,,
97525,96068.837,,
89664,87799.143,,
80036,80979.528,,
75622,76394.624,,
72635,73232.784,,
71018,71456.587,,
71225,71364.283,,
73934,73589.861,,
78811,77308.507,,
84171,82859.872,,
88498,87869.007,,
92229,91891.261,,
95879,95642.951,,
99141,98822.675,,
101967,101616.76,,
104466,104174.508,,
106046,105815.123,,
107306,107074.931,,
108195,108289.021,,
108274,108751.227,,
106639,107137.648,,
103790,103546.335,,
100814,98885.314,,
97747,95381.844,,
91355,89082.579,,
84109,81880.533,,
75316,75697.91,,
71291,71559.579,,
68744,69024.835,,
67408,67592.943,,
67712,67919.948,,
70444,69918.658,,
75131,73781.627,,
80215,78681.988,,
84007,82764.542,,
87028,85640.621,,
89958,88680.73,,
92659,91133.948,,
95055,93652.679,,
97387,96034.768,,
99095,98262.946,,
100633,100545.257,,
101860,102756.456,,
102385,104244.805,,
101077,103589.386,,
98442,100351.297,,
95755,95843.804,,
93103,92056.568,,
87092,86157.343,,
80197,79044.703,,
73371,73182.033,,
69614,69411.824,,
67270,66856.188,,
66040,65605.733,,
66371,66143.783,,
68866,68303.967,,
73455,71933.593,,
77798,76905.779,,
81666,80887.11,,
84815,83963.324,,
88019,87234.427,,
91189,89904.595,,
93712,92676.718,,
96030,95993.284,,
98806,99332.481,,
101018,102768.578,,
104152,106614.109,,
106410,109044.218,,
108100,109191.4,,
106322,106637.643,,
102514,102033.7,,
99211,98720.137,,
92955,92432.304,,
85672,85297.855,,
78188,79194.414,,
73731,74675.941,,
71110,71820.425,,
69950,70160.844,,
70030,70422.038,,
71195,72357.317,,
75405,75469.778,,
81296,80061.33,,
86483,84500.301,,
89707,88678.193,,
95346,92894.682,,
99943,96841.198,,
105157,100495.02,,
107987,104194.026,,
109832,108000.566,,
112438,111893.379,,
115011,114836.543,,
116664,116322.692,,
115510,114998.29,,
111013,111427.533,,
107796,107859.024,,
104720,104169.555,,
97882,98504.468,,
90517,91513.593,,
85413,85280.983,,
80317,80397.111,,
76800,77003.964,,
74379,74686.212,,
73450,73767.69,,
73515,73832.918,,
74614,74895.315,,
78450,77945.799,,
84022,83177.269,,
90439,88389.271,,
95901,93523.041,,
101330,98665.624,,
103877,103285.44,,
107654,106572.978,,
110548,109432.865,,
111965,111721.235,,
113478,112217.546,,
113346,112121.713,,
111534,110700.812,,
108222,107405.901,,
105602,103932.386,,
102381,100722.193,,
96477,95385.795,,
90554,88821.205,,
84020,82734.388,,
79239,78002.675,,
75222,74686.933,,
73163,72295.374,,
71920,70927.049,,
70825,70237.886,,
71238,70348.428,,
74572,73766.571,,
79949,79874.597,,
86280,87290.139,,
94012,94307.055,,
101132,100938.194,,
107277,106670.213,,
111972,110899.778,,
115847,114487.147,,
118958,117593.863,,
120870,120257.369,,
122467,121473.94,,
121471,120528.373,,
117500,117873.594,,
114210,114640.922,,
109600,111983.874,,
102273,106037.549,,
95786,98833.651,,
89827,92058.634,,
85123,86809.655,,
83876,83388.52,,
81524,81272.789,,
81760,81379.73,,
83844,84185.624,,
88616,88397.712,,
95212,94061.86,,
101213,99829.008,,
106574,105659.144,,
112392,111532.677,,
118091,117284.038,,
122610,121886.139,,
124956,125029.966,,
127098,126918.863,,
127837,127806.126,,
127576,127348.421,,
126902,125528.482,,
124447,121295.871,,
120961,115606.493,,
116701,110464.158,,
111718,106153.552,,
104193,99484.528,,
96146,91697.515,,
81829,85286.569,,
77404,80708.46,,
74401,77575.933,,
72670,75645.698,,
72700,75500.946,,
75120,77552.722,,
79633,81526.51,,
84454,86512.988,,
89976,90482.281,,
92237,93185.746,,
93893,94888.353,,
95105,95533.765,,
95908,95331.302,,
96270,95038.381,,
96145,94162.77,,
95953,93239.78,,
95956,93068.116,,
95731,92932.876,,
94691,91875.564,,
92928,89991.886,,
90929,87781.964,,
88682,86226.528,,
83620,81616.597,,
77569,75867.788,,
71170,71274.562,,
67531,67831.564,,
65630,65916.026,,
64747,64974.869,,
65334,65484.948,,
68064,67793.492,,
72262,71690.757,,
77013,76315.26,,
80290,79423.236,,
82594,81719.611,,
84552,83695.328,,
86221,85253.745,,
88015,86943.096,,
89726,88754.181,,
91162,90900.576,,
92589,92859.318,,
94204,95210.161,,
95424,97221.039,,
95006,97368.356,,
93364,95472.329,,
91580,92275.936,,
89677,90169.841,,
84178,84957.519,,
77766,78723.921,,
72321,73213.927,,
68658,69538.278,,
66455,67299.624,,
65326,65984.672,,
65771,66279.627,,
68353,68548.659,,
72562,72422.877,,
77858,77327.384,,
82108,81307.338,,
85548,84632.301,,
88914,88226.99,,
92195,91336.06,,
95295,94645.053,,
98469,97207.746,,
100948,98745.512,,
103196,102009.519,,
105074,104587.305,,
106224,105882.127,,
105226,104925.992,,
102565,102351.1,,
99675,98585.152,,
97144,96506.446,,
91022,90928.378,,
83645,84222.808,,
79056,78408.893,,
74556,74230.736,,
71653,71619.121,,
70068,70256.863,,
70243,70470.548,,
72193,72431.142,,
76962,76202.152,,
82089,81373.49,,
86883,86135.483,,
91010,89697.042,,
94982,93169.08,,
98737,96439.27,,
101314,99634.675,,
104755,102746.28,,
107423,105606.529,,
109709,107695.284,,
111617,109612.228,,
112441,110073.879,,
109711,108473.824,,
106228,105506.492,,
102615,102317.25,,
100028,100331.509,,
94005,95708.844,,
87212,89552.729,,
83201,84091.068,,
78364,79643.159,,
75156,76888.683,,
72934,74923.221,,
71955,74041.875,,
72133,74574.667,,
75756,75738.077,,
79331,79368.514,,
85120,85245.593,,
91545,91503.432,,
97649,97772.174,,
103341,102832.694,,
107823,107090.828,,
111373,109826.71,,
114418,112333.247,,
116867,114600.117,,
118840,116499.121,,
119985,117623.482,,
117317,116878.626,,
113895,113760.373,,
110574,109717.758,,
107776,106925.256,,
102556,101750.954,,
95818,95026.825,,
88045,88807.139,,
83048,83318.005,,
79406,79586.295,,
76812,77193.381,,
75355,75781.388,,
74794,75392.207,,
76583,75302.07,,
78767,78996.214,,
84879,85720.934,,
92129,93612.893,,
101153,101076.099,,
107872,107804.041,,
114181,113229.519,,
118460,117570.259,,
121819,120899.817,,
124738,123847.262,,
126835,126529.116,,
128032,128036.007,,
127221,127865.618,,
123238,124855.92,,
118658,119886.346,,
114468,116178.591,,
107185,109456.359,,
98885,101466.913,,
92853,94440.651,,
87950,89062.095,,
84454,85595.874,,
82553,83426.63,,
82519,83094.611,,
84697,85238.502,,
89844,89446.84,,
96075,97031.181,,
103502,104885.327,,
110881,112757.924,,
118505,120463.033,,
125621,127572.368,,
133329,133300.661,,
137602,137349.628,,
140308,139711.236,,
142217,140673.922,,
143153,140919.717,,
142865,141069.32,,
140294,140581.293,,
135347,137730.775,,
130412,132185.353,,
124736,127374.47,,
116074,119025.127,,
106797,109750.489,,
98723,101623.175,,
93118,95588.516,,
88935,91262.832,,
86403,88212.034,,
85921,87312.069,,
88409,89140.158,,
95463,93175.193,,
101990,100808.998,,
109052,109317.631,,
116366,117240.165,,
123887,125004.95,,
131145,131562.528,,
138070,137195.426,,
142292,141948.502,,
145048,144874.046,,
146756,146182.487,,
147585,146844.786,,
147047,146452.871,,
144643,144913.354,,
139825,140804.064,,
134337,134908.558,,
128726,129611.944,,
119458,121087.807,,
109850,111857.047,,
102602,103724.801,,
96339,97651.302,,
92035,93101.458,,
89709,90206.059,,
89232,89322.929,,
91737,90763.348,,
96538,94874.225,,
102990,102146.434,,
110706,109447.757,,
116953,116311.933,,
124015,122940.62,,
130354,129089.096,,
136047,134376,,
139952,137601.269,,
142458,138388.351,,
143309,138391.215,,
143627,138943.398,,
142777,138697.095,,
140087,137263.753,,
135295,132874.94,,
130734,127107.958,,
125666,121368.032,,
117493,113243.66,,
107658,104535.092,,
99662,97317.155,,
94329,91854.619,,
90476,87813.186,,
88203,85434.729,,
86028,84823.546,,
88111,86670.528,,
92268,90426.937,,
97310,96055.686,,
101908,101264.088,,
106962,106543.927,,
110926,110959.478,,
115513,114920.732,,
118713,117311.942,,
120994,118329.708,,
119826,118290.717,,
119764,117160.725,,
117007,116273.463,,
114970,115189.193,,
113475,112617.423,,
110117,108929.019,,
106560,105488.448,,
102618,101638.002,,
96926,95928.804,,
90719,89255.342,,
83124,83277.291,,
78732,78919.021,,
77015,76160.088,,
75356,74403.41,,
75454,74326.967,,
77490,76169.103,,
81936,79367.971,,
86374,83744.085,,
90388,88025.382,,
92550,90971.874,,
94803,93712.694,,
96856,95812.162,,
98488,97799.548,,
100015,99914.661,,
101088,101388.47,,
102161,102196.052,,
102636,103206.676,,
102660,103248.489,,
101216,101436.094,,
98697,97696.44,,
95745,93254.83,,
92961,90416.17,,
88376,85639.221,,
82122,79488.862,,
75683,73902.436,,
71441,69697.577,,
68651,66878.32,,
66818,65052.5,,
66128,64123.014,,
66423,64332.241,,
67327,64282.397,,
70271,66814.506,,
74590,70796.11,,
78884,74866.036,,
82506,78442.953,,
85456,81729.88,,
87821,84503.899,,
89840,86709.678,,
91590,89323.676,,
93597,91658.532,,
95677,93745.675,,
97357,95197.408,,
97247,94901.295,,
95238,92583.795,,
92446,89627.933,,
90548,87458.119,,
86190,83978.537,,
80523,79288.016,,
75616,74166.899,,
71404,70167.868,,
68556,67185.652,,
66636,65179.952,,
65609,64207.14,,
65388,63729.734,,
65366,63540.374,,
67986,65818.801,,
73152,70595.732,,
79034,76361.657,,
84673,82542.021,,
90027,88770.883,,
94950,94385.038,,
98910,98988.947,,
102275,102274.155,,
105542,105403.129,,
108706,108051.844,,
111054,109543.911,,
111122,108876.48,,
108827,105746.222,,
105214,100966.437,,
102416,96856.671,,
96739,92824.06,,
89541,88241.061,,
83758,82947.902,,
78753,77530.912,,
75216,73872.196,,
72739,71411.549,,
71286,70404.296,,
70682,70658.469,,
70504,71197.09,,
73497,74567.549,,
79923,80740.356,,
87582,88615.468,,
95250,97163.538,,
102414,105304.524,,
108716,112204.505,,
113542,117322.022,,
117419,121385.418,,
120772,125363.298,,
123762,128697.887,,
125460,130796.543,,
124827,129833.631,,
121578,126450.938,,
117059,121621.435,,
113482,117227.646,,
106815,109933.945,,
98792,101406.144,,
94321,93965.699,,
88734,88536.447,,
84837,84594.485,,
82444,82092.903,,
82030,81642.494,,
84014,83862.972,,
88231,87925.724,,
94796,94628.355,,
102322,102480.382,,
110096,110616.056,,
118082,119265.405,,
125626,127527.608,,
132179,134322.828,,
137076,139636.727,,
140025,142797.145,,
142179,144794.375,,
143190,146037.187,,
143009,145922.096,,
140685,143120.982,,
135531,138719.488,,
129750,132874.98,,
124611,127495.852,,
116145,119105.757,,
106961,109726.515,,
98028,101591.18,,
92149,95179.228,,
88071,90609.728,,
85543,87346.371,,
87767,86341.812,,
89255,87830.158,,
93606,91578.065,,
99150,97807.416,,
106086,105596.845,,
114017,113840.435,,
121998,122574.883,,
129689,130501.904,,
135844,136484.021,,
140405,140933.334,,
142849,142689.099,,
143925,142306.532,,
144422,141184.819,,
143323,140212.655,,
140680,137180.561,,
135483,131872.701,,
129570,126876.958,,
124055,122255.764,,
115773,114078.66,,
106667,105428.448,,
98579,98003.881,,
92984,92422.138,,
89118,88494.026,,
86574,85736.17,,
85868,85295.443,,
87989,87357.13,,
91983,91102.804,,
97572,96231.007,,
102906,100962.65,,
107986,105574.197,,
111481,110148.079,,
116194,114168.56,,
120174,117866.606,,
123222,120620.78,,
124582,121140.223,,
124754,119604.838,,
124402,119017.877,,
123292,118128.692,,
120560,115123.823,,
116560,111526.579,,
112427,108115.502,,
108329,104985.015,,
101878,99181.379,,
94494,92382.826,,
87761,86410.189,,
83025,82226.982,,
79946,79354.608,,
78088,77689.293,,
78108,77623.908,,
80413,79865.008,,
84748,83394.58,,
90209,88407.976,,
95317,93154.826,,
99976,97552.665,,
