dap,target,,
104668,102142.437,,
108888,106704.661,,
112647,111007.559,,
115744,114779.297,,
117861,117701.378,,
119021,119780.503,,
119738,120130.448,,
119218,119552.909,,
116584,116621.922,,
112604,111924.686,,
108116,106948.088,,
104440,103438.177,,
98622,97525.988,,
91660,90494.563,,
83694,84152.006,,
78848,79183.666,,
75432,75846.153,,
73111,73292.416,,
71970,71999.846,,
71988,71920.224,,
72503,72624.28,,
75751,75644.522,,
80857,80564.007,,
86025,85689.335,,
90642,90272.862,,
94491,94208.29,,
97491,97280.549,,
99770,99758.301,,
101503,101648.076,,
103198,103410.48,,
104809,105225.606,,
105563,106478.049,,
104575,105076.949,,
101812,101606.511,,
98250,98753.375,,
95651,96807.346,,
90952,92205.25,,
85031,86725.132,,
80125,81368.592,,
75807,77412.683,,
72812,74281.602,,
70724,72413.072,,
69597,71394.731,,
69280,71362.104,,
69305,71644.102,,
72019,73899.553,,
77305,78643.967,,
83163,84189.833,,
88575,89870.82,,
93500,94968.36,,
97692,99295.38,,
100972,102864.769,,
103399,105741.494,,
105604,108262.587,,
107735,110117.89,,
109256,111645.471,,
108794,111411.794,,
106502,109207.366,,
103172,106622.849,,
100423,104778.183,,
95057,99548.107,,
88485,93460.953,,
84098,88030.43,,
79778,84060.964,,
77008,80989.368,,
75518,79535.274,,
75791,80022.304,,
78450,82892.946,,
82971,87842.308,,
89258,93952.018,,
95655,100068.766,,
101717,105746.592,,
107797,111403.727,,
113268,117437.105,,
118027,122509.442,,
121860,127018.016,,
124062,130253.343,,
125684,131782.773,,
126865,131641.279,,
127231,130661.909,,
125646,128242.943,,
122125,123908.172,,
117731,119630.53,,
113587,115775.465,,
106329,108928.517,,
98102,101003.489,,
91702,94227.201,,
86440,89115.244,,
82852,85732.63,,
80706,83607.15,,
80481,83407.389,,
82925,85827.744,,
87448,90051.085,,
93733,95839.055,,
100125,101718.215,,
106300,106816.123,,
112580,111987.96,,
118487,116323.303,,
123564,120261.315,,
127696,124020.671,,
130312,126505.5,,
129186,127914.191,,
131054,128785.51,,
130711,128810.066,,
128079,127168.536,,
124493,123630.583,,
120238,119655.137,,
115989,115712.344,,
109493,108632.13,,
101431,101052.873,,
93695,94042.891,,
88420,89060.074,,
85717,85651.555,,
84002,83527.416,,
83715,83155.019,,
86203,85395.877,,
90564,89471.204,,
95887,95240.349,,
101935,101576.338,,
107851,107740.996,,
114370,114163.526,,
120548,120051.368,,
126078,125546.864,,
130719,130768.637,,
133835,133935.907,,
136476,135773.623,,
136990,135902.827,,
136472,134657.398,,
133651,131896.645,,
128181,127631.51,,
123723,122699.803,,
117995,118615.69,,
110684,111057.521,,
102369,102704.823,,
94690,95373.17,,
89420,89960.486,,
86352,85972.626,,
84236,83661.463,,
83811,83039.733,,
85242,85135.421,,
89615,89097.918,,
95876,95095.456,,
102350,101598.198,,
108486,108124.088,,
114950,115264.056,,
121606,121932.182,,
127254,127666.508,,
132385,132221.743,,
135653,134926.604,,
137829,136830.704,,
139011,138029.471,,
138710,137947.695,,
136515,136234.158,,
131963,131919.529,,
127276,126730.657,,
121514,122324.895,,
113497,114564.354,,
105147,106006.261,,
97193,98508.564,,
91747,92940.761,,
89139,88919.346,,
86509,86284.198,,
86078,85773.939,,
87908,87621.508,,
91797,91070.971,,
97587,97001.335,,
104134,103855.266,,
110767,110645.34,,
117193,117054.644,,
123693,123035.505,,
128702,128321.017,,
132023,132289.017,,
134269,134181.197,,
136137,134191.371,,
136120,133623.519,,
134472,132419.954,,
130516,129669.588,,
125551,124802.001,,
120367,120266.966,,
116696,116426.485,,
110077,109870.655,,
102724,102292.358,,
96355,95491.354,,
90711,90314.342,,
86667,86602.8,,
84008,83867.527,,
82306,82260.925,,
82371,82139.696,,
82509,82884.132,,
85958,86715.09,,
92570,93343.8,,
100196,100350.056,,
107363,107512.741,,
112770,113761.146,,
118049,118644.412,,
121824,121562.682,,
124049,122296.389,,
125127,121238.722,,
123770,120637.11,,
121095,119923.265,,
118336,117627.537,,
114295,113529.319,,
111243,109002.302,,
108114,104676.47,,
100852,98844.103,,
93938,92499.816,,
87781,86681.503,,
82824,81807.322,,
78562,78572.571,,
76424,76114.981,,
74871,75027.218,,
74703,74698.486,,
74600,74518.243,,
77788,76813.415,,
83524,81658.529,,
89799,87319.135,,
94613,92758.78,,
99969,97616.091,,
104845,102138.585,,
107703,105382.746,,
110185,108034.674,,
111782,109882.861,,
113177,111738.17,,
113938,112756.822,,
112457,111789.483,,
109952,108580.464,,
106777,105165.004,,
103279,102211.111,,
96987,96350.747,,
90734,89579.971,,
83606,83513.158,,
79251,79184.319,,
76954,76478.155,,
75330,75113.415,,
75632,75344.271,,
78374,78022.905,,
82896,81976.728,,
88589,87064.01,,
94055,92250.757,,
99265,97539.521,,
104600,103381.515,,
109954,109193.191,,
115416,114403.956,,
119794,119130.032,,
122520,122795.559,,
124738,125593.77,,
126253,127684.521,,
128180,128546.403,,
127377,126535.289,,
123450,121955.591,,
118735,116873.691,,
113771,112218.596,,
106026,104556.091,,
97750,95834.168,,
89725,88575.004,,
84491,83458.616,,
80768,79900.545,,
78642,77649.76,,
78378,77434.045,,
80564,79671.967,,
85030,83563.426,,
90029,88707.417,,
95993,94523.453,,
101690,100338.493,,
108210,107463.766,,
114941,114541.876,,
120860,121223.346,,
125672,126609.216,,
130761,130594.15,,
133893,133459.044,,
135966,135622.692,,
136485,135825.56,,
134646,133080.077,,
129811,127863.687,,
123921,122373.536,,
118313,117526.869,,
110268,109211.527,,
101473,100483.703,,
93880,92942.781,,
88553,87387.219,,
84739,83514.734,,
82449,81084.74,,
82065,80528.697,,
84430,82637.435,,
88901,86533.974,,
92468,91486.467,,
97577,96683.547,,
103959,101667.927,,
109233,106844.56,,
113267,111825.84,,
117894,116248.889,,
120700,119356.558,,
122838,121358.323,,
123531,121557.501,,
123300,121374.023,,
121232,121410.655,,
118972,119241.597,,
116731,114527.354,,
111773,109919.223,,
106924,105744.907,,
100579,98524.123,,
93014,90579.245,,
84020,83907.665,,
79253,78984.754,,
76343,75583.893,,
74432,73519.908,,
74188,73431.08,,
75681,75351.839,,
80212,78913.926,,
85380,83640.923,,
89842,88254.494,,
93584,92409.388,,
97716,96935.728,,
101902,101057.427,,
105437,105384.792,,
109347,109567.188,,
112510,113050.1,,
116233,115881.172,,
118252,117857.556,,
118637,118495.697,,
116975,116834.92,,
114530,112682.441,,
109766,107916.301,,
105095,104247.515,,
98186,97624.668,,
90866,89980.843,,
83388,83579.977,,
78636,78756.807,,
76219,75774.754,,
74094,74012.696,,
73812,73826.118,,
75974,75963.281,,
79387,79560.354,,
84828,84055.325,,
90197,88865.597,,
94666,93312.044,,
99662,98830.747,,
103999,103953.646,,
108905,108640.797,,
113855,112765.158,,
117563,116139.229,,
120118,118593.186,,
121023,120719.572,,
121433,121243.336,,
119185,119078.48,,
115421,114881.645,,
110044,109628.487,,
106300,105613.936,,
99981,98983.73,,
92528,91525.078,,
85577,85073.198,,
80397,80191.739,,
76732,76700.784,,
74201,74354.943,,
73143,73179.979,,
72800,73287.476,,
73141,73990.775,,
77266,76662.225,,
82235,82236.557,,
88930,88920.686,,
95860,95674.201,,
101989,101898.424,,
107275,107815.479,,
111730,112194.669,,
116062,115746.706,,
118877,118497.835,,
120836,120117.625,,
121669,120080.564,,
119658,117414.93,,
115403,113804.783,,
109484,110210.709,,
106641,107292.878,,
100850,101852.221,,
95157,95327.828,,
87953,89227.049,,
82857,84463.641,,
80389,80804.339,,
78094,78338.798,,
76532,76762.298,,
75875,76479.527,,
75488,76398.356,,
77688,78552.097,,
84017,83514.982,,
91590,90226.143,,
99311,97138.72,,
105445,104430.471,,
111201,111099.546,,
116608,116472.45,,
120511,121093.991,,
124760,124682.467,,
127198,127724.43,,
127690,129114.268,,
127484,128398.182,,
124014,125157.497,,
120493,121092.315,,
117046,117002.025,,
111642,110027.856,,
103794,102040.589,,
92939,94958.92,,
87817,89722.312,,
86133,85955.433,,
83816,83442.609,,
83692,83210.764,,
86384,85459.01,,
90317,89453.2,,
95993,94967.415,,
102837,102020.404,,
109931,109688.684,,
117937,117480.589,,
125089,124323.41,,
131660,130229.505,,
136850,134502.987,,
139591,136968.544,,
140553,138139.796,,
141269,139645.289,,
141342,139600.556,,
138796,137903.509,,
134273,132471.367,,
129209,125965.186,,
123326,120032.848,,
113906,111310.981,,
104190,102049.358,,
96036,94032.656,,
90343,88055.612,,
85177,83824.902,,
82597,81372.727,,
81930,80681.824,,
83906,82677.073,,
87987,86594.87,,
94871,91955.314,,
101850,98575.376,,
106332,105855.475,,
114119,113930.827,,
121733,121651.728,,
128168,127698.799,,
134715,132565.831,,
140156,135608.786,,
141937,138169.384,,
140820,139892.27,,
141490,140427.912,,
139638,139384.223,,
135019,134505.008,,
130083,128323.203,,
123633,122576.154,,
116009,113579.983,,
107493,104131.367,,
97792,96096.434,,
91693,90276.507,,
86688,86242.017,,
84219,83656.115,,
83581,83018.796,,
85437,84961.741,,
89450,88372.422,,
95044,93778.176,,
100873,100122.029,,
107359,107031.551,,
114351,114180.951,,
121353,120998.752,,
127310,127008.911,,
131815,131537.611,,
136783,134279.781,,
138790,135889.612,,
138407,137035.927,,
137538,137242.531,,
135331,135193.536,,
130164,130509.101,,
125088,125409.688,,
120080,120798.06,,
111970,112626.034,,
103116,103619.446,,
95329,96030.359,,
90669,90488.088,,
87304,86819.742,,
84977,84498.129,,
84396,83555.221,,
86390,85507.71,,
89550,89518.16,,
94973,94483.762,,
101023,99412.98,,
106015,104503.635,,
111565,110382.121,,
115490,116304.812,,
121238,121729.168,,
124810,125977.757,,
127096,128680.16,,
128922,129732.826,,
129274,129665.499,,
130238,129213.848,,
128131,126928.566,,
123524,123121.723,,
118773,118848.852,,
115130,114866.142,,
107671,107897.23,,
100494,100384.633,,
92923,93639.228,,
88246,88456.408,,
85100,84868.041,,
83174,82784.746,,
83274,82504.727,,
85244,84511.638,,
89181,87759.353,,
93704,92482.044,,
98245,98191.93,,
103128,103663.935,,
107792,108394.734,,
112284,112978.795,,
116242,116521.51,,
119690,119643.002,,
121569,121405.666,,
121018,122153.676,,
120902,122405.153,,
120165,121453.258,,
118016,117972.724,,
113811,112319.352,,
109324,106796.232,,
104147,102655.789,,
97430,96054.152,,
90147,88655.042,,
82397,82218.236,,
77561,77202.077,,
74274,73684.486,,
72009,71030.511,,
70686,69943.85,,
70529,70051.056,,
71066,70645.65,,
73322,72778.659,,
77704,76482.659,,
82423,80724.403,,
86477,84556.098,,
89438,88066.617,,
92717,91890.472,,
94551,94884.125,,
97477,97978.846,,
99878,100843.882,,
103023,103071.111,,
104493,104055.809,,
103142,102819.373,,
100089,99606.483,,
95443,96687.188,,
93270,94112.909,,
89051,89468.642,,
83696,83937.527,,
76870,78640.377,,
72806,74485.912,,
71326,71680.621,,
70102,69734.439,,
69331,68869.465,,
69073,68822.549,,
69269,68975.446,,
71294,70562.566,,
75625,74805.993,,
80210,79405.868,,
84958,83872.055,,
88758,87691.038,,
92083,90716.386,,
94596,93120.598,,
95505,94583.045,,
97442,95949.987,,
98379,98115.554,,
99089,100012.271,,
98957,99801.343,,
98207,97386.293,,
94945,94866.852,,
92118,92420.24,,
87797,86898.68,,
80822,81035.815,,
76553,75907.358,,
72936,72147.807,,
70406,69744.063,,
69380,68652.429,,
69797,69015.537,,
72721,71546.607,,
76708,75475.096,,
81677,80117.415,,
85631,84520.035,,
88778,88628.972,,
92425,92378.51,,
96026,95868.83,,
99799,99230.888,,
103194,102229.904,,
105412,104911.713,,
107298,106853.858,,
108916,108695.403,,
109714,110197.197,,
108773,109369.233,,
105891,105876.987,,
102662,101618.266,,
99029,97633.679,,
92107,90843.411,,
84712,83482.716,,
77644,77642.683,,
73510,73438.733,,
71324,70859.51,,
69932,69374.411,,
70311,69569.355,,
72673,72152.629,,
76928,76218.594,,
81937,80312.601,,
86361,84486.846,,
89718,88331.831,,
92854,92012.539,,
96477,95353.176,,
99862,98804.07,,
103196,102011.974,,
105298,104722.036,,
107742,107061.584,,
109669,108680.408,,
110762,109446.578,,
109645,108115.616,,
106043,105055.53,,
102057,102088.684,,
98989,98752.318,,
92491,92198.273,,
85387,85073.389,,
79145,79203.576,,
74873,74894.932,,
72732,72155.498,,
71269,70688.061,,
71304,70841.275,,
73716,73308.74,,
77909,77314.977,,
82800,81344.675,,
87018,85665.523,,
90902,89433.506,,
94855,93433.936,,
98307,97168.866,,
101968,100968.181,,
105380,104453.26,,
108301,107473.48,,
110730,109763.587,,
112321,111798.023,,
113362,112471.119,,
112346,110901.885,,
108823,107032.342,,
104676,103699.004,,
101170,100211.206,,
94651,93586.211,,
87086,86383.638,,
80875,80431.68,,
76282,75905.593,,
73912,72916.994,,
72246,71410.552,,
72098,71336.806,,
74738,73750.721,,
78861,77818.767,,
83602,82074.386,,
88371,86888.918,,
92762,91865.099,,
97718,97365.981,,
102825,102817.18,,
107811,107936.853,,
112747,113113.478,,
116776,117014.362,,
120242,120150.684,,
122619,122814.903,,
123611,124066.35,,
121808,122345.023,,
118686,117852.42,,
113758,112801.697,,
109350,108298.896,,
102194,100518.915,,
93503,92592.956,,
86063,85816.273,,
80894,80954.146,,
77893,77328.519,,
75958,75452.296,,
75593,75046.378,,
77379,77141.678,,
80880,80866.463,,
85992,85518.857,,
92120,91470.166,,
97865,97607.79,,
104264,104705.028,,
110481,111468.33,,
116287,117696.658,,
121488,123090.927,,
126705,126554.07,,
130890,128993.497,,
132215,130604.555,,
132303,130309.604,,
128546,126828.311,,
122104,121036.048,,
116148,116223.454,,
111545,111299.337,,
104580,103656.222,,
96403,95590.253,,
89103,88648.151,,
83701,83295.805,,
79776,79397.989,,
77017,76715.282,,
75468,75324.922,,
75278,75497.256,,
75536,76262.705,,
78618,78823.684,,
84606,84353.954,,
91490,90998.246,,
97769,97657.767,,
103732,102971.946,,
108707,107306.63,,
111473,110506.537,,
113743,112736.452,,
114984,113893.037,,
115968,114247.085,,
114781,113371.303,,
112331,110939.585,,
108614,107404.241,,
104620,104833.942,,
101194,101883.514,,
96904,96658.353,,
90766,90632.328,,
84908,84756.855,,
81350,80292.815,,
76775,76971.821,,
74738,74570.124,,
73514,72932.436,,
72784,72617.177,,
72764,72621.556,,
74732,74381.444,,
80348,79502.459,,
87142,85895.008,,
93692,92599.536,,
100186,99327.229,,
106425,105253.291,,
111315,109587.738,,
114782,113514.018,,
117623,117368.683,,
121147,120507.703,,
122385,122455.899,,
121523,121404.584,,
118430,117077.907,,
114276,113115.708,,
109747,108630.128,,
103213,101517.786,,
96014,94103.026,,
88934,87841.112,,
84247,83284.067,,
80721,80295.417,,
78553,78450.733,,
78821,78785.299,,
81161,81643.068,,
85599,86019.914,,
91243,91294.219,,
98478,97607.143,,
105175,104219.082,,
111766,111404.559,,
118375,118149.285,,
123648,124243.927,,
129049,128584.774,,
132310,131243.578,,
134324,132704.07,,
134955,132987.592,,
133792,132504.515,,
131752,128882.86,,
127605,124148.916,,
122192,120444.737,,
116488,115809.821,,
108927,108302.055,,
100631,100718.966,,
97362,94124.479,,
90108,89418.382,,
85824,86038.61,,
84089,84127.524,,
83826,84128.705,,
86517,86726.964,,
91214,91627.015,,
96872,96549.353,,
103008,102183.463,,
110053,107880.738,,
116287,114889.905,,
122572,121690.521,,
128831,128088.587,,
134181,133061.5,,
138112,136518.918,,
140628,138610.715,,
141553,139599.3,,
141774,138839.562,,
139874,135836.271,,
134486,130703.488,,
129507,124922.954,,
122837,118365.803,,
113544,110879.037,,
103622,102804.634,,
101037,96237.633,,
93401,91097.836,,
87876,87758.446,,
85557,85698.016,,
85464,85552.123,,
88114,88277.821,,
93285,93114.505,,
98880,98430.422,,
104827,104884.278,,
112378,111823.972,,
119783,119083.12,,
127456,125105.566,,
133277,130208.628,,
138599,134997.271,,
142292,138240.462,,
145928,140676.362,,
144646,141100.366,,
145433,139327.404,,
139402,136295.075,,
136263,131389.698,,
130315,126158.502,,
125240,121075.631,,
114245,113290.79,,
105736,105511.207,,
101993,98867.175,,
96363,93817.673,,
89642,90341.531,,
87487,88033.596,,
87477,87345.596,,
90038,89628.333,,
94564,93637.507,,
100475,98820.627,,
106371,105256.354,,
114937,112349.224,,
121229,120518.801,,
128973,128550.712,,
136981,136099.373,,
142047,142403.685,,
147079,145902.419,,
149615,147638.654,,
151437,148208.776,,
149213,147207.681,,
146031,145148.679,,
140728,140165.654,,
135353,135472.571,,
129250,129517.991,,
120829,120644.125,,
110973,112181.422,,
102432,104713.073,,
96561,98805.561,,
93596,94315.091,,
91621,91236.308,,
90517,90105.097,,
92266,91643.587,,
96066,95189.95,,
101283,99655.58,,
107723,106221.96,,
114725,113416.125,,
120570,120752.924,,
128191,128093.153,,
134060,134336.976,,
139327,139025.203,,
142097,141100.084,,
142268,141841.385,,
142271,141447.274,,
141077,139326.587,,
135678,134391.232,,
131446,128406.212,,
126698,123336.14,,
119318,117716.677,,
111849,110203.115,,
103378,102257.853,,
97131,95325.101,,
91637,90100.676,,
86746,86065.666,,
84040,83463.266,,
82495,81888.002,,
82479,82018.851,,
83067,82644.917,,
86327,84955.673,,
92859,90664.892,,
99664,97413.885,,
105004,104037.357,,
110627,109848.98,,
115165,114524.405,,
119651,117806.584,,
121182,120166.528,,
120759,122470.852,,
122005,124405.216,,
124994,123687.312,,
123082,120509.591,,
117276,115401.636,,
112577,110701.773,,
107735,106150.587,,
101254,99507.522,,
94826,92607.974,,
85928,86140.419,,
81370,81174.853,,
78262,77469.705,,
75881,75021.994,,
74384,73322.886,,
74153,72541.545,,
74224,72328.211,,
75206,73581.482,,
79373,77169.272,,
83871,81384.29,,
88719,85898.309,,
92061,90291.249,,
96433,94297.963,,
98634,97806.753,,
102310,101056.264,,
104582,104134.269,,
106720,106712.567,,
108458,108046.877,,
108522,107260.066,,
104916,104199.698,,
101970,101917.925,,
98394,98854.073,,
94011,93450.597,,
88333,87663.128,,
83262,82674.805,,
79383,79026.549,,
76417,76704.07,,
75084,75723.707,,
76077,76350.875,,
78997,79541.138,,
83693,84579.9,,
89078,89508.862,,
94869,93708.218,,
99274,97687.316,,
103506,101603.307,,
107461,105250.929,,
111340,108864.096,,
114150,112030.997,,
116426,114123.591,,
118249,115476.544,,
117614,116537.333,,
117919,116968.514,,
116399,115546.07,,
113219,112677.878,,
109695,110376.096,,
105753,106410.989,,
99895,99861.377,,
92441,93183.551,,
88485,87440.828,,
84072,83482.933,,
81205,80838.279,,
79682,79186.411,,
79947,79470.977,,
82871,82643.864,,
87664,88022.303,,
92471,92607.584,,
97566,97125.22,,
101626,101582.257,,
105918,106593.385,,
110474,111570.057,,
115209,115883.58,,
120061,119654.704,,
122841,122408.034,,
124538,124109.292,,
125114,124866.343,,
125986,124800.227,,
123221,122656.524,,
119096,119254.96,,
115136,117008.094,,
110950,112693.279,,
103994,106224.408,,
98684,98796.098,,
90961,92836.006,,
86352,88670.662,,
85582,85580.43,,
84136,83659.067,,
84430,84000.486,,
87097,87246.29,,
91848,92872.525,,
96147,97528.829,,
102148,102225.056,,
106761,107080.087,,
111810,112443.848,,
116673,117519.717,,
122077,122006.555,,
125760,125872.842,,
128662,128971.027,,
130254,130976.72,,
132451,132141.05,,
131838,132268.786,,
130157,130101.81,,
126444,126529.671,,
122507,123362.542,,
117922,118802.75,,
109313,111438.13,,
101546,103956.515,,
97066,97373.722,,
91599,92471.32,,
88464,89082.862,,
86767,86822.058,,
86549,86608.721,,
89578,89203.329,,
93960,93988.561,,
98558,98499.444,,
103640,103781.368,,
108886,109461.7,,
114153,115583.046,,
119815,121018.648,,
126823,125490.295,,
130943,129025.954,,
133525,131747.456,,
135068,133683.573,,
135947,135077.857,,
135792,134934.886,,
132827,132390.754,,
128147,127527.202,,
124207,123724.059,,
118896,118064.411,,
111189,110099.799,,
102954,102017.998,,
95313,95026.568,,
90248,90008.453,,
86823,86389.714,,
84846,84438.873,,
84133,83967.646,,
85952,86087.972,,
90828,90949.655,,
95425,94968.854,,
100398,99708.477,,
104911,104457.434,,
109458,109254.17,,
113814,113755.856,,
117594,118027.194,,
120902,122266.476,,
123545,125013.125,,
126392,126934.714,,
127590,128713.09,,
126854,129090.653,,
125174,126082.293,,
120603,121021.246,,
115504,116767.364,,
110927,111464.843,,
105046,104484.154,,
97048,96850.663,,
88663,90171.846,,
83764,85002.322,,
80985,81449.95,,
78918,78797.617,,
77914,77469.701,,
77960,77587.346,,
79235,78895.379,,
81613,81443.409,,
87177,87370.198,,
93581,94601.34,,
100793,102325.879,,
107459,108967.364,,
114004,114156.106,,
118336,117734.56,,
121281,120112.884,,
123323,121445.986,,
124208,122468.463,,
123835,122592.21,,
120725,120804.211,,
116321,116806.893,,
112874,113268.178,,
108861,108716.963,,
102551,102505.833,,
95692,95874.596,,
90076,89723.158,,
85184,85235.704,,
81870,81416.572,,
79255,78858.887,,
77450,77123.903,,
76732,76724.468,,
77212,76887.558,,
79023,78016.421,,
84191,83053.496,,
90842,89954.2,,
97869,96873.665,,
104826,103845.871,,
110044,109085.823,,
114431,112907.635,,
117399,115377.25,,
119580,117235.523,,
120493,118526.63,,
120170,119376.534,,
118326,117652.828,,
114696,114841.684,,
111797,112108.884,,
108298,107557.441,,
102339,100909.427,,
95328,94129.057,,
88166,88284.733,,
83447,83967.129,,
81237,81233.05,,
79836,79741.113,,
80116,80207.336,,
82941,83390.598,,
88050,89338.148,,
93513,94064.947,,
99879,99742.579,,
107048,106000.299,,
113667,113366.801,,
120312,120152.427,,
126528,126327.905,,
131793,131837.901,,
135489,135586.639,,
137960,138325.637,,
139505,140331.142,,
140118,140674.466,,
138460,138380.427,,
133761,133653.349,,
131573,129351.821,,
123857,122771.419,,
114923,113663.926,,
106090,104672.357,,
97029,97455.716,,
91740,91942.782,,
88830,88008.213,,
86446,85687.587,,
85834,85161.393,,
88495,87808.741,,
93185,93150.219,,
98318,97984.24,,
104693,104624.405,,
111776,112157.709,,
119640,120157.873,,
127774,127923.367,,
134692,135011.471,,
140402,140994.021,,
144524,144551.819,,
147564,147019.362,,
149625,148744.069,,
149469,148750.866,,
146756,146320.018,,
141252,140264.717,,
136369,135252.362,,
129514,127315.625,,
120171,117502.384,,
109832,108078.595,,
100623,100092.657,,
94977,94107.889,,
90896,89831.412,,
88114,87038.94,,
87605,86641.247,,
89392,88945.829,,
93167,93809.282,,
99657,98544.039,,
105899,104395.88,,
113579,112178.898,,
121918,120607.605,,
129566,128434.54,,
136636,134205.308,,
142173,139025.846,,
144734,141618.161,,
146283,143206.676,,
145994,143901.353,,
144700,143135.603,,
141669,140676.382,,
136773,135488.793,,
132825,131020.831,,
126157,123975.257,,
117376,114860.391,,
107430,106094.906,,
100908,98453.914,,
95240,93195.511,,
89772,89251,,
87206,86916.974,,
86527,86509.85,,
89432,88992.457,,
93879,94499.768,,
98786,99234.012,,
105248,105171.991,,
112366,112370.771,,
120336,120433.064,,
128533,128749.292,,
135198,136298.155,,
140743,142251.832,,
146930,145148.41,,
148660,145830.94,,
148426,144839.033,,
147461,143859.941,,
141324,141232.805,,
137030,136193.471,,
131233,132274.038,,
125131,125686.971,,
118037,116959.762,,
108289,108100.146,,
101128,100632.161,,
95406,95201.089,,
91923,91123.66,,
89203,88633.364,,
88669,87955.744,,
90708,90293.726,,
94779,95214.951,,
100121,99913.535,,
106649,106216.235,,
113796,113712.268,,
121268,121934.768,,
129763,130073.61,,
136147,137222.837,,
142124,142575.95,,
145457,145333.684,,
148047,145034.731,,
145819,144132.801,,
143194,142186.965,,
139479,138129.146,,
133390,132574.877,,
129004,128110.804,,
122042,122104.821,,
114426,114734.119,,
106024,106938.781,,
98580,100159.684,,
92904,94520.517,,
91023,90495.588,,
88194,87519.76,,
86380,85899.124,,
86389,85763.514,,
87211,86981.547,,
89406,89131.356,,
95565,94673.937,,
103032,101848.396,,
110829,109134.9,,
117787,115952.539,,
122018,121214.864,,
126063,124792.078,,
127864,127129.37,,
129181,128487.069,,
129477,129164.603,,
128271,128549.959,,
127129,125701.372,,
122727,121540.798,,
118567,118138.647,,
113779,113231.682,,
107153,106699.798,,
99950,99838.036,,
94228,95915.29091,,
89111,90280.1,,
85664,86426.34545,,
82719,83388.14545,,
80921,81682.32727,,
80393,80822.52727,,
80475,81296.50909,,
82342,81876.94545,,
88356,85832.59091,,
95472,92230.85455,,
102806,97993.02727,,
107979,103751.6636,,
112913,110180.2909,,
116265,115212.3,,
119923,118035.9182,,
122038,119714.1273,,
122516,121192.7455,,
122669,121538.2727,,
121173,121176.6273,,
117971,119413.7727,,
115608,117537.8636,,
111527,113493.8818,,
105469,106777.5,,
98113,99839.70909,,
91268,93157.28182,,
86845,88371.01818,,
84009,85079.06364,,
82500,83370.4,,
82605,82947.20909,,
85682,85348.6,,
91423,91002.90909,,
96352,95823.28182,,
102850,100423.5727,,
108201,105625.2636,,
114992,111605.1909,,
120532,117818.0727,,
126196,123347.1364,,
130018,128727.1636,,
133141,132716.3091,,
135209,135089.0636,,
135932,136045.7091,,
135440,135591.5091,,
132257,132672.1182,,
128306,127869.12,,
123904,123661.7091,,
117848,117948.4091,,
109356,110074.2091,,
100964,103577.9818,,
93211,93856.9,,
88285,88743.82727,,
84184,85458.32727,,
82094,82964.72727,,
82152,82062.26364,,
84985,84259.32727,,
90330,89654.39091,,
95197,94349.17273,,
100489,98126.97273,,
104738,102117.8273,,
109505,107039.2,,
113154,112135.7182,,
118857,116520.9182,,
122061,120277.7,,
124320,122025.7364,,
123428,122426.64,,
123555,122433.3364,,
122007,121462.0727,,
119139,119181.2818,,
115934,116135.9273,,
113070,114608.44,,
108626,110630.37,,
101559,103876.5545,,
94640,96829.13636,,
87121,90394.74,,
84075,86201.89091,,
81367,83229.80909,,
80287,81214.80909,,
81171,80875.56364,,
83122,82805.71818,,
88553,87764.83636,,
92425,92587.23636,,
96350,95794.19091,,
99835,98698.39091,,
102921,101906.4818,,
105838,104762.9818,,
108331,107304.5091,,
110403,109144.6818,,
111451,110116.0818,,
111369,110441.4364,,
111585,111738.2636,,
111390,112304.5545,,
110282,110401.0818,,
107571,107002.8273,,
104630,103845.9636,,
100528,99477.82727,,
94312,93064.57273,,
86020,86194.35,,
80388,79929.9,,
75700,75971.84,,
72753,72706.94286,,
70940,71158.06,,
71211,70682.54545,,
73950,72325.13,,
79382,77049.40909,,
83210,80991.82727,,
86806,83860.3,,
89125,86523.91818,,
90736,89292.38182,,
92896,91635.37273,,
95089,94227.21818,,
97388,97084.29091,,
99276,99632.83636,,
101908,102016.3455,,
103872,104146.9818,,
104758,105409.7636,,
104198,104040.3364,,
101531,100255.8182,,
99281,98025.16364,,
92974,94010.47273,,
87130,87842.29091,,
80562,81360.98182,,
75185,75846.85455,,
71709,71814.68182,,
68492,69393.8,,
67185,67951.77273,,
67839,67657.08333,,
70594,,,
75316,,,
79405,,,
82551,,,
85151,,,
87800,,,
90079,,,
92186,,,
94380,,,
95987,,,
97077,,,
98066,,,
98374,,,
96642,,,
93685,,,
91405,,,
88655,,,
83732,,,
78056,,,
72282,,,
68588,,,
66297,,,
64818,,,
64414,,,
65184,,,
66572,,,
68884,,,
72773,,,
76720,,,
80175,,,
83060,,,
85510,,,
87652,,,
89513,,,
91268,,,
93065,,,
94137,,,
93416,,,
91347,,,
89776,,,
87294,,,
82798,,,
77622,,,
73572,,,
69930,,,
67562,,,
65899,,,
65148,,,
65317,,,
65842,,,
67499,,,
71571,,,
76133,,,
80212,,,
83925,,,
87169,,,
89753,,,
91715,,,
93537,,,
95532,,,
97207,,,
97056,,,
95574,,,
94251,,,
91637,,,
86605,,,
81042,,,
76158,,,
72142,,,
69455,,,
67584,,,
66670,,,
66669,,,
67217,,,
68862,,,
73068,,,
77979,,,
82575,,,
86926,,,
90972,,,
94282,,,
96930,,,
99182,,,
